"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.40","43.67","TORONTO CITY","6158355","2002-01-01","2002","01","01","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-02","2002","01","02","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-03","2002","01","03","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-04","2002","01","04","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-05","2002","01","05","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-06","2002","01","06","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-07","2002","01","07","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-08","2002","01","08","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-09","2002","01","09","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-10","2002","01","10","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-11","2002","01","11","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-12","2002","01","12","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-13","2002","01","13","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-14","2002","01","14","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-15","2002","01","15","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-16","2002","01","16","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-17","2002","01","17","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-18","2002","01","18","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-19","2002","01","19","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-20","2002","01","20","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-21","2002","01","21","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-22","2002","01","22","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-23","2002","01","23","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-24","2002","01","24","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-25","2002","01","25","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-26","2002","01","26","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-27","2002","01","27","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-28","2002","01","28","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-29","2002","01","29","","","","","","","","","","","","","","","","","","","","","","",""
"-79.40","43.67","TORONTO CITY","6158355","2002-01-30","2002","01","30","","","","","","","","","","","","","","","","","","","","","","",""
