city,pollutant,mean_pollution,day,month,year,month_name
Toronto,NO,23.125,2,4,2002,NA
Toronto,NO,14.416666666666666,3,4,2002,NA
Toronto,NO,15.166666666666666,4,4,2002,NA
Toronto,NO,17.583333333333332,5,4,2002,NA
Toronto,NO,11.25,6,4,2002,NA
Toronto,NO,16.125,7,4,2002,NA
Toronto,NO,8.458333333333334,8,4,2002,NA
Toronto,NO,9.833333333333334,9,4,2002,NA
Toronto,NO,16.625,10,4,2002,NA
Toronto,NO,6.375,11,4,2002,NA
Toronto,NO,18.625,12,4,2002,NA
Toronto,NO,14.25,13,4,2002,NA
Toronto,NO,1.7916666666666667,14,4,2002,NA
Toronto,NO,29.458333333333332,15,4,2002,NA
Toronto,NO,33.083333333333336,16,4,2002,NA
Toronto,NO,15.333333333333334,17,4,2002,NA
Toronto,NO,6.875,18,4,2002,NA
Toronto,NO,10.875,19,4,2002,NA
Toronto,NO,7.25,20,4,2002,NA
Toronto,NO,1.25,21,4,2002,NA
Toronto,NO,12.291666666666666,22,4,2002,NA
Toronto,NO,15.25,23,4,2002,NA
Toronto,NO,40.25,24,4,2002,NA
Toronto,NO,10.958333333333334,25,4,2002,NA
Toronto,NO,14.75,26,4,2002,NA
Toronto,NO,21.541666666666668,27,4,2002,NA
Toronto,NO,1.5833333333333333,28,4,2002,NA
Toronto,NO,17.458333333333332,29,4,2002,NA
Toronto,NO,10.875,30,4,2002,NA
Toronto,NO,12.25,1,5,2002,May
Toronto,NO,14.166666666666666,2,5,2002,May
Toronto,NO,12,3,5,2002,May
Toronto,NO,22.333333333333332,4,5,2002,May
Toronto,NO,34.5,5,5,2002,May
Toronto,NO,8.75,6,5,2002,May
Toronto,NO,13.875,7,5,2002,May
Toronto,NO,9.5,8,5,2002,May
Toronto,NO,6.833333333333333,9,5,2002,May
Toronto,NO,7.291666666666667,10,5,2002,May
Toronto,NO,6.375,11,5,2002,May
Toronto,NO,0.7083333333333334,12,5,2002,May
Toronto,NO,9.875,13,5,2002,May
Toronto,NO,14.708333333333334,14,5,2002,May
Toronto,NO,10.666666666666666,15,5,2002,May
Toronto,NO,11.375,16,5,2002,May
Toronto,NO,14.958333333333334,17,5,2002,May
Toronto,NO,7.125,18,5,2002,May
Toronto,NO,6.875,19,5,2002,May
Toronto,NO,6.708333333333333,20,5,2002,May
Toronto,NO,16.375,21,5,2002,May
Toronto,NO,18.833333333333332,22,5,2002,May
Toronto,NO,12.333333333333334,23,5,2002,May
Toronto,NO,13.291666666666666,24,5,2002,May
Toronto,NO,5.666666666666667,25,5,2002,May
Toronto,NO,5.375,26,5,2002,May
Toronto,NO,24.458333333333332,27,5,2002,May
Toronto,NO,20.25,28,5,2002,May
