File generated on // Fichier créé sur ,23/09/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant, CO // CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités, ppm // ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available. // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant,NAPS ID // Identifiant SNPA,City // Ville,P/T // P/T,Latitude // Latitude,Longitude // Longitude,Date // Date,H01 // H01,H02 // H02,H03 // H03,H04 // H04,H05 // H05,H06 // H06,H07 // H07,H08 // H08,H09 // H09,H10 // H10,H11 // H11,H12 // H12,H13 // H13,H14 // H14,H15 // H15,H16 // H16,H17 // H17,H18 // H18,H19 // H19,H20 // H20,H21 // H21,H22 // H22,H23 // H23,H24 // H24
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160407,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160408,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.2,-999,0.1,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160409,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160410,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160411,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160412,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160413,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160414,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160415,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160416,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.7,0.6,0.5
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160417,0.4,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.3,0.3,0.3
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160418,0.3,0.2,0.2,0.2,0.2,0.3,0.4,0.3,0.2,0.2,-999,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160419,0.2,0.2,0.1,0.1,0.2,0.1,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,-999,-999,-999,0,0,0.1,0.2,0.2,0.1,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160420,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160421,0.2,0.2,0.1,0.1,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160422,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160423,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160424,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160425,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160426,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.3,0.3,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160427,0.2,-999,0.2,0.3,0.3,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160428,-999,0.2,0.2,0.2,0.3,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160429,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160430,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,-999,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160501,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,-999,0.4,0.5,0.4
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160502,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.5,0.6,0.5,0.6
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160503,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.1,-999,-999,-999,0.1,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160504,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.1,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160505,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.1,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160506,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160507,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.1,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160508,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160509,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,-999,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160510,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160511,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160512,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,-999,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160513,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160514,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160515,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160516,0.2,0.2,0.2,0.2,0.2,-999,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160517,0.1,0.1,0.1,0.1,-999,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160518,0.2,0.1,0.1,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160519,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160520,0.1,-999,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160521,-999,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160522,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160523,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,-999,0.2,0.5
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160524,0.4,0.4,0.3,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160525,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160526,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160527,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160528,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.2,0.2,0.2,0.2,0.2,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160529,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160530,0.1,0.2,0.1,0.2,0.2,0.1,0.2,0.2,0.1,0.2,0.2,0.1,0.1,0.2,-999,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160531,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.3,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160601,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160602,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.1,-999,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160603,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160604,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160605,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,-999,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160606,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160607,0.1,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160608,0.2,0.2,0.1,0.1,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160609,0.2,0.2,0.2,0.2,-999,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,-999,-999,-999,-999,0.2,0.2,0.2,0.2,0.1,0.1,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160610,0.1,0.2,0.1,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.2,0.1,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160611,0.2,0.1,-999,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160612,0.1,-999,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160613,-999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,-999
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160614,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-999,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160615,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160616,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,-999,0.1,0.1,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160617,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.1,0.1,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160618,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.2,0.3,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160619,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.1,0.1,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160620,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.1,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160621,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160622,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160623,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160624,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,-999,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160625,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160626,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160627,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160628,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,-999,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160629,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160630,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.3,0.4
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160701,0.7,0.4,0.5,0.3,0.4,-999,0.3,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160702,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160703,0.2,0.2,0.1,-999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160704,0.1,0.1,-999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160705,0.1,-999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160706,-999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-999
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160707,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-999,-999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-999,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160708,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-999,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160709,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,-999,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160710,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.1,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160711,0.2,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,-999,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160712,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,-999,0.2,0.2,0.2,0.2,0.1,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160713,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.1,0.1,0.1,0.1,0.2,0.1
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160714,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160715,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160716,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,-999,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160717,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160718,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160719,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,92001,Grande Prairie,AB,55.176636,-118.807756,20160720,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1
