File generated on // Fichier créé sur ,23/09/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant, CO // CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités, ppm // ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available. // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant,NAPS ID // Identifiant SNPA,City // Ville,P/T // P/T,Latitude // Latitude,Longitude // Longitude,Date // Date,H01 // H01,H02 // H02,H03 // H03,H04 // H04,H05 // H05,H06 // H06,H07 // H07,H08 // H08,H09 // H09,H10 // H10,H11 // H11,H12 // H12,H13 // H13,H14 // H14,H15 // H15,H16 // H16,H17 // H17,H18 // H18,H19 // H19,H20 // H20,H21 // H21,H22 // H22,H23 // H23,H24 // H24
CO,50135,Montréal,QC,45.5934,-73.63726,20160416,0.23,0.24,0.24,0.2,0.21,0.23,0.22,0.23,0.23,0.23,0.2,0.19,0.19,0.21,0.22,0.23,0.2,0.21,0.23,0.25,0.3,0.4,0.39,0.39
CO,50135,Montréal,QC,45.5934,-73.63726,20160417,0.45,0.4,0.42,0.46,0.46,0.35,0.31,0.45,0.44,0.35,0.26,0.23,0.21,0.21,0.2,0.2,0.2,0.2,0.22,0.27,0.28,0.34,0.24,0.21
CO,50135,Montréal,QC,45.5934,-73.63726,20160418,0.19,0.18,0.19,0.19,0.17,0.2,0.2,0.18,0.18,0.19,0.2,0.24,0.21,0.25,0.24,0.28,0.29,0.28,0.26,0.23,0.23,0.21,0.22,0.23
CO,50135,Montréal,QC,45.5934,-73.63726,20160419,0.24,0.26,0.17,0.19,0.2,0.27,0.3,0.34,0.26,0.18,0.17,0.18,0.17,0.16,0.18,0.18,0.19,0.19,0.19,0.19,0.22,0.2,0.17,0.16
CO,50135,Montréal,QC,45.5934,-73.63726,20160420,0.14,0.14,0.2,0.16,0.18,0.29,0.2,0.25,0.22,0.2,0.2,0.22,0.19,0.2,0.2,0.19,0.19,0.19,0.21,0.21,0.27,0.28,0.26,0.24
CO,50135,Montréal,QC,45.5934,-73.63726,20160421,0.25,0.27,0.24,0.29,0.46,0.62,0.66,0.48,0.33,0.27,0.22,0.21,0.18,0.18,0.19,0.2,0.22,0.25,0.28,0.38,0.53,0.46,0.29,0.33
CO,50135,Montréal,QC,45.5934,-73.63726,20160422,0.29,0.23,0.2,0.22,0.23,0.25,0.3,0.3,0.26,0.27,0.27,0.28,0.27,0.27,0.26,0.28,0.28,0.25,0.22,0.2,0.18,0.18,0.17,0.17
CO,50135,Montréal,QC,45.5934,-73.63726,20160423,0.15,0.15,0.14,0.14,0.15,0.23,0.21,0.21,0.18,0.18,0.17,0.17,0.15,0.15,0.15,0.16,0.15,0.15,0.17,0.17,0.17,0.16,0.17,0.17
CO,50135,Montréal,QC,45.5934,-73.63726,20160424,0.15,0.14,0.15,0.14,0.15,0.15,0.19,0.18,0.22,0.2,0.2,0.2,0.19,0.18,0.17,0.16,0.17,0.17,0.18,0.21,0.23,0.24,0.24,0.24
CO,50135,Montréal,QC,45.5934,-73.63726,20160425,0.18,0.16,0.17,0.18,0.18,0.22,0.22,0.26,0.22,0.18,0.18,0.2,0.16,0.17,0.17,0.19,0.18,0.16,0.18,0.22,0.2,0.18,0.16,0.16
CO,50135,Montréal,QC,45.5934,-73.63726,20160426,0.16,0.15,0.15,0.15,0.16,0.19,0.22,0.19,0.18,0.17,0.18,0.22,0.2,0.22,0.22,0.17,0.18,0.2,0.2,0.22,0.28,0.2,0.17,0.17
CO,50135,Montréal,QC,45.5934,-73.63726,20160427,0.14,0.14,0.15,0.14,0.16,0.18,0.34,0.27,0.19,0.18,0.16,0.17,0.16,0.16,0.18,0.18,0.21,0.22,0.21,0.26,0.18,0.22,0.24,0.23
CO,50135,Montréal,QC,45.5934,-73.63726,20160428,0.19,0.19,0.16,0.24,0.29,0.29,0.24,0.25,0.21,0.17,0.17,0.16,0.14,0.15,0.15,0.16,0.19,0.16,0.17,0.19,0.21,0.21,0.24,0.17
CO,50135,Montréal,QC,45.5934,-73.63726,20160429,0.16,0.18,0.18,0.17,0.18,0.2,0.23,0.23,0.19,0.16,0.16,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.15,0.16,0.22,0.38,0.35,0.36
CO,50135,Montréal,QC,45.5934,-73.63726,20160430,0.29,0.27,0.19,0.18,0.2,0.18,0.16,0.17,0.17,0.16,0.17,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.17,0.19,0.21,0.26,0.31,0.27
CO,50135,Montréal,QC,45.5934,-73.63726,20160501,0.26,0.23,0.2,0.18,0.17,0.17,0.16,0.19,0.2,0.22,0.21,0.21,0.22,0.23,0.2,0.2,0.21,0.27,0.24,0.23,0.22,0.22,0.21,0.21
CO,50135,Montréal,QC,45.5934,-73.63726,20160502,0.19,0.2,0.2,0.19,0.2,0.25,0.26,0.28,0.25,0.24,0.26,0.24,0.23,0.21,0.24,0.22,0.21,0.21,0.2,0.2,0.21,0.18,0.19,0.19
CO,50135,Montréal,QC,45.5934,-73.63726,20160503,0.18,0.19,0.18,0.21,0.25,0.28,0.29,0.3,0.2,0.19,0.19,0.18,0.17,0.17,0.18,0.16,0.17,0.17,0.17,0.19,0.2,0.22,0.2,0.2
CO,50135,Montréal,QC,45.5934,-73.63726,20160504,0.22,0.2,0.19,0.18,0.19,0.23,0.27,0.27,0.2,0.2,0.2,0.21,-999,0.21,0.22,0.21,0.28,0.23,0.24,0.26,0.51,0.27,0.25,0.22
CO,50135,Montréal,QC,45.5934,-73.63726,20160505,0.21,0.17,0.17,0.17,0.19,0.22,0.28,0.23,0.19,0.17,0.17,0.17,0.15,0.14,0.15,0.15,0.16,0.17,0.16,0.19,0.25,0.26,0.23,0.18
CO,50135,Montréal,QC,45.5934,-73.63726,20160506,0.18,0.16,0.15,0.15,0.17,0.28,0.23,0.3,0.24,0.18,0.2,0.17,0.16,0.17,0.17,0.17,0.17,0.18,0.18,0.24,0.31,0.28,0.27,0.28
CO,50135,Montréal,QC,45.5934,-73.63726,20160507,0.27,0.29,0.28,0.28,0.23,0.18,0.17,0.17,0.18,0.18,0.18,0.19,0.16,0.17,0.18,0.19,0.19,0.2,0.23,0.21,0.21,0.26,0.22,0.24
CO,50135,Montréal,QC,45.5934,-73.63726,20160508,0.2,0.19,0.18,0.17,0.18,0.18,0.19,0.17,0.19,0.18,0.18,0.18,0.18,0.17,0.16,0.16,0.16,0.18,0.14,0.19,0.17,0.18,0.18,0.14
CO,50135,Montréal,QC,45.5934,-73.63726,20160509,0.14,0.14,0.14,0.14,0.16,0.19,0.18,0.17,0.15,0.14,0.14,0.14,0.15,0.15,0.16,0.16,0.16,0.17,0.16,0.18,0.19,0.21,0.19,0.15
CO,50135,Montréal,QC,45.5934,-73.63726,20160510,0.15,0.14,0.17,0.17,0.17,0.24,0.22,0.18,0.16,0.17,0.16,0.16,0.15,0.16,0.16,0.17,0.17,0.16,0.16,0.23,0.2,0.16,0.15,0.14
CO,50135,Montréal,QC,45.5934,-73.63726,20160511,0.15,0.14,0.14,0.16,0.24,0.32,0.28,0.2,0.17,0.14,0.13,0.14,0.13,0.14,0.14,0.16,0.17,0.19,0.18,0.31,0.48,0.38,0.31,0.28
CO,50135,Montréal,QC,45.5934,-73.63726,20160512,0.24,0.26,0.26,0.22,0.23,0.32,0.39,0.3,0.26,0.23,0.21,0.22,0.2,0.22,0.25,0.25,0.25,0.26,0.26,0.37,0.41,0.39,0.38,0.45
CO,50135,Montréal,QC,45.5934,-73.63726,20160513,0.37,0.31,0.3,0.21,0.21,0.24,0.27,0.27,0.28,0.28,0.29,0.3,0.3,0.32,0.29,0.29,0.26,0.22,0.22,0.25,0.22,0.24,0.26,0.28
CO,50135,Montréal,QC,45.5934,-73.63726,20160514,0.18,0.17,0.18,0.18,0.18,0.19,0.2,0.19,0.19,0.19,0.2,0.2,0.18,0.18,0.19,0.22,0.22,0.23,0.26,0.3,0.22,0.19,0.18,0.17
CO,50135,Montréal,QC,45.5934,-73.63726,20160515,0.16,0.15,0.15,0.14,0.14,0.14,0.13,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.13,0.14,0.14,0.13,0.13,0.13
CO,50135,Montréal,QC,45.5934,-73.63726,20160516,0.12,0.12,0.12,0.12,0.13,0.15,0.16,0.15,0.14,0.14,0.15,0.13,0.15,0.16,0.18,0.18,0.17,0.18,0.16,0.16,0.15,0.14,0.13,0.13
CO,50135,Montréal,QC,45.5934,-73.63726,20160517,0.13,0.13,0.13,0.13,0.16,0.19,0.2,0.19,0.17,0.15,0.16,0.15,0.15,0.16,0.17,0.19,0.21,0.2,0.18,0.19,0.22,0.17,0.17,0.26
CO,50135,Montréal,QC,45.5934,-73.63726,20160518,0.19,0.2,0.27,0.21,0.24,0.34,0.22,0.36,0.19,-999,0.18,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.2,0.33,0.5,0.57,0.59
CO,50135,Montréal,QC,45.5934,-73.63726,20160519,0.53,0.44,0.44,0.45,0.44,0.37,0.49,0.32,0.26,0.25,0.25,0.2,0.16,0.16,0.17,0.18,0.17,0.16,0.16,0.2,0.28,0.42,0.45,0.37
CO,50135,Montréal,QC,45.5934,-73.63726,20160520,0.3,0.27,0.23,0.23,0.3,0.34,0.28,0.29,0.25,0.22,0.19,0.18,0.16,0.18,0.17,0.17,0.18,0.2,0.2,0.23,0.26,0.29,0.3,0.28
CO,50135,Montréal,QC,45.5934,-73.63726,20160521,0.23,0.2,0.18,0.18,0.19,0.19,0.17,0.19,0.19,0.19,0.19,0.18,0.17,0.18,0.18,0.19,0.19,0.21,0.23,0.31,0.32,0.4,0.46,0.39
CO,50135,Montréal,QC,45.5934,-73.63726,20160522,0.28,0.25,0.27,0.26,0.21,0.18,0.17,0.18,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.17,0.19,0.21,0.29,0.35,0.34,0.3
CO,50135,Montréal,QC,45.5934,-73.63726,20160523,0.22,0.19,0.19,0.18,0.19,0.2,0.19,0.19,0.19,0.18,0.19,0.17,0.16,0.17,0.18,0.18,0.19,0.24,0.23,0.29,0.44,0.67,0.69,0.65
CO,50135,Montréal,QC,45.5934,-73.63726,20160524,0.7,0.7,0.68,0.54,0.42,0.41,0.41,0.35,0.31,0.33,0.31,0.31,0.23,0.19,0.25,0.24,0.26,0.27,0.28,0.38,0.47,0.39,0.25,0.22
CO,50135,Montréal,QC,45.5934,-73.63726,20160525,0.2,0.19,0.2,0.19,0.22,0.24,0.24,0.25,0.24,0.23,0.22,0.25,0.23,0.23,0.25,0.23,0.25,0.22,0.19,0.19,0.17,0.19,0.21,0.23
CO,50135,Montréal,QC,45.5934,-73.63726,20160526,0.27,0.19,0.16,0.14,0.16,0.19,0.2,0.2,0.17,0.19,0.19,0.19,0.19,0.17,0.17,0.16,0.16,0.17,0.18,0.2,0.24,0.22,0.2,0.19
CO,50135,Montréal,QC,45.5934,-73.63726,20160527,0.18,0.17,0.17,0.16,0.18,0.19,0.2,0.21,0.24,0.28,0.31,0.27,0.23,0.22,0.21,0.23,0.29,0.25,0.28,0.38,0.29,0.32,0.26,0.33
CO,50135,Montréal,QC,45.5934,-73.63726,20160528,0.27,0.29,0.28,0.23,0.18,0.21,0.17,0.17,0.17,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.17,0.18,0.19,0.21,0.21,0.2,0.22,0.22
CO,50135,Montréal,QC,45.5934,-73.63726,20160529,0.19,0.17,0.19,0.19,0.23,0.2,0.23,0.24,0.23,0.21,0.23,0.28,0.26,0.25,0.23,0.24,0.23,0.22,0.2,0.19,0.18,0.17,0.17,0.17
CO,50135,Montréal,QC,45.5934,-73.63726,20160530,0.17,0.18,0.18,0.17,0.2,0.23,0.28,0.23,0.19,0.19,0.19,0.18,0.19,0.19,0.2,0.19,0.2,0.2,0.18,0.19,0.2,0.19,0.19,0.17
CO,50135,Montréal,QC,45.5934,-73.63726,20160531,0.14,0.14,0.14,0.13,0.2,0.17,0.17,0.18,0.17,0.16,0.15,0.16,0.15,0.17,0.18,0.19,0.18,0.17,0.15,0.15,0.15,0.15,0.13,0.12
CO,50135,Montréal,QC,45.5934,-73.63726,20160601,0.12,0.12,0.13,0.13,0.14,0.16,0.17,0.18,0.15,0.16,0.19,0.15,0.14,0.15,0.15,0.15,0.16,0.17,0.16,0.19,0.23,0.18,0.16,0.16
CO,50135,Montréal,QC,45.5934,-73.63726,20160602,0.16,0.17,0.17,0.16,0.19,0.19,0.21,0.22,0.27,0.3,0.32,0.33,0.34,0.28,0.26,0.24,0.26,0.27,0.36,0.42,0.37,0.28,0.23,0.21
CO,50135,Montréal,QC,45.5934,-73.63726,20160603,0.18,0.17,0.17,0.17,0.19,0.22,0.22,0.21,0.18,0.18,0.18,0.17,0.16,0.16,0.17,0.17,0.18,0.16,0.16,0.19,0.28,0.29,0.24,0.19
CO,50135,Montréal,QC,45.5934,-73.63726,20160604,0.19,0.18,0.18,0.16,0.17,0.18,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.17,0.16,0.17,0.16,0.17,0.16,0.25,0.36,0.51,0.53,0.39
CO,50135,Montréal,QC,45.5934,-73.63726,20160605,0.42,0.35,0.28,0.23,0.2,0.19,0.17,0.16,0.17,0.18,0.19,0.21,0.21,0.2,0.22,0.23,0.24,0.2,0.17,0.16,0.16,0.15,0.16,0.15
CO,50135,Montréal,QC,45.5934,-73.63726,20160606,0.13,0.13,0.13,0.13,0.14,0.17,0.19,0.19,0.17,0.16,-999,0.15,0.16,0.17,0.17,0.17,0.18,0.18,0.16,0.16,0.16,0.17,0.15,0.14
CO,50135,Montréal,QC,45.5934,-73.63726,20160607,0.15,0.15,0.15,0.15,0.16,0.18,0.18,0.19,0.19,0.16,0.17,0.16,0.17,0.19,0.17,0.18,0.19,0.2,0.19,0.18,0.18,0.15,0.14,0.13
CO,50135,Montréal,QC,45.5934,-73.63726,20160608,0.12,0.12,0.12,0.12,0.14,0.16,0.16,0.16,0.14,0.14,0.14,0.13,0.12,0.14,0.15,0.17,0.16,0.13,0.12,0.14,0.13,0.13,0.11,0.11
CO,50135,Montréal,QC,45.5934,-73.63726,20160609,0.1,0.1,0.09,0.09,0.1,0.11,0.14,0.15,0.16,0.15,0.16,0.15,0.13,0.15,0.17,0.17,0.17,0.17,0.15,0.14,0.14,0.15,0.13,0.13
CO,50135,Montréal,QC,45.5934,-73.63726,20160610,0.11,0.11,0.11,0.11,0.13,0.15,0.17,0.16,0.14,0.15,0.14,0.15,0.14,0.15,0.15,0.15,0.16,0.16,0.17,0.17,0.18,0.22,0.27,0.26
CO,50135,Montréal,QC,45.5934,-73.63726,20160611,0.21,0.18,0.17,0.15,0.17,0.19,0.2,0.26,0.27,0.23,0.21,0.19,0.19,0.18,0.17,0.18,0.17,0.17,0.18,0.19,0.2,0.2,0.18,0.19
CO,50135,Montréal,QC,45.5934,-73.63726,20160612,0.18,0.17,0.17,0.13,0.11,0.1,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.14,0.15,0.15,0.13,0.14,0.15,0.15
CO,50135,Montréal,QC,45.5934,-73.63726,20160613,0.12,0.11,0.11,0.1,0.12,0.14,0.19,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.13,0.13,0.13,0.13
CO,50135,Montréal,QC,45.5934,-73.63726,20160614,0.12,0.11,0.11,0.11,0.12,0.16,0.17,0.18,0.17,0.15,0.15,0.14,0.14,0.14,0.16,0.13,0.15,0.18,0.15,0.16,0.18,0.18,0.18,0.17
CO,50135,Montréal,QC,45.5934,-73.63726,20160615,0.18,0.15,0.15,0.15,0.46,0.3,0.22,0.22,0.22,0.2,0.18,0.16,0.15,0.13,0.13,0.13,0.14,0.14,0.13,0.21,0.29,0.7,0.87,0.62
CO,50135,Montréal,QC,45.5934,-73.63726,20160616,0.24,0.17,0.17,0.15,0.17,0.2,0.22,0.21,0.19,0.16,0.14,0.13,0.12,0.11,0.13,0.15,0.14,0.13,0.14,0.15,0.2,0.23,0.38,0.43
CO,50135,Montréal,QC,45.5934,-73.63726,20160617,0.29,0.25,0.23,0.17,0.18,0.21,0.22,0.22,0.2,0.15,0.14,0.15,0.14,0.15,0.14,0.16,0.16,0.16,0.14,0.26,0.37,0.62,0.78,0.59
CO,50135,Montréal,QC,45.5934,-73.63726,20160618,0.51,0.33,0.22,0.16,0.18,0.18,0.19,0.22,0.29,0.25,0.23,0.23,0.21,0.19,0.18,0.18,0.2,0.2,0.18,0.2,0.22,0.23,0.23,0.22
CO,50135,Montréal,QC,45.5934,-73.63726,20160619,0.19,0.17,0.15,0.14,0.14,0.14,0.15,0.17,0.18,0.2,0.2,0.18,0.19,0.2,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.21,0.18,0.17
CO,50135,Montréal,QC,45.5934,-73.63726,20160620,0.15,0.15,0.15,0.16,0.19,0.2,0.21,0.22,0.21,0.21,0.21,0.19,0.18,0.18,0.19,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.16
CO,50135,Montréal,QC,45.5934,-73.63726,20160621,0.16,0.15,0.13,0.12,0.14,0.16,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.13,0.15,0.14,0.13,0.14,0.14,0.15,0.18,0.21,0.23,0.29
CO,50135,Montréal,QC,45.5934,-73.63726,20160622,0.22,0.16,0.14,0.15,0.16,0.16,0.19,0.19,0.17,0.18,0.19,0.18,0.14,0.15,0.2,0.2,0.18,0.15,0.13,0.17,0.2,0.29,0.22,0.18
CO,50135,Montréal,QC,45.5934,-73.63726,20160623,0.19,0.19,0.17,0.15,0.18,0.22,0.22,0.19,0.15,0.13,0.12,0.14,0.12,0.13,0.15,0.15,0.15,0.14,0.14,0.16,0.2,0.18,0.24,0.23
CO,50135,Montréal,QC,45.5934,-73.63726,20160624,0.29,0.31,0.25,0.18,0.17,0.16,0.16,0.17,0.17,0.16,0.15,0.14,0.13,0.14,0.14,0.15,0.15,0.16,0.16,0.19,0.25,0.32,0.21,0.19
CO,50135,Montréal,QC,45.5934,-73.63726,20160625,0.21,0.2,0.22,0.21,0.24,0.21,0.19,0.2,0.17,0.17,0.19,0.18,0.16,0.17,0.17,0.16,0.17,0.18,0.15,0.21,0.25,0.24,0.24,0.26
CO,50135,Montréal,QC,45.5934,-73.63726,20160626,0.28,0.27,0.3,0.32,0.35,0.34,0.24,0.21,0.2,0.18,0.18,0.17,0.17,0.18,0.19,0.19,0.21,0.2,0.2,0.22,0.25,0.28,0.2,0.18
CO,50135,Montréal,QC,45.5934,-73.63726,20160627,0.16,0.16,0.17,0.16,0.19,0.22,0.24,0.24,0.25,0.26,0.23,0.24,0.21,0.22,0.21,0.2,0.19,0.19,0.19,0.22,0.23,0.21,0.2,0.2
CO,50135,Montréal,QC,45.5934,-73.63726,20160628,0.19,0.18,0.18,0.17,0.2,0.23,0.24,0.24,0.21,0.19,0.2,0.18,0.2,0.22,0.26,0.24,0.23,0.21,0.23,0.22,0.23,0.22,0.18,0.13
CO,50135,Montréal,QC,45.5934,-73.63726,20160629,0.14,0.13,0.14,0.14,0.15,0.18,0.23,0.22,0.24,0.21,0.17,0.17,0.18,0.17,0.2,0.18,0.19,0.15,0.13,0.17,0.18,0.26,0.28,0.32
CO,50135,Montréal,QC,45.5934,-73.63726,20160630,0.31,0.34,0.26,0.19,0.21,0.22,0.21,0.21,0.2,0.18,0.17,0.16,0.16,0.16,0.16,0.17,0.18,0.17,0.17,0.19,0.22,0.2,0.19,0.17
CO,50135,Montréal,QC,45.5934,-73.63726,20160701,0.15,0.14,0.14,0.15,0.17,0.19,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.17,0.18,0.15,0.17,0.17,0.19,0.24,0.23,0.2,0.19,0.16
CO,50135,Montréal,QC,45.5934,-73.63726,20160702,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.13,0.13,0.19,0.23,0.19,0.17
CO,50135,Montréal,QC,45.5934,-73.63726,20160703,0.15,0.15,0.15,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.14,0.13,0.13,0.15,0.16,0.18,0.17,0.18,0.18,0.2,0.16
CO,50135,Montréal,QC,45.5934,-73.63726,20160704,0.14,0.14,0.14,0.15,0.17,0.19,0.17,0.19,0.19,0.18,0.16,0.16,0.15,0.16,0.16,0.17,0.16,0.17,0.19,0.18,0.19,0.18,0.18,0.23
CO,50135,Montréal,QC,45.5934,-73.63726,20160705,0.2,0.19,0.18,0.17,0.19,0.22,0.21,0.21,0.21,0.19,0.19,0.17,-999,0.16,0.18,0.18,0.17,0.18,0.18,0.21,0.2,0.19,0.17,0.18
CO,50135,Montréal,QC,45.5934,-73.63726,20160706,0.17,0.16,0.16,0.16,0.21,0.25,0.3,0.23,0.22,0.21,0.21,0.19,0.19,0.19,0.2,0.2,0.18,0.21,0.24,0.24,0.27,0.23,0.24,0.21
CO,50135,Montréal,QC,45.5934,-73.63726,20160707,0.19,0.17,0.14,0.12,0.14,0.15,0.18,0.21,0.18,0.18,0.17,0.16,0.15,0.16,0.17,0.16,0.17,0.16,0.16,0.18,0.21,0.18,0.15,0.15
CO,50135,Montréal,QC,45.5934,-73.63726,20160708,0.14,0.12,0.12,0.12,0.15,0.17,0.16,0.15,0.16,0.15,0.16,0.15,0.15,0.16,0.16,0.17,0.17,0.17,0.16,0.17,0.17,0.15,0.15,0.14
CO,50135,Montréal,QC,45.5934,-73.63726,20160709,0.14,0.13,0.14,0.13,0.14,0.15,0.15,0.16,0.17,0.17,0.17,0.18,0.17,0.18,0.17,0.17,0.16,0.16,0.15,0.14,0.14,0.14,0.13,0.13
CO,50135,Montréal,QC,45.5934,-73.63726,20160710,0.13,0.12,0.12,0.11,0.12,0.12,0.13,0.15,0.15,0.15,0.14,0.14,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.14,0.2,0.35,0.46,0.43
CO,50135,Montréal,QC,45.5934,-73.63726,20160711,0.3,0.33,0.31,0.24,0.22,0.23,0.2,0.2,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.18,0.24,0.26,0.24,0.27
CO,50135,Montréal,QC,45.5934,-73.63726,20160712,0.22,0.19,0.19,0.17,0.19,0.21,0.2,0.21,0.21,0.19,0.15,0.15,0.15,0.14,0.16,0.17,0.17,0.19,0.18,0.2,0.22,0.22,0.24,0.22
CO,50135,Montréal,QC,45.5934,-73.63726,20160713,0.31,0.21,0.2,0.21,0.31,0.34,0.4,0.3,0.23,0.21,0.21,0.22,0.22,0.22,0.24,0.2,0.19,0.2,0.18,0.19,0.19,0.19,0.2,0.19
CO,50135,Montréal,QC,45.5934,-73.63726,20160714,0.17,0.18,0.17,0.16,0.19,0.21,0.22,0.22,0.18,0.17,0.18,0.17,0.21,0.17,0.18,0.16,0.17,0.16,0.15,0.15,0.16,0.15,0.15,0.13
CO,50135,Montréal,QC,45.5934,-73.63726,20160715,0.12,0.13,0.13,0.13,0.16,0.16,0.16,0.17,0.16,0.15,0.16,0.15,0.14,0.17,0.16,0.16,0.17,0.17,0.17,0.18,0.2,0.18,0.16,0.17
CO,50135,Montréal,QC,45.5934,-73.63726,20160716,0.14,0.13,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.14,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.18,0.19,0.21,0.2,0.24,0.23
CO,50135,Montréal,QC,45.5934,-73.63726,20160717,0.26,0.31,0.27,0.25,0.24,0.23,0.23,0.18,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.15,0.14,0.17,0.16,0.16,0.19,0.26,0.22,0.15
CO,50135,Montréal,QC,45.5934,-73.63726,20160718,0.13,0.14,0.13,0.14,0.17,0.21,0.2,0.2,0.18,0.17,0.18,0.17,0.18,0.2,0.19,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.12
CO,50135,Montréal,QC,45.5934,-73.63726,20160719,0.12,0.11,0.1,0.1,0.13,0.15,0.14,0.14,0.13,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.15,0.16,0.15,0.13
CO,50135,Montréal,QC,45.5934,-73.63726,20160720,0.11,0.11,0.11,0.11,0.13,0.17,0.18,0.19,0.19,0.15,0.13,0.13,0.13,0.14,0.15,0.15,0.16,0.15,0.15,0.17,0.21,0.23,0.2,0.15
CO,50135,Montréal,QC,45.5934,-73.63726,20160721,0.14,0.13,0.13,0.12,0.14,0.15,0.16,0.17,0.17,0.18,0.16,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.16,0.16,0.16,0.15
CO,50135,Montréal,QC,45.5934,-73.63726,20160722,0.15,0.16,0.16,0.17,0.19,0.21,0.21,0.22,0.21,0.19,0.16,0.18,0.15,0.16,0.16,0.15,0.17,0.18,0.19,0.23,0.24,0.26,0.19,0.2
CO,50135,Montréal,QC,45.5934,-73.63726,20160723,0.22,0.22,0.2,0.17,0.16,0.16,0.17,0.19,0.2,0.19,0.19,0.17,0.18,0.2,0.24,0.25,0.22,0.2,0.21,0.22,0.2,0.2,0.22,0.18
CO,50135,Montréal,QC,45.5934,-73.63726,20160724,0.16,0.16,0.18,0.17,0.17,0.17,0.15,0.15,0.16,0.15,0.14,0.14,0.16,0.16,0.18,0.18,0.19,0.18,0.23,0.26,0.26,0.25,0.25,0.24
CO,50135,Montréal,QC,45.5934,-73.63726,20160725,0.19,0.19,0.18,0.2,0.23,0.28,0.25,0.26,0.28,0.33,0.31,0.29,0.23,0.27,0.32,0.28,0.32,0.29,0.21,0.2,0.2,0.25,0.3,0.32
CO,50135,Montréal,QC,45.5934,-73.63726,20160726,0.2,0.15,0.15,0.14,0.15,0.18,0.17,0.18,0.16,0.16,0.15,0.16,0.15,0.17,0.19,0.16,0.16,0.16,0.16,0.17,0.23,0.31,0.35,0.34
CO,50135,Montréal,QC,45.5934,-73.63726,20160727,0.3,0.24,0.2,0.16,0.18,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.16,0.15,0.16,0.17,0.16,0.17,0.17,0.2,0.23,0.21,0.21,0.18
CO,50135,Montréal,QC,45.5934,-73.63726,20160728,0.19,0.17,0.16,0.14,0.15,0.17,0.17,0.16,0.16,0.16,0.17,0.16,0.15,0.16,0.17,0.16,0.16,0.17,0.16,0.18,0.2,0.22,0.2,0.18
CO,50135,Montréal,QC,45.5934,-73.63726,20160729,0.17,0.13,0.12,0.12,0.13,0.15,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12
CO,50135,Montréal,QC,45.5934,-73.63726,20160730,0.12,0.14,0.14,0.13,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.17,0.21,0.21,0.23,0.25
CO,50135,Montréal,QC,45.5934,-73.63726,20160731,0.25,0.33,0.3,0.22,0.23,0.27,0.33,0.27,0.26,0.21,0.18,0.16,0.14,0.14,0.13,0.13,0.13,0.14,0.14,0.16,0.17,0.18,0.19,0.21
