File generated on // Fichier créé sur, 2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant:, CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités, ppm // ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant//Polluant ,NAPS ID//Identifiant SNPA,City//Ville,P/T//P/T,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
CO,100138,Vancouver,BC,49.36861,-123.276741,20170122,0.17,0.17,0.16,0.16,0.16,0.17,0.22,0.24,0.2,0.19,0.22,0.21,0.21,0.25,0.25,0.33,0.26,0.24,0.2,0.28,0.23,0.38,0.2,0.19
CO,100138,Vancouver,BC,49.36861,-123.276741,20170123,0.17,0.17,0.16,-999,0.16,0.22,0.2,0.27,0.41,0.3,0.35,0.3,0.25,0.21,0.22,0.21,0.43,0.27,0.26,0.29,0.23,0.23,0.21,0.24
CO,100138,Vancouver,BC,49.36861,-123.276741,20170124,0.17,0.15,0.16,0.17,0.16,0.17,0.21,0.44,0.36,0.33,0.32,0.24,0.26,0.24,0.35,0.37,0.4,0.44,0.46,0.52,0.47,0.36,0.39,0.37
CO,100138,Vancouver,BC,49.36861,-123.276741,20170125,0.25,0.24,0.22,0.23,0.2,0.19,0.21,0.34,0.38,0.3,0.33,0.29,0.3,0.26,0.28,0.28,0.34,0.34,0.37,0.42,0.29,0.25,0.27,0.24
CO,100138,Vancouver,BC,49.36861,-123.276741,20170126,0.18,0.18,0.18,-999,0.17,0.19,0.22,0.29,0.38,0.34,0.27,0.23,0.32,0.28,0.44,0.24,0.29,0.29,0.35,0.31,0.3,0.24,0.22,0.21
CO,100138,Vancouver,BC,49.36861,-123.276741,20170127,0.18,0.16,0.16,0.15,0.16,0.19,0.26,0.27,0.3,0.41,0.21,0.21,0.32,0.33,0.43,0.36,0.41,0.27,0.29,0.33,0.26,0.28,0.27,0.23
CO,100138,Vancouver,BC,49.36861,-123.276741,20170128,0.18,0.17,0.19,0.19,0.15,0.17,0.2,0.26,0.31,0.45,0.29,0.38,0.22,0.28,0.35,0.35,0.34,0.26,0.49,0.48,0.32,0.26,0.23,0.24
CO,100138,Vancouver,BC,49.36861,-123.276741,20170129,0.22,0.19,0.18,-999,0.17,0.19,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.23,0.33,0.19,0.19,0.19,0.18,0.21,0.23,0.31,0.23,0.27
CO,100138,Vancouver,BC,49.36861,-123.276741,20170130,0.19,0.18,0.18,0.18,0.17,0.2,0.19,0.24,0.29,0.26,0.25,0.29,0.22,0.23,0.22,0.2,0.33,0.24,0.22,0.2,0.2,0.17,0.16,0.16
CO,100138,Vancouver,BC,49.36861,-123.276741,20170131,0.15,0.16,0.16,0.16,0.16,0.21,0.2,0.33,0.27,0.25,0.27,0.32,0.26,0.2,0.2,0.18,0.24,0.33,0.29,0.25,0.21,0.21,0.17,0.18
CO,100138,Vancouver,BC,49.36861,-123.276741,20170201,0.2,0.19,0.17,-999,0.16,0.18,0.22,0.29,0.27,-999,0.21,0.17,0.25,0.19,0.18,0.2,0.29,0.29,0.25,0.25,0.19,0.21,0.17,0.19
CO,100138,Vancouver,BC,49.36861,-123.276741,20170202,0.16,0.15,0.14,0.15,0.15,0.16,0.22,0.26,0.36,0.36,0.3,0.22,0.32,0.26,0.17,0.23,0.36,0.26,0.25,0.25,0.25,0.3,0.22,0.24
CO,100138,Vancouver,BC,49.36861,-123.276741,20170203,0.17,0.18,0.17,0.16,0.2,0.27,0.29,0.23,0.2,0.19,0.2,0.21,0.32,0.2,0.22,0.21,0.2,0.23,0.31,0.25,0.28,0.45,0.28,0.2
CO,100138,Vancouver,BC,49.36861,-123.276741,20170204,0.23,0.18,0.18,-999,0.18,0.18,0.19,0.19,0.19,0.24,0.22,0.22,0.24,0.26,0.3,0.32,0.25,0.19,0.22,0.26,0.21,0.23,0.19,0.21
CO,100138,Vancouver,BC,49.36861,-123.276741,20170205,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.2,0.23,0.22,0.27,0.25,0.26,0.22,0.33,0.27,0.28,0.2,0.27,0.25,0.27,0.19,0.18,0.18
CO,100138,Vancouver,BC,49.36861,-123.276741,20170206,0.27,0.23,0.23,0.25,0.22,0.21,0.21,0.21,0.28,-999,0.26,0.25,0.24,0.27,0.24,0.26,0.27,0.21,0.23,0.21,0.19,0.28,0.28,0.31
CO,100138,Vancouver,BC,49.36861,-123.276741,20170207,0.31,0.27,0.25,-999,0.18,0.19,0.2,0.3,0.29,0.24,0.21,0.26,0.2,0.18,0.18,0.19,0.28,0.3,0.21,0.29,0.28,0.2,0.19,0.22
CO,100138,Vancouver,BC,49.36861,-123.276741,20170208,0.24,0.17,0.17,0.17,0.17,0.18,0.2,0.28,0.24,0.3,0.25,0.36,0.37,0.28,0.32,0.35,0.33,0.28,0.38,0.36,0.28,0.26,0.3,0.33
CO,100138,Vancouver,BC,49.36861,-123.276741,20170209,0.32,0.2,0.18,0.17,0.17,0.18,0.21,0.25,0.27,0.22,0.23,0.22,0.21,0.28,0.29,0.2,0.21,0.25,0.24,0.26,0.18,0.16,0.17,0.16
CO,100138,Vancouver,BC,49.36861,-123.276741,20170210,0.16,0.16,0.16,-999,0.16,0.16,0.18,0.17,0.18,0.18,0.19,0.18,0.2,0.19,0.2,0.2,0.21,0.17,0.27,0.42,0.25,0.25,0.21,0.22
CO,100138,Vancouver,BC,49.36861,-123.276741,20170211,0.18,0.16,0.18,0.16,0.17,0.18,0.2,0.33,0.33,0.55,0.42,0.37,0.34,0.31,0.28,0.22,0.4,0.33,0.34,0.25,0.29,0.24,0.43,0.28
CO,100138,Vancouver,BC,49.36861,-123.276741,20170212,0.19,0.19,0.2,0.18,0.18,0.17,0.21,0.34,0.36,0.27,0.37,0.31,0.29,0.23,0.21,0.18,0.18,0.34,0.39,0.36,0.29,0.23,0.28,0.25
CO,100138,Vancouver,BC,49.36861,-123.276741,20170213,0.21,0.16,0.16,-999,0.17,0.16,0.17,0.19,0.23,0.23,0.31,0.29,0.19,0.19,0.2,0.23,0.26,0.19,0.48,0.4,0.4,0.5,0.24,0.22
CO,100138,Vancouver,BC,49.36861,-123.276741,20170214,0.17,0.15,0.14,0.14,0.15,0.18,0.23,0.39,0.46,0.42,0.34,0.25,0.34,0.3,0.41,0.34,0.33,0.39,0.25,0.35,0.22,0.16,0.17,0.16
CO,100138,Vancouver,BC,49.36861,-123.276741,20170215,0.15,0.14,0.14,0.15,0.15,0.16,0.19,0.21,-999,-999,-999,-999,0.24,0.2,0.2,0.16,0.17,0.21,0.1,0.11,0.12,0.12,0.12,0.12
CO,100138,Vancouver,BC,49.36861,-123.276741,20170216,0.12,0.11,0.12,-999,0.11,0.14,0.14,0.15,0.17,0.2,0.22,0.21,0.2,0.2,0.21,0.18,0.18,0.15,0.23,0.2,0.2,0.19,0.2,0.18
CO,100138,Vancouver,BC,49.36861,-123.276741,20170217,0.17,0.17,0.16,0.16,0.16,0.17,0.19,0.3,0.25,0.21,0.33,0.3,0.33,0.29,0.28,0.25,0.21,0.3,0.22,0.21,0.19,0.19,0.17,0.16
CO,100138,Vancouver,BC,49.36861,-123.276741,20170218,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.21,0.2,0.23,0.21,0.22,0.25,0.25,0.24,0.27,0.33,0.21,0.3,0.3,0.26,0.27,0.2,0.24
CO,100138,Vancouver,BC,49.36861,-123.276741,20170219,0.18,0.18,0.19,-999,0.17,0.19,0.2,0.19,0.18,0.21,0.23,0.2,0.24,0.24,0.25,0.18,0.17,0.19,0.17,0.17,0.16,0.17,0.17,0.16
CO,100138,Vancouver,BC,49.36861,-123.276741,20170220,0.16,0.16,0.15,0.15,0.15,0.16,0.21,0.31,0.43,0.37,0.37,0.29,0.28,0.24,0.21,0.23,0.18,0.31,0.22,0.21,0.19,0.2,0.24,0.23
CO,100138,Vancouver,BC,49.36861,-123.276741,20170221,0.18,0.19,0.17,0.17,0.17,0.17,0.17,0.2,0.22,0.2,0.27,0.21,0.19,0.16,0.17,0.16,0.16,0.2,0.24,0.24,0.2,0.17,0.17,0.2
CO,100138,Vancouver,BC,49.36861,-123.276741,20170222,0.16,0.15,0.15,-999,0.16,0.17,0.22,0.36,0.29,0.36,0.34,0.23,0.15,0.15,0.26,0.2,0.25,0.36,0.25,0.27,0.24,0.26,0.21,0.23
CO,100138,Vancouver,BC,49.36861,-123.276741,20170223,0.16,0.16,0.16,0.15,0.15,0.16,0.18,0.2,0.23,0.25,0.28,0.26,0.24,0.28,0.16,0.15,0.15,0.2,0.23,0.18,0.18,0.19,0.19,0.17
CO,100138,Vancouver,BC,49.36861,-123.276741,20170224,0.16,0.16,0.16,0.16,0.16,0.17,0.21,0.25,0.32,0.26,0.23,0.22,0.31,0.25,0.21,0.17,0.16,0.25,0.28,0.27,0.21,0.26,0.21,0.18
CO,100138,Vancouver,BC,49.36861,-123.276741,20170225,0.16,0.16,0.15,-999,0.16,0.17,0.19,0.28,0.31,0.29,0.18,0.18,0.19,0.18,0.17,0.17,0.17,0.28,0.31,0.25,0.22,0.21,0.21,0.18
CO,100138,Vancouver,BC,49.36861,-123.276741,20170226,0.18,0.16,0.16,0.17,0.17,0.18,0.2,0.25,0.24,0.22,0.26,0.28,0.31,0.18,0.2,0.2,0.21,0.25,0.45,0.53,0.27,0.3,0.23,0.23
CO,100138,Vancouver,BC,49.36861,-123.276741,20170227,0.19,0.17,0.17,0.16,0.17,0.18,0.22,0.22,0.25,0.25,0.22,0.22,0.25,0.21,0.28,0.2,0.21,0.22,0.28,0.29,0.22,0.23,0.23,0.22
CO,100138,Vancouver,BC,49.36861,-123.276741,20170228,0.18,0.17,0.17,-999,0.17,0.19,0.18,0.28,0.28,0.25,0.33,0.25,-999,0.23,0.22,0.23,0.21,0.28,0.19,0.18,0.19,0.2,0.19,0.18
CO,100138,Vancouver,BC,49.36861,-123.276741,20170301,0.16,0.15,0.16,0.15,0.15,0.16,0.26,0.26,0.37,0.22,0.17,0.15,0.16,0.16,0.15,0.16,0.17,0.26,0.24,0.2,0.18,0.17,0.17,0.17
CO,100138,Vancouver,BC,49.36861,-123.276741,20170302,0.15,0.16,0.16,0.16,0.16,0.16,0.19,0.17,0.17,0.18,0.2,0.17,0.15,0.16,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.17,0.16,0.16
CO,100138,Vancouver,BC,49.36861,-123.276741,20170303,0.15,0.16,0.16,-999,0.15,0.15,0.15,0.16,0.19,0.19,0.19,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.21,0.19,0.21,0.23,0.24,0.18
CO,100138,Vancouver,BC,49.36861,-123.276741,20170304,0.17,0.16,0.16,0.15,0.17,0.17,0.17,0.17,0.19,0.18,0.2,0.23,0.28,0.23,0.19,0.19,0.25,0.17,0.25,0.22,0.22,0.2,0.26,0.18
CO,100138,Vancouver,BC,49.36861,-123.276741,20170305,0.18,0.2,0.18,0.16,0.17,0.17,0.2,0.19,0.19,0.19,0.21,0.19,0.23,0.19,0.29,0.25,0.24,0.19,0.21,0.27,0.31,0.3,0.2,0.27
CO,100138,Vancouver,BC,49.36861,-123.276741,20170306,0.21,0.17,0.18,-999,0.16,0.16,0.2,0.32,0.32,0.31,0.29,0.19,0.2,0.15,0.15,0.15,0.15,0.32,0.22,0.21,0.19,0.17,0.16,0.16
CO,100138,Vancouver,BC,49.36861,-123.276741,20170307,0.15,0.15,0.16,0.17,0.15,0.16,0.16,0.17,0.18,0.16,0.18,0.17,0.26,0.23,0.24,0.25,0.27,0.17,0.25,0.2,0.19,0.2,0.23,0.18
CO,100138,Vancouver,BC,49.36861,-123.276741,20170308,0.15,0.15,0.15,0.15,0.15,0.17,0.21,0.36,0.35,0.2,0.19,0.18,0.19,0.21,0.25,0.18,0.2,0.36,0.19,0.2,0.19,0.2,0.24,0.19
CO,100138,Vancouver,BC,49.36861,-123.276741,20170309,0.18,0.16,0.16,-999,0.16,0.15,0.17,0.24,0.23,0.2,0.19,0.18,0.19,0.23,0.3,0.26,0.2,0.24,0.22,0.2,0.22,0.19,0.18,0.19
CO,100138,Vancouver,BC,49.36861,-123.276741,20170310,0.15,0.15,0.15,0.14,0.14,0.15,0.17,0.26,0.26,0.27,0.28,0.21,0.17,0.16,0.15,0.15,0.15,0.26,0.19,0.25,0.29,0.34,0.19,0.23
CO,100138,Vancouver,BC,49.36861,-123.276741,20170311,0.17,0.17,0.16,0.16,0.15,0.17,0.16,0.16,0.36,0.2,0.26,0.22,0.27,0.21,0.23,0.18,0.21,0.16,0.19,0.17,0.21,0.16,0.17,0.16
CO,100138,Vancouver,BC,49.36861,-123.276741,20170312,0.15,0.15,0.15,-999,0.15,0.16,0.16,0.19,0.16,0.21,0.21,0.28,0.22,0.22,0.25,0.33,0.34,0.19,0.31,0.22,0.27,0.17,0.16,0.17
CO,100138,Vancouver,BC,49.36861,-123.276741,20170313,0.15,0.15,0.14,0.14,0.15,0.16,0.19,0.19,0.2,0.22,0.22,0.2,0.24,0.25,0.23,0.27,0.21,0.19,0.24,0.21,0.24,0.2,0.19,0.16
CO,100138,Vancouver,BC,49.36861,-123.276741,20170314,0.16,0.15,0.15,0.16,0.16,0.18,0.2,0.3,0.28,0.23,0.21,0.29,0.24,0.26,0.22,0.17,0.16,0.3,0.14,0.14,0.14,0.14,0.14,0.15
CO,100138,Vancouver,BC,49.36861,-123.276741,20170315,0.13,0.14,0.13,-999,0.13,0.2,0.2,0.19,0.21,0.22,0.25,0.31,0.23,0.29,0.28,0.3,0.25,0.19,0.21,0.17,0.15,0.15,0.15,0.14
CO,100138,Vancouver,BC,49.36861,-123.276741,20170316,0.14,0.14,0.14,0.14,0.16,0.15,0.15,0.15,0.16,0.18,0.16,0.16,0.16,0.16,0.17,0.17,0.16,0.15,0.24,0.21,0.2,0.17,0.16,0.16
CO,100138,Vancouver,BC,49.36861,-123.276741,20170317,0.16,0.16,0.16,0.16,0.17,0.22,0.3,0.26,0.22,0.23,0.19,0.32,0.28,0.3,0.2,0.19,0.28,0.26,0.3,0.24,0.23,0.17,0.15,0.14
CO,100138,Vancouver,BC,49.36861,-123.276741,20170318,0.14,0.14,0.14,-999,0.13,0.14,0.17,0.19,0.23,0.32,0.19,0.18,0.16,0.21,0.19,0.2,0.18,0.19,0.25,0.24,0.18,0.16,0.2,0.15
CO,100138,Vancouver,BC,49.36861,-123.276741,20170319,0.15,0.15,0.15,0.16,0.16,0.16,0.23,0.36,0.32,0.34,0.27,0.2,0.18,0.17,0.17,0.2,0.26,0.36,0.27,0.24,0.26,0.19,0.37,0.18
CO,100138,Vancouver,BC,49.36861,-123.276741,20170320,0.15,0.15,0.14,0.15,0.16,0.19,0.25,0.56,0.33,0.16,0.19,0.18,0.16,0.15,0.16,0.16,0.23,0.56,0.27,0.21,0.19,0.24,0.31,0.18
CO,100138,Vancouver,BC,49.36861,-123.276741,20170321,0.16,0.16,0.16,-999,0.16,0.19,0.24,0.34,0.28,0.36,0.19,0.21,0.18,0.26,0.18,0.26,0.2,0.34,0.24,0.21,0.18,0.18,0.17,0.18
CO,100138,Vancouver,BC,49.36861,-123.276741,20170322,0.15,0.15,0.15,0.15,0.15,0.19,0.16,0.16,0.16,0.17,0.18,0.17,0.16,0.17,0.27,0.24,0.17,0.16,0.17,0.14,0.15,0.14,0.15,0.14
CO,100138,Vancouver,BC,49.36861,-123.276741,20170323,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.16,0.18,0.18,0.18,0.24,0.2,0.26,0.21,0.22,0.2,0.16,0.27,0.23,0.35,0.16,0.16,0.16
CO,100138,Vancouver,BC,49.36861,-123.276741,20170324,0.15,0.14,0.14,-999,0.15,0.16,0.21,0.18,0.2,0.34,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.16,0.16,0.16,0.15,0.16,0.16
CO,100138,Vancouver,BC,49.36861,-123.276741,20170325,0.16,0.15,0.15,0.14,0.14,0.15,0.16,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.09,0.15,0.12,0.22,0.19,0.13
CO,100138,Vancouver,BC,49.36861,-123.276741,20170326,0.11,0.15,0.16,0.15,0.16,0.15,0.18,0.2,0.21,0.22,0.23,0.26,0.23,0.21,0.21,0.32,0.28,0.2,0.34,0.21,0.22,0.18,0.18,0.15
CO,100138,Vancouver,BC,49.36861,-123.276741,20170327,0.15,0.15,0.15,-999,0.15,0.18,0.51,0.37,0.23,0.24,0.19,0.22,0.23,0.18,0.18,0.16,0.14,0.37,0.15,0.15,0.15,0.14,0.15,0.13
CO,100138,Vancouver,BC,49.36861,-123.276741,20170328,0.13,0.13,0.14,0.14,0.14,0.15,0.15,0.17,0.22,0.2,0.19,0.22,0.22,0.29,0.21,0.25,0.21,0.17,0.2,0.21,0.22,0.19,0.2,0.17
CO,100138,Vancouver,BC,49.36861,-123.276741,20170329,0.17,0.17,0.16,0.17,0.18,0.18,0.23,0.24,0.27,0.22,-999,-999,-999,-999,0.22,0.2,0.17,0.24,0.18,0.16,0.16,0.17,0.14,0.14
CO,100138,Vancouver,BC,49.36861,-123.276741,20170330,0.13,0.13,0.13,-999,0.16,0.19,0.34,0.39,0.26,0.31,0.17,0.15,0.14,0.15,0.15,0.14,0.14,0.39,0.22,0.18,0.22,0.28,0.22,0.17
CO,100138,Vancouver,BC,49.36861,-123.276741,20170331,0.17,0.16,0.16,0.14,0.16,0.17,0.48,0.27,0.28,0.22,0.26,0.29,0.27,0.2,0.19,0.17,0.18,0.27,0.26,0.2,0.29,0.18,0.16,0.14
CO,100138,Vancouver,BC,49.36861,-123.276741,20170401,0.14,0.14,0.14,0.13,0.14,0.14,0.16,0.18,0.19,0.26,0.21,0.29,0.3,0.19,0.17,0.17,0.17,0.18,0.19,0.23,0.22,0.21,0.15,0.16
CO,100138,Vancouver,BC,49.36861,-123.276741,20170402,0.13,0.13,0.13,-999,0.13,0.15,0.22,0.28,0.4,0.37,0.22,0.19,0.21,0.23,0.23,0.26,0.25,0.28,0.3,0.24,0.24,0.16,0.34,0.17
CO,100138,Vancouver,BC,49.36861,-123.276741,20170403,0.15,0.15,0.14,0.15,0.16,0.19,0.32,0.33,0.24,0.19,0.18,0.17,0.18,0.19,0.18,0.18,0.18,0.33,0.25,0.29,0.24,0.23,0.18,0.17
CO,100138,Vancouver,BC,49.36861,-123.276741,20170404,0.18,0.17,0.15,0.15,0.17,0.24,0.38,0.26,0.2,0.24,0.26,0.26,0.23,0.17,0.17,0.21,0.26,0.26,0.21,0.19,0.2,0.18,0.17,0.16
CO,100138,Vancouver,BC,49.36861,-123.276741,20170405,0.16,0.15,0.16,-999,0.18,0.17,0.28,0.21,0.31,0.25,0.27,0.26,0.23,0.21,0.21,0.25,0.24,0.21,0.25,0.24,0.25,0.2,0.2,0.2
CO,100138,Vancouver,BC,49.36861,-123.276741,20170406,0.2,0.19,0.18,0.19,0.19,0.18,0.26,0.18,0.18,0.17,0.18,0.19,0.21,0.26,0.22,0.33,0.21,0.18,0.22,0.21,0.25,0.19,0.2,0.17
CO,100138,Vancouver,BC,49.36861,-123.276741,20170407,0.17,0.16,0.17,0.19,0.18,0.18,0.27,0.38,0.32,0.32,0.23,0.16,0.16,0.17,0.17,0.17,0.16,0.38,0.14,0.13,0.13,0.13,0.12,0.11
CO,100138,Vancouver,BC,49.36861,-123.276741,20170408,0.1,0.11,0.11,-999,0.11,0.13,0.13,0.14,0.15,0.16,0.15,0.14,0.14,0.16,0.16,0.17,0.17,0.14,0.16,0.16,0.16,0.16,0.16,0.16
CO,100138,Vancouver,BC,49.36861,-123.276741,20170409,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.24,0.17,0.17,0.18,0.24,0.31,0.32,0.29,0.31,0.31,0.24,0.36,0.21,0.34,0.25,0.25,0.18
CO,100138,Vancouver,BC,49.36861,-123.276741,20170410,0.17,0.16,0.16,0.17,0.18,0.18,0.19,0.22,0.21,0.26,0.23,0.21,0.21,0.2,0.26,0.23,0.3,0.22,0.19,0.19,0.17,0.18,0.18,0.18
CO,100138,Vancouver,BC,49.36861,-123.276741,20170411,0.16,0.15,0.15,-999,0.17,0.23,0.33,0.34,0.34,0.31,0.26,0.28,0.23,0.23,0.18,0.21,0.22,0.34,0.22,0.25,0.19,0.17,0.16,0.15
CO,100138,Vancouver,BC,49.36861,-123.276741,20170412,0.19,0.15,0.14,0.15,0.19,0.26,0.26,0.22,0.29,0.19,0.18,0.22,0.23,0.23,0.24,0.28,0.2,0.22,0.27,0.21,0.18,0.16,0.17,0.17
CO,100138,Vancouver,BC,49.36861,-123.276741,20170413,0.17,0.16,0.16,0.15,0.15,0.19,0.28,0.25,0.23,0.21,0.27,0.24,0.27,0.21,0.24,0.16,0.2,0.25,0.21,0.18,0.22,0.17,0.18,0.15
CO,100138,Vancouver,BC,49.36861,-123.276741,20170414,0.14,0.15,0.15,-999,0.16,0.17,0.17,0.16,0.17,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.18,0.16,0.19,0.19,0.17,0.15,0.17,0.16
CO,100138,Vancouver,BC,49.36861,-123.276741,20170415,0.15,0.15,0.14,0.15,0.15,0.16,0.15,0.16,0.19,0.16,0.15,0.15,0.17,0.16,0.17,0.22,0.3,0.16,0.23,0.25,0.25,0.21,0.19,0.16
CO,100138,Vancouver,BC,49.36861,-123.276741,20170416,0.15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,100138,Vancouver,BC,49.36861,-123.276741,20170417,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,100138,Vancouver,BC,49.36861,-123.276741,20170418,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,100138,Vancouver,BC,49.36861,-123.276741,20170419,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,100138,Vancouver,BC,49.36861,-123.276741,20170420,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.19,0.18,0.2,-999,0.14,0.13,0.14,-999,-999,0.12,0.13,-999,0.17,0.2,0.13
CO,100138,Vancouver,BC,49.36861,-123.276741,20170421,-999,0.13,0.12,0.12,-999,0.14,-999,0.25,-999,0.22,0.22,0.14,-999,0.14,0.14,0.15,-999,0.25,0.24,0.2,-999,0.17,0.14,0.13
CO,100138,Vancouver,BC,49.36861,-123.276741,20170422,-999,0.12,0.12,0.12,-999,0.14,0.15,0.15,-999,0.15,0.14,0.15,-999,0.11,0.12,0.11,-999,0.15,0.12,0.12,-999,0.1,0.09,0.09
CO,100138,Vancouver,BC,49.36861,-123.276741,20170423,-999,0.1,0.09,-999,-999,0.13,0.12,0.19,-999,0.19,0.18,0.12,-999,0.14,0.16,0.15,-999,0.19,0.18,0.15,-999,0.13,0.12,0.11
CO,100138,Vancouver,BC,49.36861,-123.276741,20170424,-999,0.11,0.11,0.1,-999,0.14,0.18,0.18,0.18,-999,-999,0.12,0.16,0.12,0.12,0.13,0.11,0.18,0.15,0.17,0.17,0.14,0.11,0.1
CO,100138,Vancouver,BC,49.36861,-123.276741,20170425,0.08,0.11,0.11,0.12,0.11,0.1,0.12,0.13,0.14,0.14,0.14,0.17,0.15,0.13,0.12,0.13,0.12,0.13,0.15,0.13,0.18,0.13,0.11,0.1
CO,100138,Vancouver,BC,49.36861,-123.276741,20170426,0.1,0.1,0.1,-999,0.1,0.12,0.23,0.23,0.21,0.13,0.13,0.12,0.12,0.11,0.11,0.12,0.12,0.23,0.13,0.16,0.14,0.12,0.12,0.1
CO,100138,Vancouver,BC,49.36861,-123.276741,20170427,0.1,0.11,0.11,0.11,0.12,0.17,0.21,0.2,0.27,0.13,0.12,0.13,0.13,0.19,0.11,0.12,0.12,0.2,0.12,0.16,0.14,0.13,0.15,0.12
CO,100138,Vancouver,BC,49.36861,-123.276741,20170428,0.11,0.1,0.11,0.11,0.11,0.14,0.19,-999,-999,-999,-999,0.13,0.12,0.12,0.11,0.12,0.12,-999,0.13,0.16,0.2,0.18,0.16,0.13
CO,100138,Vancouver,BC,49.36861,-123.276741,20170429,0.11,0.11,0.11,-999,0.13,0.14,0.21,0.16,0.18,0.2,0.16,0.16,0.18,0.19,0.19,0.17,0.18,0.16,0.22,0.19,0.22,0.15,0.16,0.14
CO,100138,Vancouver,BC,49.36861,-123.276741,20170430,0.13,0.12,0.12,0.12,0.13,0.14,0.17,0.2,0.23,0.15,0.14,0.16,0.15,0.13,0.13,0.13,0.14,0.2,0.11,0.14,0.17,0.16,0.26,0.13
CO,100138,Vancouver,BC,49.36861,-123.276741,20170501,0.11,0.11,0.11,0.11,0.12,0.14,0.27,0.19,0.17,0.17,0.15,0.12,0.12,0.11,0.11,0.13,0.15,0.19,0.11,0.14,0.16,0.15,0.15,0.14
CO,100138,Vancouver,BC,49.36861,-123.276741,20170502,0.12,0.13,0.12,-999,0.13,0.14,0.54,0.47,0.31,0.23,0.14,0.18,0.26,0.15,0.15,0.19,0.25,0.47,0.24,0.2,0.21,0.19,0.16,0.12
CO,100138,Vancouver,BC,49.36861,-123.276741,20170503,0.11,0.12,0.11,0.12,0.12,0.13,0.16,0.2,0.28,0.35,0.39,0.23,0.22,0.3,0.19,0.17,0.21,0.2,0.19,0.18,0.16,0.12,0.14,0.11
CO,100138,Vancouver,BC,49.36861,-123.276741,20170504,0.1,0.1,0.1,0.1,0.1,0.12,0.15,0.16,0.18,0.14,0.22,0.27,0.24,0.2,0.22,0.16,0.15,0.16,0.19,0.12,0.17,0.16,0.13,0.15
CO,100138,Vancouver,BC,49.36861,-123.276741,20170505,0.16,0.13,0.1,-999,0.09,0.11,0.09,0.1,0.1,0.1,0.11,0.11,0.12,0.14,0.14,0.14,0.15,0.1,0.14,0.14,0.2,0.13,0.14,0.12
CO,100138,Vancouver,BC,49.36861,-123.276741,20170506,0.13,0.12,0.12,0.12,0.19,0.12,0.21,0.29,0.16,0.12,0.11,0.13,0.12,0.12,0.12,0.13,0.13,0.29,0.11,0.16,0.15,0.17,0.16,0.14
CO,100138,Vancouver,BC,49.36861,-123.276741,20170507,0.13,0.11,0.11,0.11,0.11,0.16,0.19,0.22,0.22,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.22,0.11,0.11,0.23,0.19,0.17,0.17
CO,100138,Vancouver,BC,49.36861,-123.276741,20170508,0.12,0.11,0.11,-999,0.12,0.14,0.21,0.2,0.19,0.18,0.18,0.13,0.13,0.15,0.16,0.16,0.19,0.2,0.17,0.16,0.18,0.16,0.16,0.13
CO,100138,Vancouver,BC,49.36861,-123.276741,20170509,0.13,0.13,0.15,0.15,0.14,0.15,0.32,0.2,0.23,0.16,0.13,0.13,0.13,0.12,0.13,0.16,0.18,0.2,0.15,0.17,0.18,0.16,0.16,0.12
