*DESCRIPTION
*MEANS REPORT
************DESCRIPTION************
"File generated on","2021-06-23"
"",""
"NAPS Means Datafile",""
"",""
"Units:",""
"SO2 NO2 O3 NO and NOx are ppb",""
"CO is ppm",""
"PM10 and PM2.5 are in ug/m3",""
"",""
"Reporting criteria:",""
"Monthly averages are reported if at least 50% of the hours during the month have valid measurements",""
"Annual average and standard deviation are reported if 50% of hours in year are valid and each quarter has at least 2 valid months",""
************MEANS REPORT************
"NAPS ID","City","Location","Latitude","Longitude","Elevation","Classification","Pollutant","January","February","March","April","May","June","July","August","September","October","November","December","Average","StdDeviation","%Complete","","","","","","","","","","","",""
"090136","St. Albert","37 Sunset Blvd","53.626908","-113.611883","681","PE,MU,P4,R","O3","","","","36","35","36","26","22","18","13","12","20","","","69","","","","","","","","","","","",""
"090136","St. Albert","37 Sunset Blvd","53.626908","-113.611883","681","PE,MU,P4,R","PM2.5","","","","5","8","4","5","4","4","5","7","6","","","72","","","","","","","","","","","",""
"090222","Calgary","39 St. & 29 Ave. N.W.","51.079222","-114.141828","1120","PE,LU,P4,R","CO","0.28","0.22","0.19","0.16","0.17","0.14","0.14","0.17","0.13","0.2","0.25","0.21","0.19","0.11","99","","","","","","","","","","","",""
"090222","Calgary","39 St. & 29 Ave. N.W.","51.079222","-114.141828","1120","PE,LU,P4,R","NO","10","3","2","1","1","1","0","2","3","6","12","5","4","10","99","","","","","","","","","","","",""
"090222","Calgary","39 St. & 29 Ave. N.W.","51.079222","-114.141828","1120","PE,LU,P4,R","NO2","19","13","10","7","6","5","0","6","7","11","17","13","9","9","99","","","","","","","","","","","",""
"090222","Calgary","39 St. & 29 Ave. N.W.","51.079222","-114.141828","1120","PE,LU,P4,R","NOX","28","16","12","8","7","6","0","7","9","17","29","18","13","17","99","","","","","","","","","","","",""
"090222","Calgary","39 St. & 29 Ave. N.W.","51.079222","-114.141828","1120","PE,LU,P4,R","O3","18","23","27","34","33","38","0","25","20","13","14","23","22","15","98","","","","","","","","","","","",""
"090222","Calgary","39 St. & 29 Ave. N.W.","51.079222","-114.141828","1120","PE,LU,P4,R","PM2.5","6","4","3","5","5","5","4","5","3","5","6","5","5","5","100","","","","","","","","","","","",""
"090229","Calgary","4700 110 Avenue Se","50.955122","-113.969742","1032","PE,LU,P3,I","CO","0.34","0.26","0.21","0.19","0.17","0.13","0.14","0.16","0.15","0.19","0.24","0.24","0.2","0.12","95","","","","","","","","","","","",""
"090229","Calgary","4700 110 Avenue Se","50.955122","-113.969742","1032","PE,LU,P3,I","NO","22","9","5","2","1","1","2","2","5","10","14","10","7","18","95","","","","","","","","","","","",""
"090229","Calgary","4700 110 Avenue Se","50.955122","-113.969742","1032","PE,LU,P3,I","NO2","23","19","12","7","7","6","6","7","8","12","18","21","12","11","95","","","","","","","","","","","",""
"090229","Calgary","4700 110 Avenue Se","50.955122","-113.969742","1032","PE,LU,P3,I","NOX","44","28","17","9","8","7","8","9","13","22","32","31","19","27","95","","","","","","","","","","","",""
"090229","Calgary","4700 110 Avenue Se","50.955122","-113.969742","1032","PE,LU,P3,I","O3","11","15","22","30","31","35","27","24","21","12","12","16","21","14","95","","","","","","","","","","","",""
"090229","Calgary","4700 110 Avenue Se","50.955122","-113.969742","1032","PE,LU,P3,I","PM2.5","10","6","4","5","6","3","3","4","4","6","6","6","5","5","99","","","","","","","","","","","",""
"090229","Calgary","4700 110 Avenue Se","50.955122","-113.969742","1032","PE,LU,P3,I","SO2","0.7","0.3","0.2","0.2","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.5","0.3","0.5","95","","","","","","","","","","","",""
"090230","Calgary","2425 9th Ave Se","51.0309","-114.0091","1030","PE,LU,P4,P","CO","0.36","0.22","0.17","0.12","0.12","0.1","0.11","0.13","0.13","0.18","0.27","0.22","0.18","0.17","99","","","","","","","","","","","",""
"090230","Calgary","2425 9th Ave Se","51.0309","-114.0091","1030","PE,LU,P4,P","NO","38","14","8","3","3","2","2","3","7","16","29","17","12","26","99","","","","","","","","","","","",""
"090230","Calgary","2425 9th Ave Se","51.0309","-114.0091","1030","PE,LU,P4,P","NO2","31","21","14","10","9","8","8","8","11","15","22","23","15","13","99","","","","","","","","","","","",""
"090230","Calgary","2425 9th Ave Se","51.0309","-114.0091","1030","PE,LU,P4,P","NOX","68","34","22","13","12","9","9","11","19","31","51","40","27","37","99","","","","","","","","","","","",""
"090230","Calgary","2425 9th Ave Se","51.0309","-114.0091","1030","PE,LU,P4,P","O3","11","17","25","32","30","34","26","22","17","11","10","16","21","15","99","","","","","","","","","","","",""
"090230","Calgary","2425 9th Ave Se","51.0309","-114.0091","1030","PE,LU,P4,P","PM2.5","11","5","4","5","6","4","4","5","4","6","8","7","6","5","100","","","","","","","","","","","",""
"090302","Red Deer","73 Street & Riverside Drive","52.29867","-113.79352","858","PE,MU,P3,R","CO","0.34","0.29","0.22","0.18","0.2","0.15","0.14","0.15","0.14","0.2","0.35","0.24","0.22","0.12","90","","","","","","","","","","","",""
"090302","Red Deer","73 Street & Riverside Drive","52.29867","-113.79352","858","PE,MU,P3,R","NO","13","6","2","1","1","1","1","1","2","6","7","8","4","10","89","","","","","","","","","","","",""
"090302","Red Deer","73 Street & Riverside Drive","52.29867","-113.79352","858","PE,MU,P3,R","NO2","22","16","9","5","5","5","4","4","5","8","11","16","9","9","89","","","","","","","","","","","",""
"090302","Red Deer","73 Street & Riverside Drive","52.29867","-113.79352","858","PE,MU,P3,R","NOX","35","23","11","5","6","5","5","5","7","14","18","24","13","17","89","","","","","","","","","","","",""
"090302","Red Deer","73 Street & Riverside Drive","52.29867","-113.79352","858","PE,MU,P3,R","O3","","","","","","","","","","12","14","20","","","21","","","","","","","","","","","",""
"090302","Red Deer","73 Street & Riverside Drive","52.29867","-113.79352","858","PE,MU,P3,R","PM2.5","11","8","6","5","7","5","4","4","5","6","7","6","6","5","98","","","","","","","","","","","",""
"090302","Red Deer","73 Street & Riverside Drive","52.29867","-113.79352","858","PE,MU,P3,R","SO2","0.1","0","0","0","0","0","0","0","0","0.1","0.1","0.1","0","0.3","90","","","","","","","","","","","",""
"090304","Red Deer","11 Lancaster Drive","52.24095","-113.765439","907","T,MU,P4,R","NO","7","5","2","1","1","1","1","1","2","4","4","6","3","5","94","","","","","","","","","","","",""
"090304","Red Deer","11 Lancaster Drive","52.24095","-113.765439","907","T,MU,P4,R","NO2","16","12","6","3","4","3","3","3","4","6","8","12","7","7","94","","","","","","","","","","","",""
"090304","Red Deer","11 Lancaster Drive","52.24095","-113.765439","907","T,MU,P4,R","NOX","23","16","8","4","5","4","4","4","6","9","12","18","10","11","94","","","","","","","","","","","",""
"090304","Red Deer","11 Lancaster Drive","52.24095","-113.765439","907","T,MU,P4,R","O3","16","20","22","29","28","32","23","21","17","12","15","20","21","12","95","","","","","","","","","","","",""
"090304","Red Deer","11 Lancaster Drive","52.24095","-113.765439","907","T,MU,P4,R","PM2.5","10","6","4","4","6","5","4","4","3","5","5","5","5","5","99","","","","","","","","","","","",""
"090304","Red Deer","11 Lancaster Drive","52.24095","-113.765439","907","T,MU,P4,R","SO2","0.7","0.3","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.3","0.4","0.4","0.3","0.6","95","","","","","","","","","","","",""
"090402","Medicine Hat","12th St Nw & Division Ave.","50.04893","-110.68116","709","PE,MU,P3,R","CO","0.18","0.19","0.17","0.15","0.15","0.11","0.1","0.12","0.11","0.12","0.13","0.16","0.14","0.06","94","","","","","","","","","","","",""
"090402","Medicine Hat","12th St Nw & Division Ave.","50.04893","-110.68116","709","PE,MU,P3,R","NO","3","3","2","1","1","1","1","1","1","2","2","3","2","4","94","","","","","","","","","","","",""
"090402","Medicine Hat","12th St Nw & Division Ave.","50.04893","-110.68116","709","PE,MU,P3,R","NO2","10","8","5","4","5","4","4","4","4","5","6","9","6","5","94","","","","","","","","","","","",""
"090402","Medicine Hat","12th St Nw & Division Ave.","50.04893","-110.68116","709","PE,MU,P3,R","NOX","13","11","7","5","6","5","5","5","6","7","9","12","7","8","94","","","","","","","","","","","",""
"090402","Medicine Hat","12th St Nw & Division Ave.","50.04893","-110.68116","709","PE,MU,P3,R","O3","21","22","29","35","31","36","31","26","22","19","22","26","27","12","94","","","","","","","","","","","",""
"090402","Medicine Hat","12th St Nw & Division Ave.","50.04893","-110.68116","709","PE,MU,P3,R","PM2.5","6","4","3","3","5","4","4","5","3","3","4","4","4","4","98","","","","","","","","","","","",""
"090502","Lethbridge","2805 12 Ave N","49.71621","-112.8006","918","PS,MU,P3,I","CO","0.22","0.21","0.21","0.2","0.2","0.15","0.14","0.18","0.13","0.18","0.19","0.19","0.18","0.07","99","","","","","","","","","","","",""
"090502","Lethbridge","2805 12 Ave N","49.71621","-112.8006","918","PS,MU,P3,I","NO","3","2","1","1","1","1","1","1","1","2","3","4","2","5","98","","","","","","","","","","","",""
"090502","Lethbridge","2805 12 Ave N","49.71621","-112.8006","918","PS,MU,P3,I","NO2","10","6","5","4","4","4","3","4","3","6","7","8","5","5","98","","","","","","","","","","","",""
"090502","Lethbridge","2805 12 Ave N","49.71621","-112.8006","918","PS,MU,P3,I","NOX","13","7","6","6","5","5","4","5","5","8","10","12","7","9","98","","","","","","","","","","","",""
"090502","Lethbridge","2805 12 Ave N","49.71621","-112.8006","918","PS,MU,P3,I","O3","26","31","33","35","34","36","31","27","25","21","25","26","29","12","99","","","","","","","","","","","",""
"090502","Lethbridge","2805 12 Ave N","49.71621","-112.8006","918","PS,MU,P3,I","PM2.5","8","6","5","6","6","3","4","5","3","4","3","5","5","5","95","","","","","","","","","","","",""
"090502","Lethbridge","2805 12 Ave N","49.71621","-112.8006","918","PS,MU,P3,I","SO2","0.2","0","0","0","0","0","0","0","0.1","0","0","0.1","0","0.2","99","","","","","","","","","","","",""
"090601","Fort Saskatchewan","9209a-96 Ave","53.69874","-113.22285","628","T,SU,P3,R","CO","0.29","0.24","0.2","0.18","0.2","0.17","0.01","0.01","0.04","0.07","0.1","0.12","0.14","0.13","95","","","","","","","","","","","",""
"090601","Fort Saskatchewan","9209a-96 Ave","53.69874","-113.22285","628","T,SU,P3,R","NO","16","6","4","2","2","2","2","2","3","5","7","7","5","10","91","","","","","","","","","","","",""
"090601","Fort Saskatchewan","9209a-96 Ave","53.69874","-113.22285","628","T,SU,P3,R","NO2","18","13","7","5","5","5","4","4","6","7","11","13","8","9","91","","","","","","","","","","","",""
"090601","Fort Saskatchewan","9209a-96 Ave","53.69874","-113.22285","628","T,SU,P3,R","NOX","34","19","11","7","7","7","6","5","9","11","18","19","13","17","91","","","","","","","","","","","",""
"090601","Fort Saskatchewan","9209a-96 Ave","53.69874","-113.22285","628","T,SU,P3,R","O3","14","22","24","32","30","33","25","21","16","12","12","20","22","13","95","","","","","","","","","","","",""
"090601","Fort Saskatchewan","9209a-96 Ave","53.69874","-113.22285","628","T,SU,P3,R","PM2.5","10","4","6","5","17","7","6","6","5","5","8","9","7","8","98","","","","","","","","","","","",""
"090601","Fort Saskatchewan","9209a-96 Ave","53.69874","-113.22285","628","T,SU,P3,R","SO2","1.6","1.6","0.3","0.3","0.4","0.7","0.8","0.4","0.2","0.1","0.2","0.3","0.6","1.2","95","","","","","","","","","","","",""
"090602","Fort Saskatchewan","Rge Rd 220 & River Road","53.75236","-113.12589","625","RB,NU,P2,A","NO","5","3","2","2","3","2","1","2","2","3","4","4","3","6","89","","","","","","","","","","","",""
"090602","Fort Saskatchewan","Rge Rd 220 & River Road","53.75236","-113.12589","625","RB,NU,P2,A","NO2","12","10","5","3","3","4","2","3","3","5","8","10","6","7","89","","","","","","","","","","","",""
"090602","Fort Saskatchewan","Rge Rd 220 & River Road","53.75236","-113.12589","625","RB,NU,P2,A","NOX","17","13","7","5","5","5","3","5","5","8","12","14","8","12","89","","","","","","","","","","","",""
"090602","Fort Saskatchewan","Rge Rd 220 & River Road","53.75236","-113.12589","625","RB,NU,P2,A","SO2","0.6","0.6","0.5","0.2","0.9","0.7","0.2","0.3","0.4","0.3","0.5","0.8","0.5","1.1","95","","","","","","","","","","","",""
"090603","Fort Saskatchewan","100 Ave East Of 109st.","53.71622","-113.19994","620","PE,SU,P3,R","NO","9","3","3","1","2","1","1","2","4","5","6","5","4","10","92","","","","","","","","","","","",""
"090603","Fort Saskatchewan","100 Ave East Of 109st.","53.71622","-113.19994","620","PE,SU,P3,R","NO2","14","11","5","3","4","4","2","2","4","5","8","10","6","8","92","","","","","","","","","","","",""
"090603","Fort Saskatchewan","100 Ave East Of 109st.","53.71622","-113.19994","620","PE,SU,P3,R","NOX","24","15","8","4","7","4","4","4","8","10","14","15","10","16","92","","","","","","","","","","","",""
"090603","Fort Saskatchewan","100 Ave East Of 109st.","53.71622","-113.19994","620","PE,SU,P3,R","SO2","1.1","1","1","0.6","0.5","0.5","0.5","0.6","0.4","0.8","0.5","0.6","0.7","2.3","95","","","","","","","","","","","",""
"090606","Bruderheim","","53.7999878","-112.92781","632","RB,NU,P2,R","NO","4","2","","","","","","","","","","","","","15","","","","","","","","","","","",""
"090606","Bruderheim","","53.7999878","-112.92781","632","RB,NU,P2,R","NO2","9","5","","","","","","","","","","","","","15","","","","","","","","","","","",""
"090606","Bruderheim","","53.7999878","-112.92781","632","RB,NU,P2,R","NOX","13","6","","","","","","","","","","","","","15","","","","","","","","","","","",""
"090606","Bruderheim","","53.7999878","-112.92781","632","RB,NU,P2,R","O3","14","17","","","","","","","","","","","","","15","","","","","","","","","","","",""
"090606","Bruderheim","","53.7999878","-112.92781","632","RB,NU,P2,R","PM2.5","10","5","","","","","","","","","","","","","16","","","","","","","","","","","",""
"090606","Bruderheim","","53.7999878","-112.92781","632","RB,NU,P2,R","SO2","1.1","1","","","","","","","","","","","","","15","","","","","","","","","","","",""
"090607","Gibbons","Behind 4807 50 Ave","53.827241","-113.327174","0","PE,SU,P2,R","O3","","29","27","33","30","31","24","20","18","14","13","24","24","13","85","","","","","","","","","","","",""
"090607","Gibbons","Behind 4807 50 Ave","53.827241","-113.327174","0","PE,SU,P2,R","SO2","","0.4","0.6","0.3","0.3","0.5","0.4","0.3","0.4","0.7","0.3","0.7","0.4","1","86","","","","","","","","","","","",""
"090609","Bruderheim","5321 48 Street","53.805629","-112.925851","630","PE,SU,P2,O","NO","","","","0","0","1","1","1","1","1","2","2","","","71","","","","","","","","","","","",""
"090609","Bruderheim","5321 48 Street","53.805629","-112.925851","630","PE,SU,P2,O","NO2","","","","2","3","4","3","3","4","5","7","9","","","71","","","","","","","","","","","",""
"090609","Bruderheim","5321 48 Street","53.805629","-112.925851","630","PE,SU,P2,O","NOX","","","","2","4","5","4","4","5","6","9","11","","","71","","","","","","","","","","","",""
"090609","Bruderheim","5321 48 Street","53.805629","-112.925851","630","PE,SU,P2,O","O3","","","","25","19","31","23","20","18","14","14","19","","","71","","","","","","","","","","","",""
"090609","Bruderheim","5321 48 Street","53.805629","-112.925851","630","PE,SU,P2,O","PM2.5","","","","4","10","5","6","6","4","4","6","7","","","75","","","","","","","","","","","",""
"090609","Bruderheim","5321 48 Street","53.805629","-112.925851","630","PE,SU,P2,O","SO2","","","","0.3","0.4","0.7","0.6","0.6","0.9","0.4","0.6","1","","","71","","","","","","","","","","","",""
"090701","Fort Mcmurray","Franklin Avenue","56.73341","-111.39047","260","PE,MU,P3,W","CO","0.13","0.12","0.1","0.09","1.56","0.12","0.12","0.11","0.09","0.12","0.16","0.16","0.24","0.99","95","","","","","","","","","","","",""
"090701","Fort Mcmurray","Franklin Avenue","56.73341","-111.39047","260","PE,MU,P3,W","NO","7","6","3","1","2","1","1","1","2","3","7","7","4","7","94","","","","","","","","","","","",""
"090701","Fort Mcmurray","Franklin Avenue","56.73341","-111.39047","260","PE,MU,P3,W","NO2","13","14","9","5","5","3","4","4","5","6","9","13","8","7","94","","","","","","","","","","","",""
"090701","Fort Mcmurray","Franklin Avenue","56.73341","-111.39047","260","PE,MU,P3,W","NOX","19","19","12","6","7","4","5","5","7","9","17","20","11","12","94","","","","","","","","","","","",""
"090701","Fort Mcmurray","Franklin Avenue","56.73341","-111.39047","260","PE,MU,P3,W","O3","13","17","24","30","35","32","25","24","21","19","17","18","23","15","95","","","","","","","","","","","",""
"090701","Fort Mcmurray","Franklin Avenue","56.73341","-111.39047","260","PE,MU,P3,W","PM2.5","6","5","4","4","152","7","9","6","5","6","6","7","18","120","98","","","","","","","","","","","",""
"090701","Fort Mcmurray","Franklin Avenue","56.73341","-111.39047","260","PE,MU,P3,W","SO2","0.6","1","1.4","0.5","1","0.7","1.3","0.8","0.5","0.4","0.4","0.3","0.8","2.2","95","","","","","","","","","","","",""
"090702","Fort Mcmurray","Timberlea Subdivision","56.75139","-111.47662","355","PE,MU,P3,R","NO","5","3","2","1","1","1","1","1","1","3","3","4","2","5","95","","","","","","","","","","","",""
"090702","Fort Mcmurray","Timberlea Subdivision","56.75139","-111.47662","355","PE,MU,P3,R","NO2","11","10","8","4","4","2","3","3","3","5","6","9","6","6","95","","","","","","","","","","","",""
"090702","Fort Mcmurray","Timberlea Subdivision","56.75139","-111.47662","355","PE,MU,P3,R","NOX","16","13","11","5","4","2","4","4","4","8","9","13","8","10","95","","","","","","","","","","","",""
"090702","Fort Mcmurray","Timberlea Subdivision","56.75139","-111.47662","355","PE,MU,P3,R","O3","19","23","31","38","37","35","28","25","23","18","21","23","27","13","95","","","","","","","","","","","",""
"090702","Fort Mcmurray","Timberlea Subdivision","56.75139","-111.47662","355","PE,MU,P3,R","PM2.5","6","5","4","4","162","7","7","5","3","3","5","5","18","159","99","","","","","","","","","","","",""
"090702","Fort Mcmurray","Timberlea Subdivision","56.75139","-111.47662","355","PE,MU,P3,R","SO2","1","1.6","1.7","0.7","0.6","0.8","1.8","0.8","0.5","0.6","0.3","0.6","0.9","2.6","95","","","","","","","","","","","",""
"090801","Fort Mckay","Main Street","57.18941","-111.6405","268","RB,NU,P2,F","NO","7","7","2","1","0","1","1","1","1","2","4","7","3","8","94","","","","","","","","","","","",""
"090801","Fort Mckay","Main Street","57.18941","-111.6405","268","RB,NU,P2,F","NO2","13","13","9","7","2","2","2","3","3","5","7","13","7","7","94","","","","","","","","","","","",""
"090801","Fort Mckay","Main Street","57.18941","-111.6405","268","RB,NU,P2,F","NOX","20","20","12","8","3","3","3","4","4","7","11","20","10","13","94","","","","","","","","","","","",""
"090801","Fort Mckay","Main Street","57.18941","-111.6405","268","RB,NU,P2,F","O3","15","18","28","31","30","28","22","19","18","16","16","15","21","12","94","","","","","","","","","","","",""
"090801","Fort Mckay","Main Street","57.18941","-111.6405","268","RB,NU,P2,F","PM2.5","6","6","4","6","63","8","9","6","4","3","6","7","11","93","99","","","","","","","","","","","",""
"090801","Fort Mckay","Main Street","57.18941","-111.6405","268","RB,NU,P2,F","SO2","0.8","1.1","1.6","1.2","0.5","1.3","0.6","0.6","1.1","0.3","0.7","0.6","0.8","3.1","95","","","","","","","","","","","",""
"090802","Fort Mckay","Lower Camp","57.02681","-111.5007","247","PS,NU,P1,I","SO2","2","1.8","2.3","2.1","2.8","4.3","3.5","2.9","3.7","3.5","3.8","1.7","2.9","8.8","95","","","","","","","","","","","",""
"090804","Fort Mckay","Mannix","56.96791","-111.4824","331","PS,NU,P1,I","SO2","1.7","4","5.9","1.8","1.1","1.8","3.9","3.4","2","3.4","0.7","1.7","2.6","8.3","95","","","","","","","","","","","",""
"090805","Fort Mckay","Buffalo Viewpoint","56.99647","-111.59295","336","PS,NU,P1,I","SO2","0.4","0.6","1.6","0.5","0.3","0.8","1.5","1.4","0.5","0.2","0.3","0.3","0.7","3.4","95","","","","","","","","","","","",""
"090806","Fort Mckay","","57.1492","-111.6424","342","PS,NU,P1,F","NO","10","6","2","1","0","0","1","1","2","3","4","7","3","9","95","","","","","","","","","","","",""
"090806","Fort Mckay","","57.1492","-111.6424","342","PS,NU,P1,F","NO2","12","12","9","6","2","2","2","3","3","4","6","11","6","6","95","","","","","","","","","","","",""
"090806","Fort Mckay","","57.1492","-111.6424","342","PS,NU,P1,F","NOX","22","18","11","7","2","3","3","4","5","7","10","18","9","13","95","","","","","","","","","","","",""
"090806","Fort Mckay","","57.1492","-111.6424","342","PS,NU,P1,F","O3","12","15","25","28","28","28","20","17","15","14","14","13","19","13","95","","","","","","","","","","","",""
"090806","Fort Mckay","","57.1492","-111.6424","342","PS,NU,P1,F","PM2.5","5","4","5","5","62","5","6","5","4","3","5","4","10","101","99","","","","","","","","","","","",""
"090806","Fort Mckay","","57.1492","-111.6424","342","PS,NU,P1,F","SO2","0.4","0.9","1.8","1.1","0.4","1.4","0.6","0.8","0.9","0.4","0.7","0.4","0.8","3.2","95","","","","","","","","","","","",""
"090807","Wapasu","Located Oustide Approval Boundaries At Pti Camp","57.26176","-111.037","429","RB,NU,P1,F","NO","1","1","1","0","0","0","1","1","1","1","1","1","1","1","95","","","","","","","","","","","",""
"090807","Wapasu","Located Oustide Approval Boundaries At Pti Camp","57.26176","-111.037","429","RB,NU,P1,F","NO2","5","4","2","1","2","1","1","1","2","2","3","4","2","3","95","","","","","","","","","","","",""
"090807","Wapasu","Located Oustide Approval Boundaries At Pti Camp","57.26176","-111.037","429","RB,NU,P1,F","NOX","6","5","3","2","2","1","2","2","2","3","3","5","3","4","95","","","","","","","","","","","",""
"090807","Wapasu","Located Oustide Approval Boundaries At Pti Camp","57.26176","-111.037","429","RB,NU,P1,F","O3","24","28","35","39","31","31","25","22","19","19","22","25","27","11","94","","","","","","","","","","","",""
"090807","Wapasu","Located Oustide Approval Boundaries At Pti Camp","57.26176","-111.037","429","RB,NU,P1,F","PM2.5","4","3","3","3","51","5","7","4","3","2","4","4","8","42","98","","","","","","","","","","","",""
"090807","Wapasu","Located Oustide Approval Boundaries At Pti Camp","57.26176","-111.037","429","RB,NU,P1,F","SO2","1.4","0.8","0.4","0.2","0.4","0.4","0.6","0.8","0.9","0.6","1.5","1.5","0.8","2.5","95","","","","","","","","","","","",""
"090808","Conklin","1-33-076-08 W4","55.621408","-111.17269","0","RB,NU,P1,I","NO","","","","0","0","0","0","0","0","1","1","1","","","71","","","","","","","","","","","",""
"090808","Conklin","1-33-076-08 W4","55.621408","-111.17269","0","RB,NU,P1,I","NO2","","","","1","1","1","1","1","1","1","3","3","","","71","","","","","","","","","","","",""
"090808","Conklin","1-33-076-08 W4","55.621408","-111.17269","0","RB,NU,P1,I","NOX","","","","2","1","1","1","1","1","2","3","4","","","71","","","","","","","","","","","",""
"090808","Conklin","1-33-076-08 W4","55.621408","-111.17269","0","RB,NU,P1,I","O3","","","","37","32","33","26","21","23","22","25","29","","","72","","","","","","","","","","","",""
"090808","Conklin","1-33-076-08 W4","55.621408","-111.17269","0","RB,NU,P1,I","PM2.5","","","","4","24","6","4","3","2","2","3","5","","","72","","","","","","","","","","","",""
"090808","Conklin","1-33-076-08 W4","55.621408","-111.17269","0","RB,NU,P1,I","SO2","","","","0.2","0.1","0","0.1","0.1","0.1","0","0.2","0.2","","","71","","","","","","","","","","","",""
"091101","Elk Island","National Park","53.68238","-112.86812","714","RB,NU,P1,W","NO","1","0","0","0","0","0","0","0","0","0","1","1","0","1","94","","","","","","","","","","","",""
"091101","Elk Island","National Park","53.68238","-112.86812","714","RB,NU,P1,W","NO2","7","4","3","1","2","2","1","1","2","2","4","6","3","4","94","","","","","","","","","","","",""
"091101","Elk Island","National Park","53.68238","-112.86812","714","RB,NU,P1,W","NOX","8","5","3","1","2","2","1","1","2","2","5","6","3","4","94","","","","","","","","","","","",""
"091101","Elk Island","National Park","53.68238","-112.86812","714","RB,NU,P1,W","O3","25","32","32","39","35","33","23","20","20","17","19","27","27","12","95","","","","","","","","","","","",""
"091101","Elk Island","National Park","53.68238","-112.86812","714","RB,NU,P1,W","PM2.5","8","4","4","4","9","5","5","4","4","4","6","5","5","5","99","","","","","","","","","","","",""
"091101","Elk Island","National Park","53.68238","-112.86812","714","RB,NU,P1,W","SO2","0.5","0.3","0.2","0.2","0.2","0.3","0.1","0.1","0.1","0.1","0.2","0.6","0.2","0.9","95","","","","","","","","","","","",""
"091301","Tomahawk","Se 2 51 6 W5","53.37255","-114.76835","789","RB,NU,P1,A","NO","2","1","1","0","0","0","0","0","0","1","1","1","1","2","95","","","","","","","","","","","",""
"091301","Tomahawk","Se 2 51 6 W5","53.37255","-114.76835","789","RB,NU,P1,A","NO2","8","5","5","2","2","3","3","2","2","4","6","5","4","3","95","","","","","","","","","","","",""
"091301","Tomahawk","Se 2 51 6 W5","53.37255","-114.76835","789","RB,NU,P1,A","NOX","10","6","6","3","2","4","3","3","3","4","7","5","5","4","95","","","","","","","","","","","",""
"091301","Tomahawk","Se 2 51 6 W5","53.37255","-114.76835","789","RB,NU,P1,A","O3","22","32","30","38","36","34","25","23","22","17","19","28","27","12","95","","","","","","","","","","","",""
"091301","Tomahawk","Se 2 51 6 W5","53.37255","-114.76835","789","RB,NU,P1,A","PM2.5","9","4","4","4","6","3","4","3","3","4","5","4","4","5","99","","","","","","","","","","","",""
"091301","Tomahawk","Se 2 51 6 W5","53.37255","-114.76835","789","RB,NU,P1,A","SO2","0.4","0.3","0.6","0.4","0.2","0.4","0.3","0.3","0.1","0.5","0.3","0.2","0.3","1.2","95","","","","","","","","","","","",""
"091401","Violet Grove","Se 17 48 08 W5","53.14222","-115.13806","1000","RB,NU,P1,A","NO","2","1","1","0","0","0","0","0","1","1","1","1","1","2","94","","","","","","","","","","","",""
"091401","Violet Grove","Se 17 48 08 W5","53.14222","-115.13806","1000","RB,NU,P1,A","NO2","9","5","4","3","2","2","2","2","4","5","5","5","4","4","94","","","","","","","","","","","",""
"091401","Violet Grove","Se 17 48 08 W5","53.14222","-115.13806","1000","RB,NU,P1,A","NOX","11","5","4","3","3","3","3","3","5","6","6","6","5","4","94","","","","","","","","","","","",""
"091401","Violet Grove","Se 17 48 08 W5","53.14222","-115.13806","1000","RB,NU,P1,A","O3","22","32","31","36","35","34","23","22","21","15","19","29","27","12","95","","","","","","","","","","","",""
"091401","Violet Grove","Se 17 48 08 W5","53.14222","-115.13806","1000","RB,NU,P1,A","SO2","0.5","0.3","0.3","0.3","0.2","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.7","95","","","","","","","","","","","",""
"091501","Beaverlodge","Beaverlodge Research Farm","55.19634","-119.39682","762","RB,SU,P2,A","NO","2","1","1","0","0","0","0","0","0","1","2","1","1","2","94","","","","","","","","","","","",""
"091501","Beaverlodge","Beaverlodge Research Farm","55.19634","-119.39682","762","RB,SU,P2,A","NO2","8","4","3","2","2","2","2","2","2","3","7","5","4","4","94","","","","","","","","","","","",""
"091501","Beaverlodge","Beaverlodge Research Farm","55.19634","-119.39682","762","RB,SU,P2,A","NOX","9","4","4","2","2","2","2","3","3","4","9","7","4","5","94","","","","","","","","","","","",""
"091501","Beaverlodge","Beaverlodge Research Farm","55.19634","-119.39682","762","RB,SU,P2,A","O3","24","33","34","36","34","31","22","18","20","16","17","29","26","11","95","","","","","","","","","","","",""
"091501","Beaverlodge","Beaverlodge Research Farm","55.19634","-119.39682","762","RB,SU,P2,A","PM2.5","10","3","3","3","5","4","5","5","3","4","7","5","5","5","98","","","","","","","","","","","",""
"091501","Beaverlodge","Beaverlodge Research Farm","55.19634","-119.39682","762","RB,SU,P2,A","SO2","1.1","0.1","0.2","0.1","0","0","0","0","0.1","0","0.1","0.1","0.2","0.9","95","","","","","","","","","","","",""
"091601","Carrot Creek","Se 31 53 13 W5","53.621062","-115.869155","800","RB,NU,P1,A","NO","3","1","1","0","1","0","0","1","1","1","2","1","1","3","95","","","","","","","","","","","",""
