*DESCRIPTION
*MEANS REPORT
************DESCRIPTION************
"File generated on","2021-06-23"
"",""
"NAPS Means Datafile",""
"",""
"Units:",""
"SO2 NO2 O3 NO and NOx are ppb",""
"CO is ppm",""
"PM10 and PM2.5 are in ug/m3",""
"",""
"Reporting criteria:",""
"Monthly averages are reported if at least 50% of the hours during the month have valid measurements",""
"Annual average and standard deviation are reported if 50% of hours in year are valid and each quarter has at least 2 valid months",""
************MEANS REPORT************
"NAPS ID","City","Location","Latitude","Longitude","Elevation","Classification","Pollutant","January","February","March","April","May","June","July","August","September","October","November","December","Average","StdDeviation","%Complete","","","","","","","","","","","",""
"052801","Auclair","66 Rang St-Gregoire Nord","47.73333","-68.70722","301","RB,NU,P1,F","O3","34","35","38","39","32","25","20","22","18","21","22","32","28","10","98","","","","","","","","","","","",""
"052801","Auclair","66 Rang St-Gregoire Nord","47.73333","-68.70722","301","RB,NU,P1,F","PM2.5","2","2","2","4","5","","5","5","4","4","5","3","4","3","92","","","","","","","","","","","",""
"053201","La Dore","Route 167- La Dore","48.80972","-72.73889","222","RB,NU,P1,F","O3","31","32","","36","31","23","20","20","17","20","21","31","25","10","82","","","","","","","","","","","",""
"053201","La Dore","Route 167- La Dore","48.80972","-72.73889","222","RB,NU,P1,F","PM2.5","5","5","4","4","4","4","3","4","5","3","4","4","4","3","91","","","","","","","","","","","",""
"053301","Deschambault","334, 3 E Rang - Deshambault","46.682373","-71.965903","48","RB,NU,P2,A","O3","28","33","34","34","28","22","19","18","15","15","17","26","24","13","100","","","","","","","","","","","",""
"053301","Deschambault","334, 3 E Rang - Deshambault","46.682373","-71.965903","48","RB,NU,P2,A","PM2.5","8","6","4","4","6","5","4","5","5","6","6","8","5","4","94","","","","","","","","","","","",""
"053501","St-Francois","Face Au 198,  Royale Ïle D'orleans","47.015308","-70.862523","59","RB,SU,P2,F","O3","31","34","37","37","34","26","23","25","21","21","21","30","28","10","97","","","","","","","","","","","",""
"053601","Notre-Dame-Du-Rosaire","Rang St-Louis","46.84889","-70.45418","411","RB,NU,P1,F","O3","32","35","37","38","31","25","19","22","18","20","20","31","28","11","89","","","","","","","","","","","",""
"053601","Notre-Dame-Du-Rosaire","Rang St-Louis","46.84889","-70.45418","411","RB,NU,P1,F","PM2.5","5","4","4","4","4","5","5","6","5","6","6","6","5","3","95","","","","","","","","","","","",""
"053701","St-Hilaire-De-Dorset","Rang Dorset","45.82486111","-70.856025","497","RB,NU,P1,F","O3","35","37","40","41","39","33","28","28","25","25","26","34","33","10","99","","","","","","","","","","","",""
"053701","St-Hilaire-De-Dorset","Rang Dorset","45.82486111","-70.856025","497","RB,NU,P1,F","PM2.5","6","5","4","4","4","4","4","4","4","5","6","8","5","3","95","","","","","","","","","","","",""
"053801","Tingwick","Chemin Du Radar Et Warwick","45.905785","-71.948695","243","RB,NU,P2,A","O3","33","36","38","39","38","30","26","25","24","23","24","31","31","10","100","","","","","","","","","","","",""
"053801","Tingwick","Chemin Du Radar Et Warwick","45.905785","-71.948695","243","RB,NU,P2,A","PM2.5","6","4","4","3","6","6","5","5","3","2","4","5","4","4","97","","","","","","","","","","","",""
"053901","Lac-Edouard","Derriere L'hopital Village","47.64722","-72.29056","366","RB,NU,P1,A","O3","","33","35","34","27","22","16","17","14","17","17","28","24","12","87","","","","","","","","","","","",""
"053901","Lac-Edouard","Derriere L'hopital Village","47.64722","-72.29056","366","RB,NU,P1,A","PM2.5","5","4","4","4","5","4","4","4","3","3","3","4","4","4","83","","","","","","","","","","","",""
"054102","Sutton","Mont Sutton/Round Top Ridge","45.08861","-72.55694","845","RB,NU,P1,F","O3","34","36","40","41","41","34","31","31","29","28","29","32","34","9","98","","","","","","","","","","","",""
"054201","Chapais","Chapais","49.822282","-74.9764","381","RB,NU,P1,F","O3","32","34","37","36","32","25","20","17","18","22","23","32","27","10","98","","","","","","","","","","","",""
"054401","Saint-Anicet","1128 De La Guerre","45.120624","-74.2896","50","RB,NU,P2,A","CO","0.14","0.15","0.15","0.12","0.17","0.2","0.22","0.24","0.17","0.15","0.16","0.12","0.17","0.07","96","","","","","","","","","","","",""
"054401","Saint-Anicet","1128 De La Guerre","45.120624","-74.2896","50","RB,NU,P2,A","NO","0","0","0","0","0","0","1","1","0","0","1","0","0","2","96","","","","","","","","","","","",""
"054401","Saint-Anicet","1128 De La Guerre","45.120624","-74.2896","50","RB,NU,P2,A","NO2","4","3","3","2","2","3","3","2","2","2","4","3","3","3","96","","","","","","","","","","","",""
"054401","Saint-Anicet","1128 De La Guerre","45.120624","-74.2896","50","RB,NU,P2,A","NOX","","","","","","","","","","","","","","","0","","","","","","","","","","","",""
"054401","Saint-Anicet","1128 De La Guerre","45.120624","-74.2896","50","RB,NU,P2,A","O3","28","32","33","35","33","29","24","25","22","19","20","28","28","12","96","","","","","","","","","","","",""
"054401","Saint-Anicet","1128 De La Guerre","45.120624","-74.2896","50","RB,NU,P2,A","PM2.5","7","4","5","3","4","7","10","10","6","6","9","8","6","5","100","","","","","","","","","","","",""
"054401","Saint-Anicet","1128 De La Guerre","45.120624","-74.2896","50","RB,NU,P2,A","SO2","0.7","0.8","0.6","0.5","0.4","0.2","0.3","0.2","0.4","0.3","0.5","0.7","0.5","1.5","96","","","","","","","","","","","",""
"054501","L'assomption","801 St-Etienne/Route 344","45.80942","-73.43473","10","PE,SU,P3,A","CO","0.2","0.18","0.19","0.18","0.18","0.2","0.22","0.23","0.19","0.14","0.18","0.17","0.19","0.08","94","","","","","","","","","","","",""
"054501","L'assomption","801 St-Etienne/Route 344","45.80942","-73.43473","10","PE,SU,P3,A","NO","2","1","1","1","1","1","1","1","1","1","2","2","1","3","96","","","","","","","","","","","",""
"054501","L'assomption","801 St-Etienne/Route 344","45.80942","-73.43473","10","PE,SU,P3,A","NO2","7","5","5","3","4","4","4","4","4","4","5","6","5","4","96","","","","","","","","","","","",""
"054501","L'assomption","801 St-Etienne/Route 344","45.80942","-73.43473","10","PE,SU,P3,A","O3","26","31","33","34","31","26","22","23","19","17","18","26","25","12","96","","","","","","","","","","","",""
"054501","L'assomption","801 St-Etienne/Route 344","45.80942","-73.43473","10","PE,SU,P3,A","PM2.5","9","6","8","6","7","7","6","6","6","5","6","7","6","5","94","","","","","","","","","","","",""
"054801","Stukely-Sud","Chemin Montbel","45.365683","-72.265099","334","RB,NU,P2,F","O3","33","35","38","40","38","31","27","26","","","","","","","69","","","","","","","","","","","",""
"054801","Stukely-Sud","Chemin Montbel","45.365683","-72.265099","334","RB,NU,P2,F","PM2.5","5","4","5","6","6","5","5","8","","","","","","","65","","","","","","","","","","","",""
"054901","La Patrie","Chemin Du Petit-Canada Ouest","45.37333","-71.250167","475","RB,NU,P1,F","O3","33","36","38","39","36","29","23","23","19","22","24","31","29","11","99","","","","","","","","","","","",""
"054901","La Patrie","Chemin Du Petit-Canada Ouest","45.37333","-71.250167","475","RB,NU,P1,F","PM2.5","4","3","3","3","5","5","5","5","3","2","3","4","4","3","95","","","","","","","","","","","",""
"055001","Ferme Neuve","215 4 Ieme Rang De Gravel","46.76866","-75.432728","256","RB,NU,P1,F","O3","30","32","36","36","30","20","15","15","14","18","20","28","25","12","98","","","","","","","","","","","",""
"055001","Ferme Neuve","215 4 Ieme Rang De Gravel","46.76866","-75.432728","256","RB,NU,P1,F","PM2.5","5","5","4","4","7","4","7","7","4","3","4","5","5","3","95","","","","","","","","","","","",""
"055101","Senneterre","Chemin Riviere Bell","48.431648","-77.196674","299","RB,NU,P1,F","O3","30","34","37","38","33","25","19","17","16","21","23","30","27","11","97","","","","","","","","","","","",""
"055101","Senneterre","Chemin Riviere Bell","48.431648","-77.196674","299","RB,NU,P1,F","PM2.5","5","6","5","5","","4","4","5","3","3","3","4","4","4","87","","","","","","","","","","","",""
"055201","Lemieux","1290 Rte Des Atocas","46.3037","-72.060685","92","RB,NU,P1,F","CO","0.18","0.17","0.17","0.18","0.2","0.24","0.27","0.27","0.2","","","","","","69","","","","","","","","","","","",""
"055201","Lemieux","1290 Rte Des Atocas","46.3037","-72.060685","92","RB,NU,P1,F","O3","27","30","32","33","29","24","20","20","16","","","","","","69","","","","","","","","","","","",""
"055201","Lemieux","1290 Rte Des Atocas","46.3037","-72.060685","92","RB,NU,P1,F","PM2.5","8","7","9","4","7","12","14","16","14","","","","","","71","","","","","","","","","","","",""
"055301","Saint-Jean-Sur-Richelieu","Ferme Exp., 1134 Route 219","45.29413","-73.34857","35","RB,SU,P2,A","NO","1","0","0","0","1","2","2","0","1","1","1","0","1","3","95","","","","","","","","","","","",""
"055301","Saint-Jean-Sur-Richelieu","Ferme Exp., 1134 Route 219","45.29413","-73.34857","35","RB,SU,P2,A","NO2","4","3","3","2","3","4","4","2","2","3","4","3","3","3","95","","","","","","","","","","","",""
"055301","Saint-Jean-Sur-Richelieu","Ferme Exp., 1134 Route 219","45.29413","-73.34857","35","RB,SU,P2,A","O3","29","31","34","34","31","27","23","24","21","19","19","28","27","11","95","","","","","","","","","","","",""
"055301","Saint-Jean-Sur-Richelieu","Ferme Exp., 1134 Route 219","45.29413","-73.34857","35","RB,SU,P2,A","PM2.5","7","4","6","","6","7","7","7","6","5","7","7","6","5","86","","","","","","","","","","","",""
"055501","Frelighsburg","Frelighsburg","45.041384","-72.856506","203","RB,NU,P2,F","O3","32","34","37","39","39","32","29","28","25","23","25","","31","10","89","","","","","","","","","","","",""
"055601","Mingan","Mingan","50.27136","-64.2265","14","RB,NU,P1,F","O3","34","35","37","36","27","26","17","15","17","21","25","33","27","10","94","","","","","","","","","","","",""
"055702","Lévis","200 Rue Des Commandeurs","46.806029","-71.167506","106","PE,LU,P3,R","NO","1","1","2","1","1","1","1","1","1","1","2","2","1","2","98","","","","","","","","","","","",""
"055702","Lévis","200 Rue Des Commandeurs","46.806029","-71.167506","106","PE,LU,P3,R","NO2","6","6","7","4","4","4","3","4","4","5","6","8","5","5","98","","","","","","","","","","","",""
"055702","Lévis","200 Rue Des Commandeurs","46.806029","-71.167506","106","PE,LU,P3,R","O3","27","30","33","35","31","24","24","24","18","18","17","25","26","10","96","","","","","","","","","","","",""
"055702","Lévis","200 Rue Des Commandeurs","46.806029","-71.167506","106","PE,LU,P3,R","PM2.5","8","6","6","4","6","5","6","7","4","","9","8","6","5","87","","","","","","","","","","","",""
"055702","Lévis","200 Rue Des Commandeurs","46.806029","-71.167506","106","PE,LU,P3,R","SO2","0.5","0.5","0.5","0.3","0.3","0.4","0.4","0.4","0.5","0.4","0.4","0.4","0.4","0.7","99","","","","","","","","","","","",""
"060104","Ottawa","Rideau & Wurtemburg","45.43433","-75.676","72","PE,LU,P6,R","CO","0.26","0.22","0.24","0.19","0.18","0.15","0.15","0.16","0.16","0.18","0.21","0.36","0.2","0.09","98","","","","","","","","","","","",""
"060104","Ottawa","Rideau & Wurtemburg","45.43433","-75.676","72","PE,LU,P6,R","NO","4","2","2","1","1","1","1","1","1","2","3","3","2","5","99","","","","","","","","","","","",""
"060104","Ottawa","Rideau & Wurtemburg","45.43433","-75.676","72","PE,LU,P6,R","NO2","12","9","10","6","5","4","4","4","5","6","9","11","7","7","99","","","","","","","","","","","",""
"060104","Ottawa","Rideau & Wurtemburg","45.43433","-75.676","72","PE,LU,P6,R","NOX","17","12","12","7","5","4","4","5","5","8","11","14","9","10","99","","","","","","","","","","","",""
"060104","Ottawa","Rideau & Wurtemburg","45.43433","-75.676","72","PE,LU,P6,R","O3","21","28","29","34","34","28","25","27","22","18","17","22","26","12","99","","","","","","","","","","","",""
"060104","Ottawa","Rideau & Wurtemburg","45.43433","-75.676","72","PE,LU,P6,R","PM2.5","9","6","7","5","6","5","5","5","5","4","7","7","6","4","99","","","","","","","","","","","",""
"060104","Ottawa","Rideau & Wurtemburg","45.43433","-75.676","72","PE,LU,P6,R","SO2","0.1","0","0","0.1","-0.1","-0.1","0","0","0","0.1","0.1","0.2","0","0.4","99","","","","","","","","","","","",""
"060106","Ottawa","960 Carling Ave","45.38286","-75.71387","84","PE,LU,P6,A","NO","3","2","2","1","2","1","1","1","1","1","3","3","2","4","98","","","","","","","","","","","",""
"060106","Ottawa","960 Carling Ave","45.38286","-75.71387","84","PE,LU,P6,A","NO2","10","6","8","5","6","4","3","3","4","5","7","8","6","6","98","","","","","","","","","","","",""
"060106","Ottawa","960 Carling Ave","45.38286","-75.71387","84","PE,LU,P6,A","NOX","13","8","10","6","7","5","4","4","5","6","9","11","7","9","98","","","","","","","","","","","",""
"060106","Ottawa","960 Carling Ave","45.38286","-75.71387","84","PE,LU,P6,A","O3","23","30","30","33","32","27","25","27","22","19","18","22","26","12","98","","","","","","","","","","","",""
"060106","Ottawa","960 Carling Ave","45.38286","-75.71387","84","PE,LU,P6,A","PM2.5","9","7","7","4","5","5","4","4","4","4","7","7","6","5","97","","","","","","","","","","","",""
"060204","Windsor","467 University Ave. West","42.315778","-83.043667","184","T,LU,P4,R","CO","0.3","0.27","0.27","0.24","0.25","0.23","0.22","0.23","0.23","0.22","0.3","0.3","0.25","0.14","99","","","","","","","","","","","",""
"060204","Windsor","467 University Ave. West","42.315778","-83.043667","184","T,LU,P4,R","NO","5","4","2","2","2","2","1","2","3","5","6","4","3","7","97","","","","","","","","","","","",""
"060204","Windsor","467 University Ave. West","42.315778","-83.043667","184","T,LU,P4,R","NO2","15","13","11","10","11","9","8","9","10","10","15","16","11","7","97","","","","","","","","","","","",""
"060204","Windsor","467 University Ave. West","42.315778","-83.043667","184","T,LU,P4,R","NOX","20","17","13","12","13","10","9","11","13","15","21","20","15","12","97","","","","","","","","","","","",""
"060204","Windsor","467 University Ave. West","42.315778","-83.043667","184","T,LU,P4,R","O3","20","26","28","35","37","40","35","30","25","22","17","17","28","15","100","","","","","","","","","","","",""
"060204","Windsor","467 University Ave. West","42.315778","-83.043667","184","T,LU,P4,R","PM2.5","10","8","8","7","9","7","8","7","7","6","10","10","8","6","100","","","","","","","","","","","",""
"060204","Windsor","467 University Ave. West","42.315778","-83.043667","184","T,LU,P4,R","SO2","1.8","1.1","0.8","0.7","1.5","1.1","1.3","0.6","1.1","0.6","1.5","2.2","1.2","2.5","100","","","","","","","","","","","",""
"060211","Windsor","College & South St. / 928 South St.","42.292889","-83.073139","184","T,LU,P3,R","NO","4","4","2","2","2","2","1","2","3","5","5","3","3","8","100","","","","","","","","","","","",""
"060211","Windsor","College & South St. / 928 South St.","42.292889","-83.073139","184","T,LU,P3,R","NO2","13","12","11","10","10","9","8","9","11","10","14","13","11","7","100","","","","","","","","","","","",""
"060211","Windsor","College & South St. / 928 South St.","42.292889","-83.073139","184","T,LU,P3,R","NOX","17","16","12","11","12","10","9","11","13","15","19","16","14","14","100","","","","","","","","","","","",""
"060211","Windsor","College & South St. / 928 South St.","42.292889","-83.073139","184","T,LU,P3,R","O3","21","26","28","33","35","39","36","30","25","22","18","19","28","15","100","","","","","","","","","","","",""
"060211","Windsor","College & South St. / 928 South St.","42.292889","-83.073139","184","T,LU,P3,R","PM2.5","11","9","9","7","9","8","8","7","7","7","11","10","9","6","100","","","","","","","","","","","",""
"060211","Windsor","College & South St. / 928 South St.","42.292889","-83.073139","184","T,LU,P3,R","SO2","2.2","2.4","0.7","3.8","1.2","1.2","1.3","0.3","0.4","0.3","0.7","1.7","1.3","2.7","100","","","","","","","","","","","",""
"060304","Kingston","Near 23 Beechgrove Lane","44.21987","-76.52113","83.5","PE,LU,P3,R","NO","2","1","1","1","1","0","0","0","1","1","2","1","1","2","99","","","","","","","","","","","",""
"060304","Kingston","Near 23 Beechgrove Lane","44.21987","-76.52113","83.5","PE,LU,P3,R","NO2","7","5","6","4","4","3","3","3","3","4","7","5","4","5","99","","","","","","","","","","","",""
"060304","Kingston","Near 23 Beechgrove Lane","44.21987","-76.52113","83.5","PE,LU,P3,R","NOX","8","6","7","5","5","3","3","3","4","5","8","6","5","6","99","","","","","","","","","","","",""
"060304","Kingston","Near 23 Beechgrove Lane","44.21987","-76.52113","83.5","PE,LU,P3,R","O3","27","30","32","37","37","34","33","34","28","23","23","28","31","12","98","","","","","","","","","","","",""
"060304","Kingston","Near 23 Beechgrove Lane","44.21987","-76.52113","83.5","PE,LU,P3,R","PM2.5","7","5","7","5","7","5","6","6","5","5","7","5","6","4","99","","","","","","","","","","","",""
"060410","Toronto","Lawrence & Kennedy","43.74792","-79.27406","172","T,LU,P6,I","NO","8","4","8","5","3","3","3","3","4","6","14","5","5","13","98","","","","","","","","","","","",""
"060410","Toronto","Lawrence & Kennedy","43.74792","-79.27406","172","T,LU,P6,I","NO2","17","11","16","13","12","10","9","9","10","9","16","15","12","9","98","","","","","","","","","","","",""
"060410","Toronto","Lawrence & Kennedy","43.74792","-79.27406","172","T,LU,P6,I","NOX","25","15","23","17","16","13","11","12","14","15","30","20","18","20","98","","","","","","","","","","","",""
"060410","Toronto","Lawrence & Kennedy","43.74792","-79.27406","172","T,LU,P6,I","O3","19","27","25","31","33","32","30","30","24","20","16","19","25","13","99","","","","","","","","","","","",""
"060410","Toronto","Lawrence & Kennedy","43.74792","-79.27406","172","T,LU,P6,I","PM2.5","9","7","8","6","8","6","7","6","5","5","9","8","7","5","98","","","","","","","","","","","",""
"060421","Toronto","Yonge St. & Hendon Ave.","43.781584","-79.41773","181","T,LU,P6,R","NO","6","3","6","3","2","2","2","2","3","4","8","2","3","8","98","","","","","","","","","","","",""
"060421","Toronto","Yonge St. & Hendon Ave.","43.781584","-79.41773","181","T,LU,P6,R","NO2","16","12","17","12","12","8","8","9","11","10","16","14","12","9","98","","","","","","","","","","","",""
"060421","Toronto","Yonge St. & Hendon Ave.","43.781584","-79.41773","181","T,LU,P6,R","NOX","22","15","22","15","14","10","10","10","13","14","24","16","15","15","98","","","","","","","","","","","",""
"060421","Toronto","Yonge St. & Hendon Ave.","43.781584","-79.41773","181","T,LU,P6,R","O3","20","26","24","31","34","34","31","31","24","20","17","20","26","13","99","","","","","","","","","","","",""
"060421","Toronto","Yonge St. & Hendon Ave.","43.781584","-79.41773","181","T,LU,P6,R","PM2.5","10","8","9","6","8","6","7","6","6","5","8","8","7","5","98","","","","","","","","","","","",""
"060428","Brampton","525 Main St. N./ Peel Manor","43.69875","-79.78092","234","PE,LU,P6,R","NO","7","4","5","3","2","1","1","2","3","4","9","1","3","10","99","","","","","","","","","","","",""
"060428","Brampton","525 Main St. N./ Peel Manor","43.69875","-79.78092","234","PE,LU,P6,R","NO2","12","11","14","12","10","7","6","7","9","10","13","9","10","9","99","","","","","","","","","","","",""
"060428","Brampton","525 Main St. N./ Peel Manor","43.69875","-79.78092","234","PE,LU,P6,R","NOX","18","14","19","14","12","8","7","8","12","14","22","10","13","17","99","","","","","","","","","","","",""
"060428","Brampton","525 Main St. N./ Peel Manor","43.69875","-79.78092","234","PE,LU,P6,R","O3","22","26","26","31","34","34","32","32","25","20","18","25","27","14","99","","","","","","","","","","","",""
"060428","Brampton","525 Main St. N./ Peel Manor","43.69875","-79.78092","234","PE,LU,P6,R","PM2.5","9","7","8","6","7","5","6","5","6","6","9","8","7","5","98","","","","","","","","","","","",""
"060430","Toronto","125 Resources Road","43.709444","-79.5435","149","PE,LU,P6,C","CO","0.27","0.24","0.29","0.25","0.26","0.21","0.21","0.22","0.24","0.23","0.34","0.23","0.25","0.11","94","","","","","","","","","","","",""
"060430","Toronto","125 Resources Road","43.709444","-79.5435","149","PE,LU,P6,C","NO","11","6","9","7","7","6","4","5","8","9","19","6","8","18","98","","","","","","","","","","","",""
"060430","Toronto","125 Resources Road","43.709444","-79.5435","149","PE,LU,P6,C","NO2","19","16","20","16","17","13","11","12","14","13","20","18","16","10","98","","","","","","","","","","","",""
"060430","Toronto","125 Resources Road","43.709444","-79.5435","149","PE,LU,P6,C","NOX","30","22","29","23","24","18","15","17","23","22","39","24","24","25","99","","","","","","","","","","","",""
"060430","Toronto","125 Resources Road","43.709444","-79.5435","149","PE,LU,P6,C","O3","17","23","21","28","28","28","26","27","20","17","13","16","22","14","99","","","","","","","","","","","",""
"060430","Toronto","125 Resources Road","43.709444","-79.5435","149","PE,LU,P6,C","PM2.5","9","6","8","6","8","6","6","6","6","5","9","8","7","5","99","","","","","","","","","","","",""
"060430","Toronto","125 Resources Road","43.709444","-79.5435","149","PE,LU,P6,C","SO2","0.9","0.7","0.7","0.7","0.7","0.8","0.8","0.8","0.9","0.1","0.2","0.1","0.6","0.7","99","","","","","","","","","","","",""
"060433","Toronto","Bay/Wellesey St.","43.66417","-79.38722","107","T,LU,P6,R","NO","3","2","3","2","2","2","2","2","2","2","7","3","3","6","99","","","","","","","","","","","",""
"060433","Toronto","Bay/Wellesey St.","43.66417","-79.38722","107","T,LU,P6,R","NO2","17","13","16","13","14","11","11","11","11","11","18","15","13","8","99","","","","","","","","","","","",""
"060433","Toronto","Bay/Wellesey St.","43.66417","-79.38722","107","T,LU,P6,R","NOX","20","15","19","15","17","14","13","13","13","13","24","17","16","12","99","","","","","","","","","","","",""
"060433","Toronto","Bay/Wellesey St.","43.66417","-79.38722","107","T,LU,P6,R","O3","20","26","25","31","33","31","29","31","25","21","17","19","26","12","99","","","","","","","","","","","",""
"060433","Toronto","Bay/Wellesey St.","43.66417","-79.38722","107","T,LU,P6,R","PM2.5","9","7","8","6","8","7","7","6","5","5","8","7","7","5","98","","","","","","","","","","","",""
"060434","Mississauga","3359 Mississauga Road","43.54697","-79.65869","110","PE,LU,P5,C","NO","6","2","3","3","3","4","2","3","3","4","9","1","4","11","99","","","","","","","","","","","",""
"060434","Mississauga","3359 Mississauga Road","43.54697","-79.65869","110","PE,LU,P5,C","NO2","11","7","10","8","9","9","6","7","9","8","11","9","9","7","99","","","","","","","","","","","",""
"060434","Mississauga","3359 Mississauga Road","43.54697","-79.65869","110","PE,LU,P5,C","NOX","17","10","12","11","12","13","8","10","12","12","21","10","12","16","99","","","","","","","","","","","",""
"060434","Mississauga","3359 Mississauga Road","43.54697","-79.65869","110","PE,LU,P5,C","O3","22","28","27","32","31","31","29","29","22","20","17","24","26","14","99","","","","","","","","","","","",""
"060434","Mississauga","3359 Mississauga Road","43.54697","-79.65869","110","PE,LU,P5,C","PM2.5","9","6","8","6","8","7","8","7","6","5","9","8","7","5","99","","","","","","","","","","","",""
"060434","Mississauga","3359 Mississauga Road","43.54697","-79.65869","110","PE,LU,P5,C","SO2","0.7","0.7","0.9","1.1","1.8","","","","","","","","","","41","","","","","","","","","","","",""
"060435","Toronto","461 Kipling Avenue","43.610761","-79.52194","92","PS,LU,P5,I","NO","12","6","10","7","5","5","3","4","6","6","19","6","7","18","100","","","","","","","","","","","",""
"060435","Toronto","461 Kipling Avenue","43.610761","-79.52194","92","PS,LU,P5,I","NO2","18","15","21","17","16","13","11","11","11","10","19","14","15","11","100","","","","","","","","","","","",""
"060435","Toronto","461 Kipling Avenue","43.610761","-79.52194","92","PS,LU,P5,I","NOX","30","20","31","23","21","18","14","15","17","17","38","21","22","26","100","","","","","","","","","","","",""
"060435","Toronto","461 Kipling Avenue","43.610761","-79.52194","92","PS,LU,P5,I","O3","19","25","22","29","30","28","26","27","21","18","13","18","23","13","100","","","","","","","","","","","",""
"060435","Toronto","461 Kipling Avenue","43.610761","-79.52194","92","PS,LU,P5,I","PM2.5","10","8","10","7","9","7","7","7","7","6","10","9","8","5","100","","","","","","","","","","","",""
"060438","Toronto","401w - 125 Resources Rd.","43.71110556","-79.543425","","T,LU,P6,C","CO","0.34","0.31","0.36","0.32","0.33","0.29","0.29","0.3","0.31","0.3","0.38","0.29","0.32","0.15","95","","","","","","","","","","","",""
"060438","Toronto","401w - 125 Resources Rd.","43.71110556","-79.543425","","T,LU,P6,C","NO","29","25","25","23","24","22","17","18","22","26","40","21","24","31","97","","","","","","","","","","","",""
"060438","Toronto","401w - 125 Resources Rd.","43.71110556","-79.543425","","T,LU,P6,C","NO2","23","20","23","21","21","17","15","14","15","15","23","21","19","11","97","","","","","","","","","","","",""
"060438","Toronto","401w - 125 Resources Rd.","43.71110556","-79.543425","","T,LU,P6,C","NOX","52","45","48","44","44","39","32","32","37","42","63","42","43","39","97","","","","","","","","","","","",""
"060438","Toronto","401w - 125 Resources Rd.","43.71110556","-79.543425","","T,LU,P6,C","O3","15","20","19","23","22","25","24","25","19","16","11","13","19","14","97","","","","","","","","","","","",""
"060438","Toronto","401w - 125 Resources Rd.","43.71110556","-79.543425","","T,LU,P6,C","PM2.5","11","9","11","8","10","8","9","8","8","7","11","10","9","6","98","","","","","","","","","","","",""
"060438","Toronto","401w - 125 Resources Rd.","43.71110556","-79.543425","","T,LU,P6,C","SO2","0.7","0.5","0.5","0.6","0.6","0.4","0.4","0.3","0.4","0.3","0.5","0.2","0.5","0.7","97","","","","","","","","","","","",""
"060450","Brampton","109 Mclaughlin Rd. S.","43.669567","-79.76567","0","PE,LU,P5,C","NO","","","","","","","","","","","","","","","0","","","","","","","","","","","",""
"060450","Brampton","109 Mclaughlin Rd. S.","43.669567","-79.76567","0","PE,LU,P5,C","NO2","","","","","","","","","","","","","","","0","","","","","","","","","","","",""
"060450","Brampton","109 Mclaughlin Rd. S.","43.669567","-79.76567","0","PE,LU,P5,C","NOX","","","","","","","","","","","","","","","0","","","","","","","","","","","",""
"060450","Brampton","109 Mclaughlin Rd. S.","43.669567","-79.76567","0","PE,LU,P5,C","O3","","","","","","","","","","","","","","","0","","","","","","","","","","","",""
"060450","Brampton","109 Mclaughlin Rd. S.","43.669567","-79.76567","0","PE,LU,P5,C","PM2.5","","","","","","","","","","","","","","","0","","","","","","","","","","","",""
"060512","Hamilton","Elgin & Kelly","43.25778","-79.86167","94","PS,LU,P5,R","CO","0.26","0.24","0.27","0.28","0.27","0.23","0.21","0.21","0.23","0.22","0.27","0.22","0.24","0.12","99","","","","","","","","","","","",""
"060512","Hamilton","Elgin & Kelly","43.25778","-79.86167","94","PS,LU,P5,R","NO","7","4","4","4","3","3","3","2","3","4","10","3","4","11","99","","","","","","","","","","","",""
"060512","Hamilton","Elgin & Kelly","43.25778","-79.86167","94","PS,LU,P5,R","NO2","14","12","13","15","14","10","9","9","11","10","15","13","12","8","99","","","","","","","","","","","",""
"060512","Hamilton","Elgin & Kelly","43.25778","-79.86167","94","PS,LU,P5,R","NOX","21","15","18","19","17","13","12","11","14","14","24","15","16","17","99","","","","","","","","","","","",""
"060512","Hamilton","Elgin & Kelly","43.25778","-79.86167","94","PS,LU,P5,R","O3","22","27","26","30","33","33","31","31","25","22","19","22","27","13","99","","","","","","","","","","","",""
"060512","Hamilton","Elgin & Kelly","43.25778","-79.86167","94","PS,LU,P5,R","PM2.5","10","8","10","8","10","7","8","7","7","6","10","8","8","6","99","","","","","","","","","","","",""
"060512","Hamilton","Elgin & Kelly","43.25778","-79.86167","94","PS,LU,P5,R","SO2","1.2","1.7","3.7","5.6","6.3","4.9","4.4","3.5","3.3","1.9","1.3","0.8","3.2","6.6","99","","","","","","","","","","","",""
"060513","Hamilton","Vickers Rd. & East 18th. St.","43.22942","-79.86278","212","PE,LU,P6,R","NO","3","1","2","2","1","1","0","0","1","1","2","1","1","4","98","","","","","","","","","","","",""
"060513","Hamilton","Vickers Rd. & East 18th. St.","43.22942","-79.86278","212","PE,LU,P6,R","NO2","8","8","10","10","10","7","6","6","7","6","9","8","8","7","98","","","","","","","","","","","",""
"060513","Hamilton","Vickers Rd. & East 18th. St.","43.22942","-79.86278","212","PE,LU,P6,R","NOX","11","9","11","12","11","8","7","6","7","7","11","9","9","9","98","","","","","","","","","","","",""
"060513","Hamilton","Vickers Rd. & East 18th. St.","43.22942","-79.86278","212","PE,LU,P6,R","O3","25","30","30","33","35","36","34","33","28","24","22","24","29","12","99","","","","","","","","","","","",""
