Pollutant:, CO
Units:, ppm
Data is hour ending local standard time.
Note:,Zeros are valid. -999 denotes no data available.

Pollutant,NAPSID,City,P/T,Latitude,Longitude,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
CO,100128,Richmond,BC,49.14144,-123.10822,20130221,0.26,0.21,0.21,0.19,0.19,0.19,0.19,0.19,0.23,0.16,0.16,0.17,-999,0.15,0.14,0.16,0.16,0.18,0.19,0.17,0.17,0.16,0.16,0.13
CO,100128,Richmond,BC,49.14144,-123.10822,20130222,0.13,0.13,0.13,0.14,0.14,0.14,0.16,0.15,0.16,0.16,0.16,0.16,0.15,0.16,0.14,-999,0.14,0.14,0.15,0.15,0.13,0.60,0.50,0.16
CO,100128,Richmond,BC,49.14144,-123.10822,20130223,0.23,0.27,0.23,-999,0.25,0.24,0.25,1.04,0.17,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.15,0.15,0.16,0.15,0.16,0.15,0.17,0.20
CO,100128,Richmond,BC,49.14144,-123.10822,20130224,0.18,0.17,0.19,0.20,0.17,0.12,0.13,0.14,0.15,0.15,0.16,0.15,0.14,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.13
CO,100128,Richmond,BC,49.14144,-123.10822,20130225,0.14,0.14,0.14,0.14,0.12,0.12,0.13,0.14,0.16,0.13,0.13,0.13,0.14,0.14,0.15,0.16,0.14,0.15,0.17,0.16,0.15,0.15,0.15,0.16
CO,100128,Richmond,BC,49.14144,-123.10822,20130226,0.15,0.16,0.20,-999,0.17,0.20,0.23,0.27,0.21,0.17,0.15,-999,0.16,0.16,0.16,0.17,0.21,0.20,0.19,0.17,0.15,0.16,0.15,0.16
CO,100128,Richmond,BC,49.14144,-123.10822,20130227,0.15,0.15,0.16,0.18,0.19,0.21,0.48,0.46,0.41,0.29,0.24,0.17,0.16,0.18,0.18,0.19,0.22,0.26,0.24,0.28,0.28,0.26,0.28,0.28
CO,100128,Richmond,BC,49.14144,-123.10822,20130228,0.22,0.18,0.17,0.16,0.20,0.19,0.25,0.29,0.33,0.31,0.21,0.19,0.18,0.20,0.23,0.20,0.18,0.19,0.22,0.26,0.21,0.19,0.18,0.16
CO,100128,Richmond,BC,49.14144,-123.10822,20130301,0.16,0.15,0.11,-999,0.10,0.11,0.11,0.13,0.13,0.13,0.11,0.11,0.13,0.12,0.14,0.15,0.17,0.17,0.15,0.14,0.13,0.14,0.13,0.13
CO,100128,Richmond,BC,49.14144,-123.10822,20130302,0.12,0.11,0.11,0.11,-999,0.11,0.12,0.14,0.17,0.14,0.16,0.12,0.13,0.13,0.14,0.14,0.12,0.13,0.13,0.14,0.13,0.14,0.15,0.14
CO,100128,Richmond,BC,49.14144,-123.10822,20130303,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.15,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.15,0.22,0.33,0.38,0.41,0.33
CO,100128,Richmond,BC,49.14144,-123.10822,20130304,0.30,0.21,0.21,-999,0.29,0.32,0.61,0.83,0.63,0.22,0.25,0.11,0.14,0.13,0.14,0.15,0.15,0.15,0.24,0.33,0.42,0.41,0.38,0.44
CO,100128,Richmond,BC,49.14144,-123.10822,20130305,0.40,0.37,0.28,0.25,0.24,0.30,0.96,1.13,0.56,0.40,0.12,0.11,0.13,0.15,0.16,0.18,0.23,0.24,0.26,0.27,0.20,0.21,0.27,-999
CO,100128,Richmond,BC,49.14144,-123.10822,20130306,0.27,0.21,0.17,0.13,0.14,0.13,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.15,0.16,0.15,0.17,0.19,0.18,0.19,0.18,0.17,0.15
CO,100128,Richmond,BC,49.14144,-123.10822,20130307,0.15,0.16,0.16,-999,0.17,0.18,0.21,0.21,0.24,0.21,0.19,0.21,0.18,0.18,0.17,0.18,0.18,0.18,0.26,0.40,0.49,0.48,0.74,0.85
CO,100128,Richmond,BC,49.14144,-123.10822,20130308,0.57,0.49,0.51,0.53,0.49,0.54,0.82,1.08,0.39,0.31,0.14,0.12,0.16,0.15,0.15,0.15,0.14,0.15,0.23,0.29,0.40,0.43,0.88,0.48
CO,100128,Richmond,BC,49.14144,-123.10822,20130309,0.43,0.41,0.38,0.40,0.38,0.33,0.31,0.38,0.28,0.23,0.22,0.18,0.17,0.16,0.15,0.16,0.15,0.16,0.23,0.31,0.29,0.28,0.31,0.32
CO,100128,Richmond,BC,49.14144,-123.10822,20130310,0.30,0.29,0.24,-999,0.22,0.22,0.21,0.20,0.22,0.23,0.20,0.17,0.16,0.16,0.16,0.13,0.15,0.15,0.18,0.25,0.41,0.29,0.28,0.29
CO,100128,Richmond,BC,49.14144,-123.10822,20130311,0.20,0.16,0.16,0.16,0.18,0.27,0.29,0.38,0.34,0.26,0.20,0.16,0.16,0.15,0.16,0.14,0.21,0.23,0.29,0.30,0.27,0.17,0.15,0.15
CO,100128,Richmond,BC,49.14144,-123.10822,20130312,0.15,0.14,0.15,0.15,0.15,0.18,0.20,-999,0.23,0.21,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.13,0.12
CO,100128,Richmond,BC,49.14144,-123.10822,20130313,0.12,0.12,0.12,-999,0.12,0.13,0.14,0.16,0.19,0.16,0.15,0.16,0.15,0.16,0.16,0.16,0.18,0.17,0.17,0.16,0.15,0.14,0.14,0.15
CO,100128,Richmond,BC,49.14144,-123.10822,20130314,0.17,0.16,0.15,0.15,0.19,0.28,0.30,0.51,0.38,0.30,0.22,0.18,0.17,0.20,0.19,0.18,0.18,0.18,0.19,0.15,0.15,0.15,0.15,0.15
CO,100128,Richmond,BC,49.14144,-123.10822,20130315,0.13,0.13,0.13,0.13,0.13,0.19,0.27,0.22,0.19,0.15,0.13,0.14,0.14,0.14,0.16,0.14,0.19,0.23,0.23,0.25,0.33,0.26,0.22,0.23
CO,100128,Richmond,BC,49.14144,-123.10822,20130316,0.19,0.18,0.17,-999,0.14,0.15,0.17,0.18,0.16,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13
CO,100128,Richmond,BC,49.14144,-123.10822,20130317,0.14,0.13,0.13,0.14,0.12,0.12,0.13,0.18,-999,0.13,0.13,0.13,0.14,0.17,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.14
CO,100128,Richmond,BC,49.14144,-123.10822,20130318,0.12,0.11,0.12,0.12,0.12,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.17,0.13,0.15,0.17,0.17,0.20,0.22,0.21
CO,100128,Richmond,BC,49.14144,-123.10822,20130319,0.16,0.16,0.15,-999,0.18,0.19,0.34,0.29,0.24,0.21,0.19,0.17,0.21,0.20,0.22,0.19,0.16,0.14,0.14,0.15,0.14,0.14,0.14,0.14
CO,100128,Richmond,BC,49.14144,-123.10822,20130320,0.13,0.12,0.12,0.13,0.13,0.15,0.17,0.15,0.16,0.13,0.14,0.14,-999,0.13,0.14,-999,0.14,0.15,0.15,0.16,0.13,0.13,0.14,0.14
CO,100128,Richmond,BC,49.14144,-123.10822,20130321,0.14,0.14,0.15,0.17,0.26,0.40,0.92,0.33,0.14,0.14,0.14,0.13,0.13,0.14,0.14,0.14,0.16,0.14,0.15,0.13,0.14,0.14,0.14,0.13
CO,100128,Richmond,BC,49.14144,-123.10822,20130322,0.12,0.12,0.12,-999,0.13,0.14,0.18,0.43,0.29,0.16,0.13,0.17,0.14,0.13,0.13,0.13,0.19,0.16,0.17,0.20,0.31,0.28,0.21,0.20
CO,100128,Richmond,BC,49.14144,-123.10822,20130323,0.19,0.20,0.20,0.18,0.16,0.18,0.20,0.22,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.19,0.22,0.24,0.41,0.39,0.26
CO,100128,Richmond,BC,49.14144,-123.10822,20130324,0.19,0.18,0.17,0.17,0.17,0.17,0.19,0.17,0.17,0.20,0.19,0.21,0.20,0.18,0.16,0.18,0.18,0.18,0.26,0.39,0.36,0.26,0.24,0.22
CO,100128,Richmond,BC,49.14144,-123.10822,20130325,0.19,0.18,0.16,-999,0.19,0.20,0.36,0.62,0.25,0.24,0.23,0.19,0.18,0.16,0.16,0.15,0.15,0.15,0.17,0.19,0.24,0.30,0.25,0.30
CO,100128,Richmond,BC,49.14144,-123.10822,20130326,-999,0.32,0.30,0.31,0.40,0.66,1.00,0.68,0.26,0.18,0.21,0.17,0.16,0.16,0.15,0.16,-999,0.15,0.16,-999,0.19,0.23,0.24,0.28
CO,100128,Richmond,BC,49.14144,-123.10822,20130327,0.30,0.28,0.32,0.35,0.45,0.55,0.66,0.73,0.23,0.14,0.13,0.12,-999,0.15,0.13,0.13,0.14,0.13,0.13,0.14,0.20,0.20,0.22,0.25
CO,100128,Richmond,BC,49.14144,-123.10822,20130328,0.25,0.23,0.27,-999,0.32,0.64,0.72,0.68,0.28,0.17,0.15,0.16,0.18,0.17,0.18,0.17,0.17,0.16,0.19,0.22,0.31,0.43,0.43,0.38
CO,100128,Richmond,BC,49.14144,-123.10822,20130329,0.35,0.33,0.33,0.28,0.23,0.22,0.29,0.33,0.19,0.20,0.17,0.17,0.17,0.17,0.16,0.17,0.15,0.16,0.17,0.21,0.30,0.40,0.44,-999
CO,100128,Richmond,BC,49.14144,-123.10822,20130330,0.43,0.39,0.38,0.38,0.42,0.48,0.64,0.56,0.19,0.15,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.18,0.16,0.21,0.24,0.27
CO,100128,Richmond,BC,49.14144,-123.10822,20130331,0.31,0.34,0.37,-999,0.34,0.33,0.37,0.38,0.16,0.11,0.13,0.13,0.15,0.13,0.13,0.12,0.12,0.12,0.13,0.16,0.18,0.21,0.23,0.21
CO,100128,Richmond,BC,49.14144,-123.10822,20130401,0.25,0.26,0.22,0.21,0.24,0.33,0.40,0.27,0.21,0.17,0.12,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.15,0.15,0.18,0.19,0.17
CO,100128,Richmond,BC,49.14144,-123.10822,20130402,0.15,0.16,0.15,0.15,0.14,0.15,0.16,0.17,-999,0.15,0.13,0.12,0.12,0.12,0.13,0.12,0.14,0.13,0.14,0.13,0.15,0.19,0.19,0.18
CO,100128,Richmond,BC,49.14144,-123.10822,20130403,0.21,0.22,0.22,-999,0.19,0.24,0.43,0.43,0.30,0.21,0.17,0.17,0.16,0.15,0.15,0.15,0.14,0.14,0.15,0.16,0.15,0.20,0.29,0.21
CO,100128,Richmond,BC,49.14144,-123.10822,20130404,0.22,0.25,0.22,0.16,0.18,0.24,0.33,-999,0.24,0.24,0.27,0.26,0.27,0.26,0.26,0.20,0.28,0.23,0.16,0.16,0.15,0.14,0.12,0.11
CO,100128,Richmond,BC,49.14144,-123.10822,20130405,0.12,0.12,0.12,0.12,0.13,0.12,0.17,0.19,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.13,0.14,0.20,0.13,0.13,0.13,0.12,0.14,0.15
CO,100128,Richmond,BC,49.14144,-123.10822,20130406,0.15,0.15,0.14,-999,0.12,0.12,0.12,0.15,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.16,0.16
CO,100128,Richmond,BC,49.14144,-123.10822,20130407,0.14,0.15,0.14,0.17,0.15,0.15,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.14,0.14,0.15,0.15,0.16,0.17,0.18,0.19,0.18
CO,100128,Richmond,BC,49.14144,-123.10822,20130408,0.17,0.17,0.16,0.16,0.16,0.23,0.21,0.25,0.21,0.17,0.19,0.17,0.16,0.15,0.16,0.18,0.14,0.15,0.16,0.17,0.17,0.17,0.21,0.24
CO,100128,Richmond,BC,49.14144,-123.10822,20130409,0.21,0.19,0.18,-999,0.16,0.19,0.20,0.18,-999,0.16,0.15,0.15,0.15,0.16,-999,0.16,0.17,0.18,0.20,0.19,0.19,0.19,0.16,0.15
CO,100128,Richmond,BC,49.14144,-123.10822,20130410,0.15,0.15,0.15,0.15,0.15,0.15,0.16,-999,-999,0.14,0.16,0.13,0.17,0.15,0.14,0.13,0.15,0.13,0.13,0.14,0.14,0.16,0.14,0.13
CO,100128,Richmond,BC,49.14144,-123.10822,20130411,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.15,0.16,0.13,0.15,0.34,0.12,0.13,0.13,0.13,0.21,0.16,0.13,0.15,0.24,0.23,0.24,0.30
CO,100128,Richmond,BC,49.14144,-123.10822,20130412,0.21,0.17,0.17,-999,0.16,0.20,0.19,0.18,0.17,0.15,0.14,0.15,0.16,0.15,0.15,0.16,0.16,0.16,0.15,0.15,0.14,0.13,0.13,0.13
CO,100128,Richmond,BC,49.14144,-123.10822,20130413,0.12,0.12,0.13,0.12,0.15,0.15,0.16,0.18,0.17,0.18,0.15,0.14,0.16,0.15,0.14,0.15,0.23,0.14,0.14,0.14,0.20,0.28,0.27,0.27
CO,100128,Richmond,BC,49.14144,-123.10822,20130414,0.20,0.16,0.15,0.15,0.14,0.14,0.15,0.15,0.16,0.18,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.15,0.27,0.29,0.30,0.28
CO,100128,Richmond,BC,49.14144,-123.10822,20130415,0.21,0.19,0.19,-999,0.15,0.19,0.21,0.20,0.17,0.17,0.17,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.17,0.16,0.17,0.16
CO,100128,Richmond,BC,49.14144,-123.10822,20130416,0.21,0.23,0.18,0.18,0.25,0.51,0.75,0.30,-999,0.15,-999,-999,-999,0.13,0.14,0.13,0.13,0.13,0.17,0.15,0.15,0.20,-999,-999
CO,100128,Richmond,BC,49.14144,-123.10822,20130417,-999,0.18,0.16,0.15,0.16,0.18,0.21,0.20,0.15,0.15,0.14,0.14,-999,0.15,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.13
CO,100128,Richmond,BC,49.14144,-123.10822,20130418,0.14,0.12,0.12,-999,0.14,0.17,0.16,0.18,0.14,0.13,0.13,0.13,0.15,0.16,0.17,0.18,0.18,0.18,0.16,0.16,0.15,0.14,0.14,0.16
CO,100128,Richmond,BC,49.14144,-123.10822,20130419,0.13,0.13,0.12,0.12,0.13,0.19,0.21,0.25,0.23,0.24,0.19,0.14,0.16,0.15,0.13,0.14,0.14,0.14,0.14,0.16,0.14,0.15,0.14,0.14
CO,100128,Richmond,BC,49.14144,-123.10822,20130420,0.11,0.11,0.10,0.10,0.11,0.11,0.11,0.12,0.13,0.13,0.14,0.12,0.11,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.15
CO,100128,Richmond,BC,49.14144,-123.10822,20130421,0.13,0.13,0.13,-999,0.12,0.12,0.12,0.13,0.15,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.24,0.23,0.22,0.19
CO,100128,Richmond,BC,49.14144,-123.10822,20130422,0.20,0.21,0.23,0.25,0.33,0.45,0.57,0.28,0.17,0.12,0.13,0.16,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.22,0.29,0.27,0.27
CO,100128,Richmond,BC,49.14144,-123.10822,20130423,0.27,0.27,0.22,0.17,0.22,0.30,0.32,0.30,0.23,0.20,0.18,0.16,0.19,0.16,0.17,0.15,0.14,0.13,0.14,0.13,0.18,0.29,0.30,0.30
CO,100128,Richmond,BC,49.14144,-123.10822,20130424,0.27,0.27,0.28,-999,0.39,0.47,0.59,0.40,0.16,0.13,0.12,0.11,-999,0.13,0.12,0.12,0.12,0.13,0.14,0.17,0.25,0.29,0.27,0.25
CO,100128,Richmond,BC,49.14144,-123.10822,20130425,0.27,0.29,0.29,0.28,0.25,0.27,0.27,0.20,-999,0.22,0.16,0.12,0.11,0.10,0.11,0.10,0.12,0.12,0.14,0.20,0.27,0.23,0.13,0.13
CO,100128,Richmond,BC,49.14144,-123.10822,20130426,0.11,0.12,0.11,0.12,0.11,0.14,0.14,0.13,0.11,0.11,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.13,0.16,0.14,0.16,0.21,0.18,0.15
CO,100128,Richmond,BC,49.14144,-123.10822,20130427,0.13,0.10,0.09,-999,0.09,0.09,0.10,0.10,0.12,0.10,0.12,0.10,-999,-999,0.11,0.11,0.12,0.11,0.11,-999,0.12,0.13,0.14,0.17
CO,100128,Richmond,BC,49.14144,-123.10822,20130428,0.12,0.12,0.16,0.17,0.15,0.19,0.19,0.13,0.13,0.13,0.12,0.12,0.13,0.16,0.13,0.12,0.12,0.12,0.11,0.17,0.16,0.11,0.11,0.11
CO,100128,Richmond,BC,49.14144,-123.10822,20130429,0.11,0.11,0.11,0.11,0.13,0.13,0.14,0.15,0.11,0.11,0.11,0.11,0.12,0.12,0.13,0.13,0.12,0.12,0.12,-999,0.12,0.12,0.12,0.12
CO,100128,Richmond,BC,49.14144,-123.10822,20130430,0.11,0.11,0.12,-999,0.12,0.16,0.18,0.25,0.13,0.11,0.11,0.10,0.12,0.12,0.12,0.12,0.12,0.14,0.14,0.12,0.18,0.20,0.18,0.21
CO,100128,Richmond,BC,49.14144,-123.10822,20130501,0.21,0.21,0.18,0.17,0.16,0.24,0.24,0.18,0.14,0.14,0.13,0.12,0.12,0.12,0.14,-999,0.13,0.13,0.14,0.15,0.15,0.20,0.25,0.24
CO,100128,Richmond,BC,49.14144,-123.10822,20130502,0.21,0.22,0.22,-999,-999,0.37,0.38,-999,-999,0.14,0.14,-999,-999,0.12,0.12,-999,0.11,0.12,0.12,-999,-999,0.15,0.14,-999
CO,100128,Richmond,BC,49.14144,-123.10822,20130503,0.23,0.24,0.23,-999,0.26,0.44,0.35,-999,-999,-999,-999,-999,0.10,0.10,0.11,0.11,0.10,0.10,0.10,0.11,0.14,0.14,0.22,0.24
CO,100128,Richmond,BC,49.14144,-123.10822,20130504,0.15,0.10,0.10,0.10,0.10,0.11,0.11,0.14,0.12,0.11,0.11,0.10,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.15,0.24,0.22,0.22
CO,100128,Richmond,BC,49.14144,-123.10822,20130505,0.19,0.23,0.13,0.18,0.24,0.24,0.25,0.16,0.12,0.12,0.11,0.12,-999,0.16,0.11,0.12,-999,0.12,0.11,-999,0.14,0.19,0.15,-999
CO,100128,Richmond,BC,49.14144,-123.10822,20130506,-999,0.18,0.21,-999,-999,0.31,0.32,-999,0.15,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.15,0.17,0.25,0.23,0.18
CO,100128,Richmond,BC,49.14144,-123.10822,20130507,0.13,0.12,0.13,0.14,0.19,0.18,0.19,0.19,0.15,0.14,0.12,0.12,-999,0.13,0.13,0.13,-999,0.14,0.14,0.15,0.13,0.14,0.14,0.14
CO,100128,Richmond,BC,49.14144,-123.10822,20130508,0.15,0.15,0.14,0.14,0.14,0.17,0.14,0.13,0.12,0.13,0.13,-999,0.12,0.12,-999,-999,-999,0.13,0.14,0.14,0.14,0.13,0.13,-999
CO,100128,Richmond,BC,49.14144,-123.10822,20130509,0.18,0.18,0.16,-999,0.17,0.20,0.15,0.17,0.12,0.13,0.14,-999,-999,0.13,0.12,0.12,-999,0.12,-999,-999,-999,0.15,0.13,0.15
CO,100128,Richmond,BC,49.14144,-123.10822,20130510,0.13,0.13,0.15,0.17,0.19,0.22,0.19,-999,-999,0.14,0.15,-999,0.19,-999,0.13,-999,0.14,0.13,0.15,-999,0.19,0.18,0.20,0.16
CO,100128,Richmond,BC,49.14144,-123.10822,20130511,0.15,0.14,-999,-999,-999,0.16,0.13,0.15,0.18,0.18,0.21,0.16,0.15,0.14,0.15,-999,0.14,0.17,0.18,0.16,0.14,0.16,0.17,-999
CO,100128,Richmond,BC,49.14144,-123.10822,20130512,0.15,0.16,0.16,-999,0.13,0.17,0.13,0.12,0.14,0.16,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.10,0.11,0.11,0.10
CO,100128,Richmond,BC,49.14144,-123.10822,20130513,0.10,0.10,0.10,0.10,0.11,0.13,0.13,0.16,0.14,0.12,0.11,0.11,-999,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.10,0.11,0.10
CO,100128,Richmond,BC,49.14144,-123.10822,20130514,0.10,0.10,0.11,0.11,0.13,0.12,0.14,-999,0.12,0.12,-999,-999,-999,0.12,0.13,0.13,0.12,0.12,0.12,0.13,0.16,0.12,0.12,0.14
CO,100128,Richmond,BC,49.14144,-123.10822,20130515,0.16,0.13,0.14,-999,0.14,0.16,0.18,0.17,0.16,0.15,0.14,0.15,0.14,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12
CO,100128,Richmond,BC,49.14144,-123.10822,20130516,0.14,0.13,0.13,0.14,0.12,0.15,0.18,0.15,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.15,0.13,0.13,0.13,0.13,0.21,0.16,0.15,0.16
CO,100128,Richmond,BC,49.14144,-123.10822,20130517,0.18,0.20,0.18,0.15,0.23,0.27,0.23,0.16,0.13,0.13,0.12,0.12,-999,0.13,0.13,0.13,0.13,0.15,0.16,0.17,0.20,0.19,0.14,0.11
CO,100128,Richmond,BC,49.14144,-123.10822,20130518,0.11,0.11,0.11,-999,0.11,0.11,0.11,0.10,0.12,0.13,0.11,0.11,0.10,0.10,0.11,0.11,0.11,0.11,0.11,-999,0.23,0.23,0.23,0.22
CO,100128,Richmond,BC,49.14144,-123.10822,20130519,0.22,0.25,0.21,0.21,0.10,0.09,0.09,0.09,0.10,0.10,0.11,-999,-999,0.14,0.11,0.11,0.11,0.11,0.10,0.11,0.17,0.26,0.24,0.21
CO,100128,Richmond,BC,49.14144,-123.10822,20130520,0.22,0.24,0.23,0.23,0.22,0.21,0.14,0.14,0.17,0.17,0.14,0.11,-999,0.11,0.11,0.12,0.11,0.11,0.12,0.10,0.11,0.10,0.10,0.11
CO,100128,Richmond,BC,49.14144,-123.10822,20130521,-999,0.10,0.11,-999,0.11,0.11,0.13,-999,-999,-999,0.12,0.12,0.11,0.11,0.12,0.10,0.12,0.12,0.13,0.12,0.13,0.14,0.15,0.16
CO,100128,Richmond,BC,49.14144,-123.10822,20130522,0.14,0.13,0.13,0.14,0.13,0.16,0.16,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.14,0.12,0.11,0.12,0.13,0.13,0.12,0.10,0.10,0.10
CO,100128,Richmond,BC,49.14144,-123.10822,20130523,0.11,0.11,0.12,0.12,0.13,0.16,0.16,0.17,0.14,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.15,0.12,0.12,0.14,0.14,0.14,0.17
CO,100128,Richmond,BC,49.14144,-123.10822,20130524,0.19,0.20,0.21,-999,0.25,0.30,0.19,0.16,0.15,0.15,0.16,0.12,0.12,0.12,0.12,-999,0.12,0.12,0.12,0.13,0.15,0.16,0.16,0.14
CO,100128,Richmond,BC,49.14144,-123.10822,20130525,0.22,0.20,0.17,0.16,0.14,0.16,0.14,0.12,0.12,0.11,0.12,0.11,-999,0.13,0.13,0.12,0.12,0.16,0.13,0.12,0.18,0.19,0.21,0.20
CO,100128,Richmond,BC,49.14144,-123.10822,20130526,0.18,0.17,0.17,0.17,0.15,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.11,0.11,0.11,0.11,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12
CO,100128,Richmond,BC,49.14144,-123.10822,20130527,0.11,0.11,0.11,-999,0.11,0.15,0.16,0.16,0.15,0.12,0.11,0.11,0.10,0.11,0.11,-999,0.14,0.14,0.15,0.13,0.13,0.12,0.12,0.11
CO,100128,Richmond,BC,49.14144,-123.10822,20130528,0.10,0.10,0.09,0.09,0.10,0.10,0.12,0.13,0.11,0.11,0.10,0.10,0.10,0.11,0.11,0.10,0.12,0.13,0.15,0.16,0.16,0.17,0.18,0.17
CO,100128,Richmond,BC,49.14144,-123.10822,20130529,0.11,0.11,0.10,-999,0.13,0.19,0.20,0.14,0.11,0.10,0.10,0.10,0.10,0.12,0.11,0.10,0.12,0.11,0.11,0.11,0.12,0.13,0.12,0.10
CO,100128,Richmond,BC,49.14144,-123.10822,20130530,0.12,0.11,0.10,-999,-999,0.15,0.13,0.13,0.12,0.10,0.11,0.11,0.09,0.11,0.10,0.11,0.11,0.10,0.12,0.12,0.12,0.14,0.13,0.14
CO,100128,Richmond,BC,49.14144,-123.10822,20130531,0.14,0.12,0.11,0.11,0.12,0.14,0.14,0.13,0.11,0.14,0.14,0.11,-999,0.10,0.09,0.10,0.10,0.10,0.10,0.13,0.15,0.24,0.23,0.23
CO,100128,Richmond,BC,49.14144,-123.10822,20130601,0.22,0.18,0.16,0.13,0.13,0.14,0.14,0.13,0.16,0.13,0.13,0.14,0.14,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.10,0.10
CO,100128,Richmond,BC,49.14144,-123.10822,20130602,0.10,0.09,0.09,-999,0.08,0.08,0.08,0.08,0.10,0.10,0.10,0.10,0.10,0.09,0.10,0.10,0.09,0.10,0.36,0.10,0.15,0.17,0.15,0.15
CO,100128,Richmond,BC,49.14144,-123.10822,20130603,0.14,0.15,0.14,0.12,0.14,0.18,0.18,-999,0.13,0.12,0.11,0.11,0.11,0.10,0.10,0.10,0.09,0.09,0.09,0.09,0.11,0.13,0.12,0.13
CO,100128,Richmond,BC,49.14144,-123.10822,20130604,0.15,0.16,0.20,0.18,0.22,0.31,0.22,0.18,0.12,0.11,0.11,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.18,0.14,0.20,0.23,-999
CO,100128,Richmond,BC,49.14144,-123.10822,20130605,-999,0.16,0.15,-999,0.15,0.19,0.20,-999,-999,-999,-999,-999,0.09,0.13,0.11,0.09,0.09,0.09,0.08,0.09,0.10,0.10,0.10,0.11
CO,100128,Richmond,BC,49.14144,-123.10822,20130606,0.09,0.09,0.12,0.11,0.11,0.14,0.12,0.12,0.15,0.14,0.12,-999,-999,0.10,0.11,0.11,0.12,0.12,0.12,0.14,0.11,0.10,0.11,0.11
CO,100128,Richmond,BC,49.14144,-123.10822,20130607,0.09,0.09,0.09,0.09,0.09,0.11,0.13,0.12,0.11,0.11,0.12,0.11,-999,0.10,0.11,0.10,-999,0.10,0.10,0.10,0.10,0.14,0.13,0.10
CO,100128,Richmond,BC,49.14144,-123.10822,20130608,0.11,0.10,0.11,-999,0.10,0.12,0.10,0.09,0.11,0.10,0.10,0.10,-999,0.09,0.10,0.10,0.10,0.09,0.09,0.09,0.11,0.16,0.14,0.16
CO,100128,Richmond,BC,49.14144,-123.10822,20130609,0.20,0.23,0.17,0.17,0.17,0.17,0.11,0.11,0.09,0.09,0.09,0.09,0.10,0.09,0.09,0.09,0.09,0.09,0.10,-999,0.13,0.17,0.15,-999
CO,100128,Richmond,BC,49.14144,-123.10822,20130610,0.13,0.14,0.11,0.12,0.15,0.18,0.15,0.12,0.11,0.10,0.09,0.09,-999,0.09,0.11,0.30,0.12,0.11,0.10,-999,-999,0.15,0.11,-999
CO,100128,Richmond,BC,49.14144,-123.10822,20130611,-999,0.10,0.09,-999,0.09,0.10,0.12,-999,-999,0.11,0.11,0.10,0.10,0.11,0.10,0.10,0.10,0.09,0.09,0.10,0.10,0.11,0.09,0.10
CO,100128,Richmond,BC,49.14144,-123.10822,20130612,0.09,0.09,0.09,0.09,0.09,0.13,0.13,0.14,0.10,0.11,0.11,0.10,0.10,0.09,0.10,0.11,0.10,0.10,0.09,0.09,0.10,0.13,0.16,0.16
