Pollutant:, CO
Units:, ppm
Data is hour ending local standard time.
Note:,Zeros are valid. -999 denotes no data available.

Pollutant,NAPSID,City,P/T,Latitude,Longitude,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130605,0.08,0.08,0.09,0.09,0.09,0.09,0.07,0.09,0.09,0.09,0.09,0.09,0.09,0.10,0.10,0.11,0.12,0.10,0.08,0.10,0.10,0.11,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130606,0.11,0.10,0.10,0.12,0.11,0.10,0.06,0.08,0.08,0.08,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.10,0.10,0.11,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130607,0.11,0.08,0.11,0.10,0.10,0.10,0.07,0.09,0.09,0.08,0.08,0.08,0.09,0.08,0.09,0.09,0.09,0.08,0.07,0.12,0.13,0.17,0.25,0.12
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130608,0.11,0.11,0.12,0.14,0.12,0.12,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.07,0.10,0.10,0.10,0.09,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130609,0.10,0.10,0.10,0.10,0.10,0.10,0.07,0.08,0.08,0.11,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.11,0.16,0.15,0.14,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130610,0.09,0.07,0.09,0.09,0.10,0.10,0.06,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.08,0.09,0.10,0.10,0.15
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130611,0.11,0.10,0.09,0.10,0.09,0.10,0.10,0.13,0.12,0.11,0.09,-999,-999,0.02,0.00,0.00,0.00,0.00,0.09,0.11,0.12,0.10,0.16,0.14
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130612,0.12,0.12,0.11,0.11,0.10,0.11,0.08,0.09,0.09,0.10,0.10,0.08,0.08,0.07,0.08,0.08,0.09,0.09,0.09,0.10,0.09,0.10,0.10,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130613,0.17,0.16,0.16,0.15,0.17,0.15,0.10,0.10,0.09,0.09,0.08,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.10,0.10,0.10,0.12,0.12,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130614,0.10,0.10,0.11,0.11,0.10,0.11,0.09,0.09,0.09,0.10,0.12,0.10,0.11,0.12,0.10,0.09,0.09,0.09,0.12,0.11,0.14,0.11,0.11,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130615,0.10,0.10,0.10,0.10,0.10,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.10,0.10,0.09,0.09,0.08,0.08,0.08,0.07,0.08,0.07,0.08,0.08
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130616,0.09,0.10,0.14,0.11,0.09,0.09,0.07,0.09,0.09,0.08,0.07,0.07,0.09,0.07,0.08,0.07,0.07,0.09,0.08,0.10,0.11,0.10,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130617,0.10,0.10,0.10,0.11,0.10,0.12,0.09,0.09,0.09,0.09,0.10,0.12,0.10,0.10,0.10,0.11,0.13,0.13,0.14,0.13,0.15,0.16,0.13,0.13
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130618,0.12,0.11,0.10,0.10,0.10,0.11,0.09,0.11,0.09,0.12,0.11,0.09,0.09,0.10,0.11,0.12,0.10,0.09,0.12,0.12,0.11,0.12,0.13,0.12
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130619,0.12,0.13,0.13,0.13,0.13,0.13,0.10,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.13,0.12,0.11,0.10,0.09,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130620,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.09,0.11,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.17,0.11,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130621,0.10,0.10,0.10,0.10,0.10,0.11,0.09,0.10,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.11,0.10,0.11,0.12,0.10,0.11,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130622,0.11,0.11,0.14,0.11,0.11,0.11,0.11,0.10,0.10,0.09,0.09,0.10,0.09,0.10,0.10,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130623,0.09,0.09,0.09,0.09,0.10,0.10,0.09,0.09,0.09,0.08,0.08,0.09,0.14,0.21,0.15,0.15,0.14,0.13,0.13,0.14,0.16,0.14,0.13,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130624,0.13,0.14,0.17,0.18,0.21,0.23,0.21,0.16,0.11,0.10,0.10,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.10,0.10,0.09,0.09,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130625,0.10,0.11,0.10,0.22,0.13,0.12,0.13,0.15,0.17,0.13,0.15,0.14,0.14,0.12,0.12,0.12,0.11,0.10,0.09,0.10,0.10,0.11,0.09,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130626,0.09,0.09,0.09,0.09,0.10,0.10,0.10,0.10,0.11,0.11,0.11,0.11,0.14,0.12,0.19,0.16,0.12,0.10,0.09,0.10,0.09,0.09,0.10,0.08
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130627,0.08,0.07,0.07,0.07,0.07,0.07,0.09,0.10,0.09,0.10,0.12,0.11,0.13,0.12,0.13,0.14,0.13,0.13,0.11,0.10,0.10,0.09,0.10,0.08
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130628,0.08,0.08,0.09,0.10,0.10,0.10,0.08,0.08,0.08,0.08,0.08,0.09,0.06,0.06,0.06,0.07,0.08,0.08,0.09,0.09,0.12,0.10,0.09,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130629,0.09,0.09,0.09,0.09,0.09,0.09,-999,0.09,0.08,0.07,0.08,0.09,0.09,0.08,0.08,0.07,0.08,0.06,0.06,0.07,0.07,0.07,0.06,0.06
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130630,0.06,0.06,0.06,0.06,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.07,0.07,0.06,0.06,0.06,0.07,0.07
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130701,0.07,0.07,0.07,0.07,0.07,0.07,0.09,0.08,0.08,0.08,0.08,0.09,0.09,0.10,0.11,0.10,0.10,0.10,-999,0.10,0.11,0.11,0.11,0.12
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130702,0.14,0.15,0.17,0.16,0.14,0.10,0.10,0.10,0.10,0.10,0.10,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.10,0.13,0.13,0.10,0.10,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130703,0.09,0.10,0.10,0.10,0.10,0.09,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.10,0.12,0.14,0.12,0.11,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130704,0.10,0.10,0.11,0.12,0.13,0.13,0.10,0.11,0.10,0.10,0.11,0.12,0.14,0.16,0.19,0.17,0.12,0.11,0.13,0.13,0.17,0.19,0.24,0.35
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130705,0.37,0.31,0.28,0.23,0.21,0.20,0.16,0.21,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.16,0.13,0.14,0.15,0.16,0.16,0.15,0.14,0.14
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130706,0.14,0.15,0.15,0.15,0.16,0.16,0.17,0.18,0.21,0.29,0.33,0.30,0.30,0.30,0.33,0.37,0.39,0.43,0.51,0.48,0.41,0.41,0.40,0.36
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130707,0.31,0.32,0.32,0.31,0.33,0.29,0.25,0.22,0.21,0.18,0.20,0.18,0.16,0.16,0.15,0.15,0.15,0.15,-999,0.17,0.16,0.14,0.11,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130708,0.10,0.10,0.10,0.10,0.10,0.10,0.08,0.08,0.09,0.09,0.11,0.11,0.10,0.11,0.10,0.10,0.08,0.07,0.11,0.14,0.15,0.14,0.15,0.13
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130709,0.11,0.11,0.12,0.11,0.11,0.13,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.09,0.08,0.09,0.10,0.12,0.17,0.28,0.15
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130710,0.12,0.15,0.25,0.16,0.10,0.11,0.09,0.07,0.07,0.09,0.08,0.09,0.09,0.10,0.10,0.10,0.10,0.09,0.11,0.14,0.16,0.16,0.20,0.15
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130711,0.15,0.12,0.14,0.15,0.17,0.12,0.10,0.10,0.11,0.10,0.11,0.12,0.11,0.10,0.11,0.10,0.10,0.11,0.13,0.16,0.16,0.16,0.16,0.16
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130712,0.16,0.16,0.16,0.15,0.15,0.13,0.11,0.12,0.13,0.09,0.08,0.08,0.09,0.09,0.10,0.10,0.10,0.11,0.12,0.13,0.14,0.15,0.16,0.18
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130713,0.14,0.14,0.15,0.14,0.16,0.21,0.17,0.13,0.12,0.11,0.11,0.12,0.13,0.19,0.17,0.15,0.16,0.16,0.14,0.17,0.18,0.15,0.17,0.15
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130714,0.14,0.13,0.14,0.15,0.11,0.11,0.13,0.13,0.13,0.13,0.11,0.13,0.15,0.15,0.14,0.14,0.14,0.15,0.13,0.15,0.13,0.15,0.16,0.15
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130715,0.15,0.14,0.12,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.20,0.19,0.21,0.15,0.15,0.12,0.13,0.12,0.14,0.17,0.18
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130716,0.17,0.11,0.11,0.09,0.10,0.10,0.09,0.10,0.09,0.09,0.09,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.10,0.11,0.11,0.12,0.11,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130717,0.15,0.12,0.10,0.10,0.10,0.10,0.09,0.09,0.09,0.08,0.08,0.08,0.10,0.09,0.10,0.14,0.17,0.24,0.28,0.32,0.25,0.21,0.14,0.16
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130718,0.19,0.23,0.23,0.25,0.22,0.16,0.12,0.11,0.12,0.13,0.12,0.13,0.14,0.16,0.14,0.14,0.15,0.16,0.14,0.17,0.15,0.18,0.15,0.16
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130719,0.16,0.15,0.16,0.15,0.17,0.19,0.16,0.16,0.12,0.08,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.17,0.19,0.19,0.19,0.19,0.21
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130720,0.14,0.11,0.11,0.10,0.11,0.11,0.11,0.12,0.13,0.14,0.14,0.14,0.15,0.13,0.13,0.13,0.13,0.13,0.10,0.11,0.10,0.09,0.09,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130721,0.09,0.08,0.09,0.08,0.08,0.09,0.09,0.10,0.10,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130722,0.09,0.09,0.09,0.08,0.08,0.08,0.10,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.09,0.08,0.08,0.08,0.08
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130723,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.09,0.09,0.10,0.09,0.10,0.10,0.10,0.10,0.09,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130724,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.05,0.05,0.05,0.05,0.05,0.06,0.08,0.08,0.08,0.10,0.09,0.09,0.09,0.08,0.08
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130725,0.07,0.07,0.06,0.06,0.06,0.06,0.11,0.06,0.07,0.06,0.06,0.07,0.08,0.08,0.08,0.09,0.09,0.10,0.11,0.11,0.09,0.08,0.07,0.07
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130726,0.07,0.07,0.07,0.08,0.08,0.09,0.10,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.11,0.11,0.10,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130727,0.10,0.11,0.10,0.10,0.10,0.10,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.08,0.07,0.07,0.06,0.08,0.07,0.07,0.07,0.08,0.07,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130728,0.09,0.09,0.09,0.10,0.09,0.10,0.11,0.10,0.13,0.11,0.14,0.11,0.13,0.11,0.12,0.11,0.10,0.10,0.09,0.11,0.09,0.09,0.08,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130729,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.10,0.10,0.10,0.09,0.10,0.10,0.11,0.10,0.10,0.10,0.11,0.11,0.14,0.16,0.14,0.12,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130730,0.11,0.10,0.10,0.10,0.10,0.09,0.09,0.09,0.08,0.09,0.07,0.08,0.09,0.10,0.10,0.09,0.12,0.11,0.10,0.10,0.09,0.09,0.09,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130731,0.09,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.06,0.07,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.08,0.09,0.10,0.10,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130801,0.10,0.10,0.10,0.12,0.11,0.11,0.11,0.10,0.09,0.09,0.09,0.10,0.10,0.10,0.11,0.13,0.14,0.13,0.14,0.15,0.12,0.11,0.11,0.12
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130802,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.09,0.10,0.10,0.13,0.17,0.19,0.20,0.22,0.19
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130803,0.17,0.17,0.17,0.16,0.10,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.13,0.11,0.11,0.11,0.11,0.12,0.17,0.13,0.11,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130804,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.10,0.10,0.11,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.15,0.13,0.12
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130805,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.10,0.11,0.11,0.10,0.11,0.12,0.14,0.15,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130806,0.11,0.11,0.10,0.11,0.09,0.11,0.10,0.12,0.12,0.15,0.16,0.16,0.15,0.15,0.14,0.14,0.15,0.14,0.11,0.13,0.17,0.12,0.11,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130807,0.10,0.10,0.09,0.09,0.08,0.09,0.08,-999,-999,-999,0.10,0.11,0.11,0.11,0.12,0.12,0.13,0.13,0.08,0.08,0.10,0.11,0.11,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130808,0.10,0.10,0.09,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.09,0.16,0.19,0.10,0.08,0.07
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130809,0.07,0.07,0.08,0.07,0.06,0.06,0.10,0.10,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.09,0.07,0.07,0.07,0.08
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130810,0.08,0.07,0.07,0.07,0.07,0.08,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130811,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.10,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130812,0.09,0.09,0.10,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.10,0.09,0.09,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130813,0.10,0.10,0.10,0.09,0.10,0.11,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.10,0.09,0.09,0.09,0.09,0.09,0.10,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130814,0.10,0.10,0.10,0.11,0.11,0.13,0.14,0.15,0.14,0.11,0.09,0.10,0.09,0.10,0.09,0.11,0.10,0.10,0.10,0.09,0.09,0.09,0.09,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130815,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.10,0.09,0.10,0.09,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.07,0.08,0.08
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130816,0.07,0.07,0.08,0.07,0.07,0.07,0.08,0.09,0.07,0.08,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.10,0.21,0.16,0.12,0.11,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130817,0.11,0.11,0.12,0.11,0.11,0.11,0.08,0.08,0.07,0.07,0.07,0.07,0.08,0.08,0.07,0.07,0.08,0.07,0.09,0.11,0.11,0.09,0.10,0.14
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130818,0.11,0.10,0.11,0.11,0.12,0.12,0.10,0.10,0.10,0.10,0.09,0.09,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.09,0.09,0.10,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130819,0.09,0.10,0.10,0.09,0.09,0.10,0.10,0.10,0.10,0.10,0.11,0.10,0.11,0.11,0.11,0.11,0.12,0.12,0.13,0.12,0.11,0.10,0.13,0.14
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130820,0.10,0.08,0.08,0.07,0.08,0.08,0.09,0.11,0.09,0.10,0.14,0.12,0.11,0.11,0.10,0.11,0.10,0.11,0.12,0.17,0.14,0.12,0.13,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130821,0.11,0.11,0.11,0.11,0.11,0.11,0.10,0.09,0.09,0.09,0.09,0.09,0.09,0.11,0.10,0.10,0.10,0.11,0.08,0.09,0.09,0.09,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130822,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.13,0.13
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130823,0.13,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.12,0.12,0.11,0.11,0.12,0.12,0.13,0.10,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130824,0.10,0.10,0.10,0.09,0.10,0.10,0.10,0.11,0.10,0.10,0.10,0.09,0.09,0.09,0.11,0.08,0.18,0.12,0.10,0.12,0.17,0.15,0.14,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130825,0.11,0.10,0.10,0.10,0.10,0.10,0.09,0.09,0.08,0.08,0.07,0.08,0.08,0.09,0.08,0.09,0.09,0.09,0.13,0.18,0.20,0.14,0.11,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130826,0.10,0.10,0.10,0.09,0.10,0.10,0.09,0.10,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.08,0.08,0.08
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130827,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.10,0.10,0.10,0.10,0.11,0.10,0.10,0.10,0.09,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130828,0.10,0.10,0.10,0.10,0.10,0.11,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.10,0.11,0.11,0.09,0.11,0.10,0.09,0.09,0.08,0.08
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130829,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.09,0.10,0.11,0.13,0.10,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130830,0.09,0.09,0.09,0.09,0.09,0.09,0.10,0.11,0.11,0.12,0.13,0.14,0.12,0.14,0.16,0.15,0.15,0.13,0.14,0.14,0.18,0.15,0.11,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130831,0.10,0.09,0.09,0.09,0.10,0.10,0.10,0.11,0.07,0.09,0.12,0.10,0.06,0.06,0.06,0.05,0.04,0.04,0.12,0.14,0.19,0.19,0.17,0.22
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130901,0.17,0.11,0.10,0.10,0.10,0.10,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.11,0.11,0.11,0.11,0.12,0.11,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130902,0.11,0.10,0.11,0.10,0.09,0.09,0.07,0.08,0.08,0.08,0.09,0.09,0.10,0.10,0.09,0.10,0.09,0.09,0.12,0.11,0.10,0.11,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130903,0.09,0.10,0.09,0.09,0.09,0.10,0.11,0.11,0.10,0.10,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130904,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.11,0.11,0.11,0.11,0.10,0.11,0.11,0.11,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130905,0.09,0.09,0.09,0.09,0.10,0.11,0.15,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.14,0.11,0.08,0.09,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130906,0.08,0.08,0.08,0.09,0.09,0.09,0.10,0.10,0.09,0.10,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.10,0.10,0.11,0.10,0.11,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130907,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.11,0.10,0.09,0.10,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130908,0.09,0.09,0.10,0.09,0.09,0.10,0.10,0.10,0.10,0.09,0.10,0.09,0.10,0.09,0.10,0.10,0.10,0.11,0.11,0.10,0.10,0.10,0.10,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130909,0.10,0.10,0.11,0.11,0.11,0.11,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.12,0.09,0.09,0.09,0.09,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130910,0.08,0.09,0.08,0.08,0.08,0.09,0.10,0.10,0.10,0.10,0.09,0.10,0.10,0.09,0.10,0.10,0.10,0.11,0.09,0.10,0.10,0.10,0.11,0.11
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130911,0.11,0.12,0.12,0.10,0.10,0.11,0.10,0.11,0.09,0.09,0.10,0.11,0.10,0.09,0.09,0.11,0.09,0.08,0.09,0.10,0.08,0.08,0.08,0.09
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130912,0.08,0.08,0.08,0.08,0.08,0.08,0.11,0.12,0.12,0.11,0.12,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.14,0.14,0.14
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130913,0.15,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.14,0.13,0.11,0.10,0.09,0.09,0.10,0.11,0.10,0.09,0.10,0.08,0.07,0.07
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130914,0.07,0.06,0.07,0.06,0.05,0.05,0.07,0.07,0.07,0.07,0.08,0.09,0.10,0.09,0.09,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130915,0.09,0.13,0.08,0.05,0.05,0.05,0.07,0.08,0.08,0.08,0.08,0.09,0.09,0.11,0.12,0.12,0.13,0.11,0.09,0.09,0.10,0.11,0.11,0.10
CO,010501,Grand Falls-Windsor,NL,48.92696,-55.65966,20130916,0.10,0.11,0.10,0.10,0.10,0.11,0.10,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.08,0.08,0.10,0.11,0.11,0.11,0.11,0.11
