File generated on // Fichier créé sur, 2022-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant:, CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités, ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant//Polluant,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/4/2009,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/5/2009,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/6/2009,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.3,0.4,0.3,0.3,0.3,0.3
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/7/2009,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.3,0.3,0.4,0.3,0.2,0.2,0.3,0.4,0.3,0.4
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/8/2009,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/9/2009,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.3,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/10/2009,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/11/2009,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.3,0.2,0.2,0.2,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/12/2009,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.6,0.7,0.7,0.7,0.9
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/13/2009,0.4,0.3,0.3,0.4,0.3,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/14/2009,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/15/2009,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/16/2009,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/17/2009,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.4,0.3,0.3
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/18/2009,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/19/2009,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/20/2009,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,-999,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.4,0.4,0.5,0.5
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/21/2009,0.6,0.5,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/22/2009,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.4,1,0.5,0.4
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/23/2009,0.5,0.4,0.5,0.5,0.4,0.6,0.6,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/24/2009,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.2,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/25/2009,0.2,0.2,0.2,0.3,0.4,0.3,0.4,0.6,0.5,0.3,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/26/2009,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/27/2009,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.3,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/28/2009,0.2,0.3,0.3,0.2,0.2,0.1,0.2,0.3,0.3,0.5,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.4,0.3,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/29/2009,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/30/2009,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.4,0.2,0.1,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,8/31/2009,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/1/2009,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.3,0.3
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/2/2009,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/3/2009,0.1,0.2,0.2,0.1,0.2,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/4/2009,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/5/2009,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.5,0.5,0.4,0.3
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/6/2009,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/7/2009,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.2,0.2,0.2,0.1,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/8/2009,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.5,0.2,0.1,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/9/2009,0.2,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,1,0.7,0.7,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/10/2009,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.2,-999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/11/2009,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0,0.1,0.2,0.5,1,1.1,1.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/12/2009,0.7,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/13/2009,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/14/2009,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.4,0.3,0.4,0.5,0.3,0.4,0.2,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/15/2009,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.5,0.5
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/16/2009,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.3,0.3,0.3,0.2,0.1,0.1,0.1,0.2,0.2,0.3,0.5,0.4,0.2,0.1,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/17/2009,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-999,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/18/2009,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.2,0.2,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/19/2009,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/20/2009,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/21/2009,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0,0,0,0,0,0,0.2,0.2,0.2,0.1,0.1,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/22/2009,0.1,0.1,0.1,0.1,0.1,0,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.4,0.6,0.3,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/23/2009,0.1,0.1,0.1,0.1,0.1,0,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/24/2009,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/25/2009,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.8,1.1,0.9,0.5,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/26/2009,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.2,0.1,0.1,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/27/2009,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/28/2009,0,0,0,0,0,0.1,0.1,0.5,0.5,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/29/2009,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,9/30/2009,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/1/2009,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/2/2009,0,0.1,0,0,0,0,0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/3/2009,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/4/2009,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/5/2009,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.2,0.1,0.1,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/6/2009,0,0,0,0,0,0,0,0.2,0.2,0.1,0.1,0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0,0,0,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/7/2009,0,0,0,0,0,0,0.1,0.1,0.1,-999,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/8/2009,0,0,0,0,0,0,0,0.1,0.2,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/9/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/10/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/11/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/12/2009,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/13/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/14/2009,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/15/2009,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0,0,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0,0,0.1,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/16/2009,0.1,0,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/17/2009,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.1,0,0,0,0.1,0.6,1,1.4,0.8,0.3,0.3,0.3
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/18/2009,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/19/2009,0.1,0.1,0.1,0,0.1,0,0.1,0.3,0.2,0.1,0,0,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.2,0.1,0.1,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/20/2009,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0,0,0,0.1,0,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/21/2009,0.1,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/22/2009,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/23/2009,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.5,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.5,0.4,0.1,0.1,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/24/2009,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/25/2009,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.5,0.7,0.4,0.2,0.1,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/26/2009,0.1,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/27/2009,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0.1,0.1,-999,0.1,0,0,0,0,0,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/28/2009,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/29/2009,0,0,0,0,0,0,0.2,0.3,0.3,0.2,0.1,0.1,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/30/2009,0,0,0,0,0,0,0,0.3,0.2,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,10/31/2009,0.6,0.4,0.3,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/1/2009,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/2/2009,0,0,0,0,0,0,0.2,0.3,0.3,0.3,0.3,0.2,0.1,0,0.1,0.1,0.1,0.2,0,0,0,0,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/3/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.2,0.3,0.1,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/4/2009,0.1,0.1,0.1,0.1,0,0,0,0.3,0.7,0.3,0.1,0.2,0.1,0,-999,0.1,0.1,0.3,0.6,0.7,0.2,0.1,0.1,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/5/2009,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.3,0.3,0.3,0.1,0,0,0,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/6/2009,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/7/2009,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0.2,0.1,0.1,0.1,0.1,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/8/2009,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0.2,0.1,0.1,0,0,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/9/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,0.1,0.1,0.1,0.1,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/10/2009,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,-999,0.1,0.1,0.1,0.4,0.6,1.2,1.2,1.4,0.4,0.1,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/11/2009,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/12/2009,0.1,0.1,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0.3,0.2,0.1,0.1,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/13/2009,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.3,0.7,0.3,0.1,0,0,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/14/2009,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/15/2009,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/16/2009,0,0,0,0,0,0,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0,0,0.1,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/17/2009,0,0,0,0,0,0,0.1,0.2,0.4,0.4,0.4,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/18/2009,0,0,0,0,0,0,0.1,0.4,0.3,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/19/2009,0.1,0,0,0,0,0,0.1,0.4,0.5,0.4,0.3,0.2,0.2,0.1,0.1,0.1,0.2,0.3,0.2,0.1,0.1,0.2,0.1,0.2
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/20/2009,0.2,0.2,0,0,0.1,0,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.1,0,0,0,0,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/21/2009,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/22/2009,0,0,0,0,0,0,0,0.1,0.1,0,0,0.1,0,0,0,0,0.1,0.3,0.4,0.7,0.8,0.5,0.4,0.3
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/23/2009,0.2,0.2,0.2,0.2,0.1,0.1,0,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0,0.2,0.5,0.2,0.5,0.1,0.1,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/24/2009,0,0,0,0,0,0,0,0.1,0.2,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/25/2009,0,0,0,0,0,0.1,0.3,0.5,0.4,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.2,0.1,0.1,0.1,0.1,0.1
CO,80211,Saskatoon,SK,52.13613,-106.66293,11/26/2009,0,0,0,0,0,0,0.1,0.2,0.3,0.3,0.3,0.1,0.1,0.1,0.1,-999,0.2,0.2,0.2,0.3,0.1,0.1,0.1,0.1
