Pollutant:, CO
Units:, ppm
Data is hour ending local standard time.
Note:,Zeros are valid. -999 denotes no data available.

Pollutant,NAPSID,City,P/T,Latitude,Longitude,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141111,0.14,0.12,0.14,0.14,0.12,0.12,0.13,0.16,0.12,0.12,0.13,0.13,0.13,0.14,0.15,0.16,0.13,0.12,0.13,0.14,0.16,0.17,0.22,0.22
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141112,0.20,0.17,-999,0.17,0.22,0.26,0.62,0.38,0.35,0.33,0.25,0.26,0.21,0.24,0.37,0.37,0.21,0.23,0.24,0.19,0.19,0.19,0.20,0.15
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141113,0.15,0.15,0.15,0.12,0.17,0.24,0.63,0.39,0.24,0.29,0.30,0.24,0.19,0.18,0.22,0.37,0.37,0.20,0.23,0.24,0.22,0.24,0.25,0.24
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141114,0.22,0.37,0.28,0.17,0.17,0.31,0.74,0.48,0.29,0.31,0.39,0.25,0.30,0.24,0.29,0.27,0.30,0.26,0.37,0.29,0.32,0.30,0.21,0.18
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141115,0.18,0.19,-999,0.14,0.16,0.17,0.22,0.24,0.19,0.19,0.28,0.20,0.20,0.19,0.19,0.25,0.28,0.19,0.20,0.23,0.23,0.22,0.21,0.19
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141116,0.22,0.16,0.16,0.14,0.18,0.18,0.19,0.22,0.21,0.18,0.20,0.23,0.26,0.26,0.26,0.37,0.38,0.30,0.24,0.26,0.22,0.23,0.19,0.16
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141117,0.26,0.14,0.19,0.13,0.14,0.22,0.68,0.45,0.24,0.23,0.18,0.17,0.35,0.46,0.44,0.37,0.43,0.43,0.30,0.26,0.23,0.18,0.17,0.14
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141118,0.14,0.14,-999,0.12,0.14,0.25,0.45,0.30,0.33,0.38,0.37,0.39,0.34,0.32,0.27,0.29,0.55,0.39,0.29,0.25,0.23,0.23,0.20,0.15
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141119,0.15,0.17,0.21,0.15,0.16,0.21,0.36,0.44,0.26,0.28,0.39,0.80,0.52,0.43,0.35,0.70,0.57,0.69,0.51,0.43,0.31,0.30,0.18,0.16
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141120,0.14,0.16,0.14,0.13,0.12,0.12,0.19,0.18,0.21,0.23,0.19,0.21,0.21,0.31,0.33,0.87,0.25,0.21,0.27,0.22,0.19,0.20,0.19,0.18
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141121,0.15,0.16,-999,0.14,0.14,0.14,0.23,0.19,0.26,0.27,0.21,0.21,0.16,0.18,0.13,0.13,0.14,0.13,0.12,0.15,0.21,0.14,0.13,0.13
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141122,0.12,0.12,0.13,0.19,0.17,0.18,0.18,0.19,0.18,0.18,0.16,0.16,0.18,0.17,0.17,0.17,0.26,0.27,0.18,0.20,0.23,0.19,0.18,0.15
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141123,0.16,0.16,0.18,0.16,0.13,0.13,0.12,0.15,0.17,0.15,0.15,0.15,0.14,0.14,0.14,0.22,0.16,0.14,0.15,0.16,0.16,0.17,0.19,0.16
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141124,0.14,0.12,-999,0.12,0.14,0.16,0.28,0.16,0.24,0.20,0.21,0.23,0.19,0.16,0.20,0.17,0.17,0.15,0.14,0.13,0.12,0.12,0.12,0.15
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141125,0.13,0.16,0.14,0.14,0.16,0.30,0.36,0.32,0.25,0.26,0.17,0.21,0.37,0.22,0.33,0.19,0.16,0.13,0.12,0.12,0.12,0.14,0.14,0.14
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141126,0.12,0.13,0.11,0.11,0.12,0.13,0.21,0.31,0.25,0.55,0.58,0.31,0.20,0.32,0.25,0.23,0.20,0.18,0.17,0.15,0.15,0.14,0.13,0.12
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141127,0.14,0.14,-999,0.15,0.18,0.13,0.16,0.17,0.24,0.28,0.25,0.16,0.16,0.14,0.14,0.17,0.14,0.13,0.13,0.13,0.12,0.13,0.11,0.12
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141128,0.12,0.12,0.11,0.12,0.13,0.14,0.16,0.16,0.16,0.16,0.17,0.17,0.16,0.17,0.20,0.19,0.15,0.15,0.16,0.14,0.13,0.15,0.14,0.13
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141129,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.15,0.17,0.17,0.15,0.16,0.16,0.18,0.19,0.22,0.27,0.27,0.26,0.24,0.21,0.19
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141130,0.22,0.18,-999,0.21,0.22,0.23,0.23,0.26,0.22,0.20,0.18,0.21,0.30,0.30,0.30,0.41,0.37,0.39,0.35,0.29,0.25,0.29,0.26,0.24
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141201,0.18,0.18,0.19,0.18,0.19,0.43,0.46,0.46,0.29,0.42,0.34,0.30,0.37,0.47,0.38,0.39,0.46,0.32,0.33,0.29,0.25,0.27,0.23,0.22
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141202,0.21,0.19,0.16,0.15,0.16,0.23,0.60,0.53,0.36,0.29,0.27,0.38,0.23,0.21,0.27,0.37,0.33,0.30,0.33,0.31,0.29,0.26,0.28,0.25
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141203,0.26,0.18,-999,0.23,0.18,0.66,0.47,0.53,0.34,0.28,0.51,0.44,0.49,0.53,0.38,0.33,0.59,0.32,0.30,0.24,0.22,0.33,0.29,0.22
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141204,0.18,0.18,0.29,0.18,0.16,0.39,0.34,0.50,0.43,0.30,0.24,0.26,0.25,0.35,0.42,0.81,0.53,0.33,0.39,0.33,0.41,0.34,0.39,0.35
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141205,0.42,0.34,0.30,0.27,0.30,0.31,0.32,0.54,0.49,0.50,0.38,0.52,0.40,0.30,0.26,0.30,0.28,0.23,0.53,0.67,0.48,0.65,0.51,0.48
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141206,0.26,0.20,-999,0.19,0.16,0.16,0.19,0.18,0.17,0.20,0.20,0.24,0.21,0.22,0.21,0.21,0.20,0.23,0.24,0.23,0.20,0.18,0.17,0.15
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141207,0.15,0.15,0.15,0.14,0.13,0.14,0.16,0.16,0.16,0.17,0.19,0.18,0.24,0.29,0.29,0.25,0.18,0.17,0.16,0.21,0.22,0.21,0.19,0.30
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141208,0.19,0.14,0.11,0.10,0.11,0.11,0.16,0.14,0.16,-999,0.16,0.20,0.19,0.19,0.19,0.17,0.12,0.11,0.10,0.12,0.11,0.11,0.11,0.12
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141209,0.11,0.11,-999,0.12,0.12,0.13,0.15,0.16,0.15,0.17,0.18,0.18,0.17,0.17,0.18,0.22,0.19,0.17,0.18,0.17,0.17,0.14,0.14,0.14
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141210,0.14,0.12,0.11,0.11,0.11,0.12,0.15,0.16,0.19,0.19,0.22,0.25,0.25,0.20,0.20,0.17,0.16,0.14,0.22,0.24,0.14,0.15,0.16,0.19
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141211,0.13,0.13,0.13,0.13,0.17,0.14,0.20,0.19,0.17,0.19,0.33,0.19,0.16,0.19,0.14,0.18,0.15,0.13,0.15,0.14,0.14,-999,-999,-999
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141212,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141213,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141214,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141215,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.41,0.74,0.37,0.32,0.80,0.61,0.43,0.39,0.40,0.33,0.39,0.40,0.29,0.25
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141216,0.26,0.23,0.23,0.28,0.24,0.27,0.25,0.20,0.26,0.21,0.18,0.18,0.23,0.18,0.19,0.18,0.19,0.15,0.13,0.12,0.13,0.15,0.13,0.16
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141217,0.13,0.11,0.20,0.17,0.15,0.19,0.49,0.28,0.27,0.30,0.26,0.17,0.28,0.22,0.21,0.21,0.16,0.15,0.17,0.14,0.13,0.13,0.14,0.12
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141218,0.13,0.14,-999,0.13,0.12,0.14,0.15,0.19,0.24,0.21,0.24,0.22,0.22,0.20,0.21,0.22,0.15,0.15,0.17,0.14,0.15,0.14,0.17,0.14
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141219,0.15,0.17,0.17,0.16,0.15,0.16,0.23,0.20,0.34,0.24,0.24,0.24,0.30,0.22,0.25,0.19,0.19,0.17,0.17,0.17,0.18,0.15,0.14,0.13
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141220,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.18,0.15,0.16,0.16,0.17,0.13,0.13,0.14,0.15,0.16,0.15,0.14,0.13,0.14,0.20,0.19
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141221,0.17,0.15,-999,0.15,0.20,0.22,0.25,0.20,0.18,0.17,0.17,0.21,0.21,0.24,0.31,0.24,0.27,0.22,0.19,0.22,0.22,0.23,0.25,0.28
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141222,0.26,0.22,0.25,0.19,0.21,0.21,0.29,0.34,0.35,0.35,0.26,0.24,0.29,0.29,0.29,0.22,0.23,0.19,0.18,0.20,0.17,0.16,0.17,0.15
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141223,0.17,0.17,0.15,0.15,0.16,0.16,0.19,0.26,0.18,0.17,0.13,0.13,0.19,0.20,0.19,0.14,0.18,0.18,0.21,0.17,0.21,0.19,0.18,0.18
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141224,0.13,0.14,-999,0.18,0.19,0.23,0.32,0.28,0.26,0.20,0.17,0.17,0.14,0.14,0.14,0.18,0.29,0.26,0.27,0.26,0.20,0.22,0.20,0.19
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141225,0.17,0.15,0.14,0.14,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.18,0.21,0.17,0.19,0.28,0.24,0.25,0.23,0.21,0.16,0.19,0.17
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141226,0.14,0.14,0.17,0.14,0.15,0.18,0.14,0.18,0.17,0.19,0.19,0.20,0.15,0.15,0.17,0.17,0.26,0.18,0.22,0.20,0.17,0.15,0.15,0.14
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141227,0.15,0.16,-999,0.19,0.18,0.17,0.16,0.16,0.18,0.17,0.23,0.19,0.17,0.18,0.20,0.21,0.21,0.22,0.20,0.18,0.15,0.18,0.19,0.17
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141228,0.17,0.20,0.15,0.17,0.13,0.18,0.19,0.20,0.21,0.20,0.18,0.20,0.28,0.28,0.34,0.24,0.20,0.20,0.19,0.18,0.20,0.17,0.16,0.14
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141229,0.13,0.13,0.14,0.13,0.14,0.19,0.34,0.19,0.21,0.16,0.18,0.18,0.19,0.20,0.16,0.14,0.24,0.25,0.21,0.23,0.24,0.23,0.17,0.16
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141230,0.17,0.15,-999,0.16,0.17,0.21,0.36,0.36,0.27,0.34,0.31,0.32,0.23,0.17,0.20,0.23,0.36,0.33,0.28,0.29,0.23,0.25,0.24,0.21
CO,100121,North Vancouver,BC,49.30147,-123.02042,20141231,0.21,0.21,0.24,0.21,0.21,0.23,0.32,0.47,0.46,0.29,0.26,0.23,0.28,0.30,0.32,0.45,0.41,0.36,0.33,0.26,0.28,0.29,0.23,-999
CO,100127,Surrey,BC,49.13293,-122.69422,20140101,0.22,0.20,0.19,0.16,0.13,0.14,0.13,0.17,0.17,0.17,0.19,0.18,0.18,0.18,0.18,0.23,0.24,0.24,0.20,0.21,0.23,0.15,0.14,0.17
CO,100127,Surrey,BC,49.13293,-122.69422,20140102,0.16,0.14,0.13,0.13,0.12,0.15,0.17,0.20,0.14,0.16,0.13,0.15,0.16,0.18,0.16,0.12,0.11,0.14,0.21,0.15,0.13,0.10,0.10,0.11
CO,100127,Surrey,BC,49.13293,-122.69422,20140103,0.11,0.11,-999,0.12,0.17,0.19,0.22,0.23,0.18,0.15,0.24,0.19,0.18,0.17,0.18,0.21,0.18,0.29,0.37,0.24,0.22,0.21,0.16,0.16
CO,100127,Surrey,BC,49.13293,-122.69422,20140104,0.26,0.27,0.24,0.25,0.18,0.26,0.17,0.17,0.27,0.19,0.16,0.16,0.17,0.21,0.17,0.25,0.31,0.32,0.44,0.25,0.23,0.25,0.26,0.31
CO,100127,Surrey,BC,49.13293,-122.69422,20140105,0.22,0.21,0.24,0.14,0.16,0.22,0.16,0.22,0.21,0.16,0.14,0.15,0.15,0.19,0.26,0.26,0.34,0.52,0.55,0.34,0.32,0.23,0.21,0.27
CO,100127,Surrey,BC,49.13293,-122.69422,20140106,0.23,0.21,-999,0.19,0.24,0.41,0.63,0.90,0.62,0.26,0.31,0.43,0.40,0.49,0.56,0.57,0.89,0.69,0.44,0.79,0.47,0.32,0.29,0.24
CO,100127,Surrey,BC,49.13293,-122.69422,20140107,0.20,0.17,0.12,0.12,0.13,0.19,0.32,0.32,0.18,0.13,0.15,0.15,0.14,0.15,0.20,0.25,0.21,0.17,0.16,0.15,0.14,0.14,0.14,0.12
CO,100127,Surrey,BC,49.13293,-122.69422,20140108,0.12,0.12,0.11,0.11,0.12,0.16,0.16,0.20,0.17,0.18,0.18,0.21,0.20,0.24,0.15,0.15,0.14,0.13,0.12,0.13,0.12,0.11,0.11,0.10
CO,100127,Surrey,BC,49.13293,-122.69422,20140109,0.10,0.10,-999,0.11,0.13,0.15,0.18,0.25,0.26,0.18,0.16,0.14,0.16,0.16,0.18,0.15,0.17,0.16,0.14,0.17,0.16,0.16,0.16,0.17
CO,100127,Surrey,BC,49.13293,-122.69422,20140110,0.13,0.11,0.11,0.11,0.11,0.12,0.14,0.19,0.18,0.17,0.17,0.18,0.18,0.12,0.13,0.20,0.17,0.15,0.15,0.14,0.14,0.13,0.14,0.11
CO,100127,Surrey,BC,49.13293,-122.69422,20140111,0.10,0.10,0.11,0.09,0.10,0.10,0.10,0.12,0.12,0.11,0.11,0.12,0.13,0.12,0.13,0.10,0.10,0.09,0.10,0.12,0.10,0.10,0.10,0.10
CO,100127,Surrey,BC,49.13293,-122.69422,20140112,0.10,0.10,-999,0.11,0.11,0.11,0.11,0.12,0.13,0.17,0.16,0.16,0.17,0.16,0.16,0.15,0.17,0.17,0.17,0.27,0.32,0.15,0.12,0.11
CO,100127,Surrey,BC,49.13293,-122.69422,20140113,0.11,0.11,0.11,0.10,0.10,0.10,0.10,0.12,0.11,0.10,0.10,0.12,0.12,0.12,0.13,0.18,0.17,0.14,0.14,0.19,0.28,0.16,0.14,0.15
CO,100127,Surrey,BC,49.13293,-122.69422,20140114,0.15,0.15,0.15,0.15,0.17,0.22,0.28,0.26,0.22,0.26,0.17,0.19,0.16,0.16,0.18,0.24,0.25,0.27,0.34,0.36,0.33,0.25,0.23,0.25
CO,100127,Surrey,BC,49.13293,-122.69422,20140115,0.22,0.17,-999,0.16,0.19,0.24,0.27,0.37,0.45,0.32,0.33,0.26,0.21,0.18,0.15,0.25,0.24,0.24,0.24,0.25,0.31,0.18,0.18,0.16
CO,100127,Surrey,BC,49.13293,-122.69422,20140116,0.14,0.16,0.20,0.21,0.21,0.36,0.48,0.68,0.31,0.19,0.16,0.20,0.27,0.30,0.31,0.30,0.31,0.33,0.38,0.40,0.34,0.35,0.38,0.37
CO,100127,Surrey,BC,49.13293,-122.69422,20140117,0.33,0.29,0.33,0.32,0.34,0.35,0.37,0.34,0.34,0.36,0.39,0.33,0.32,0.28,0.29,0.32,0.38,0.37,0.35,0.35,0.32,0.33,0.34,0.34
CO,100127,Surrey,BC,49.13293,-122.69422,20140118,0.33,0.35,-999,0.32,0.31,0.37,0.35,0.28,0.29,0.29,0.29,0.25,0.28,0.29,0.30,0.33,0.35,0.32,0.30,0.25,0.26,0.27,0.24,0.26
CO,100127,Surrey,BC,49.13293,-122.69422,20140119,0.26,0.27,0.26,0.24,0.24,0.25,0.24,0.29,0.27,0.22,0.24,0.23,0.21,0.21,0.25,0.29,0.29,0.34,0.30,0.29,0.28,0.24,0.23,0.22
CO,100127,Surrey,BC,49.13293,-122.69422,20140120,0.21,0.19,0.19,0.20,0.20,0.18,0.19,-999,-999,-999,-999,0.25,0.26,0.32,0.33,0.44,0.51,0.49,0.47,0.39,0.42,0.30,0.24,0.41
CO,100127,Surrey,BC,49.13293,-122.69422,20140121,0.39,0.28,-999,0.31,0.32,0.44,0.92,0.75,0.45,0.41,0.56,0.39,0.32,0.31,0.41,0.38,0.40,0.43,0.42,0.33,0.30,0.26,0.29,0.26
CO,100127,Surrey,BC,49.13293,-122.69422,20140122,0.24,0.23,0.27,0.22,0.26,0.36,0.32,0.52,0.47,0.29,0.18,0.29,0.29,0.28,0.27,0.24,0.26,0.36,0.42,0.35,0.43,0.38,0.38,0.36
CO,100127,Surrey,BC,49.13293,-122.69422,20140123,0.40,0.48,0.34,0.34,0.37,0.48,0.66,0.66,0.48,0.37,0.43,0.33,0.34,0.24,0.18,0.23,0.21,0.34,0.42,0.42,0.36,0.44,0.46,0.45
CO,100127,Surrey,BC,49.13293,-122.69422,20140124,0.57,0.39,-999,0.44,0.52,0.54,0.64,0.61,0.65,0.74,0.51,0.25,0.25,0.28,0.31,0.36,0.45,0.54,0.36,0.38,0.27,0.47,0.42,0.42
CO,100127,Surrey,BC,49.13293,-122.69422,20140125,0.45,0.49,0.42,0.44,0.50,0.35,0.41,0.39,0.30,0.20,0.23,0.17,0.19,0.17,0.18,0.23,0.26,0.40,0.41,0.54,0.49,0.36,0.39,0.52
CO,100127,Surrey,BC,49.13293,-122.69422,20140126,0.58,0.41,0.48,0.42,0.45,0.48,0.44,0.48,0.53,0.53,0.42,0.41,0.44,0.39,0.40,0.41,0.40,0.33,0.30,0.34,0.36,0.39,0.44,0.45
CO,100127,Surrey,BC,49.13293,-122.69422,20140127,0.44,0.44,-999,0.42,0.47,0.54,0.78,1.20,0.66,0.48,0.54,0.41,0.43,0.62,0.57,0.58,0.48,0.40,0.28,0.83,0.60,0.34,0.33,0.24
CO,100127,Surrey,BC,49.13293,-122.69422,20140128,0.24,0.18,0.13,0.12,0.16,0.20,0.22,0.27,0.17,0.14,0.20,0.20,0.20,0.22,0.19,0.17,0.20,0.21,0.21,0.31,0.31,0.27,0.27,0.25
CO,100127,Surrey,BC,49.13293,-122.69422,20140129,0.27,0.31,0.21,0.18,0.20,0.23,0.34,0.31,0.32,0.38,0.31,0.28,0.26,0.22,0.15,0.13,0.14,0.17,0.14,0.14,0.13,0.13,0.11,0.15
CO,100127,Surrey,BC,49.13293,-122.69422,20140130,0.15,0.13,-999,0.13,0.14,0.18,0.18,0.22,0.14,0.12,0.11,0.12,0.10,0.11,0.12,0.12,0.11,0.12,0.13,0.12,0.11,0.11,0.11,0.12
CO,100127,Surrey,BC,49.13293,-122.69422,20140131,0.11,0.11,0.11,0.10,0.12,0.19,0.21,0.20,0.15,0.13,0.13,0.12,0.12,0.13,0.14,0.17,0.18,0.27,0.19,0.20,0.18,0.15,0.14,0.14
CO,100127,Surrey,BC,49.13293,-122.69422,20140201,0.13,0.12,0.11,0.11,0.11,0.15,0.13,0.14,0.15,0.15,0.13,0.15,0.14,0.15,0.16,0.19,0.18,0.17,0.17,0.17,0.21,0.19,0.20,0.26
CO,100127,Surrey,BC,49.13293,-122.69422,20140202,0.29,0.21,-999,0.15,0.16,0.14,0.14,0.18,0.20,0.13,0.12,0.17,0.16,0.17,0.14,0.13,0.17,0.15,0.18,0.14,0.12,0.12,0.11,0.10
CO,100127,Surrey,BC,49.13293,-122.69422,20140203,0.10,0.09,0.09,0.09,0.10,0.12,0.16,0.14,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.10,0.09,0.09,0.11,0.10,0.09,0.09,0.10
CO,100127,Surrey,BC,49.13293,-122.69422,20140204,0.10,0.09,0.09,0.11,0.10,0.12,0.13,0.14,0.11,0.10,0.10,0.11,0.11,0.12,0.11,0.11,0.10,0.11,0.10,0.10,0.11,0.10,0.10,0.11
CO,100127,Surrey,BC,49.13293,-122.69422,20140205,0.10,0.11,-999,0.11,0.11,0.12,0.13,0.13,0.13,0.12,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.12
CO,100127,Surrey,BC,49.13293,-122.69422,20140206,0.12,0.12,0.12,0.12,0.12,0.15,0.18,0.18,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.14,0.14,0.12,0.13,0.12,0.13,0.12,0.11
CO,100127,Surrey,BC,49.13293,-122.69422,20140207,0.11,0.10,0.10,0.11,0.12,0.14,0.14,0.17,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.20,0.21,0.16,0.16,0.12,0.12,0.12,0.13
CO,100127,Surrey,BC,49.13293,-122.69422,20140208,0.13,0.18,-999,0.12,0.13,0.14,0.15,0.18,0.14,0.13,0.13,0.12,0.12,0.13,0.14,0.14,0.22,0.20,0.19,0.28,0.42,0.33,0.20,0.17
CO,100127,Surrey,BC,49.13293,-122.69422,20140209,0.20,0.29,0.21,0.14,0.15,0.13,0.15,0.19,0.17,0.18,0.17,0.15,0.15,0.14,0.12,0.14,0.17,0.17,0.18,0.19,0.23,0.21,0.16,0.14
CO,100127,Surrey,BC,49.13293,-122.69422,20140210,0.12,0.13,0.11,0.10,0.11,0.10,0.10,0.11,0.13,0.16,0.15,0.18,0.19,0.19,0.19,0.17,0.14,0.15,0.20,0.24,0.16,0.12,0.11,0.10
CO,100127,Surrey,BC,49.13293,-122.69422,20140211,0.10,0.09,-999,0.12,0.14,0.19,0.19,0.20,0.19,0.40,0.29,0.22,0.17,0.17,0.17,0.17,0.15,0.15,0.16,0.16,0.11,0.11,0.09,0.12
CO,100127,Surrey,BC,49.13293,-122.69422,20140212,0.11,0.11,0.10,0.11,0.13,0.16,0.17,0.23,0.16,0.13,0.13,0.13,0.11,0.11,0.13,0.14,0.14,0.16,0.18,0.17,0.14,0.14,0.12,0.16
CO,100127,Surrey,BC,49.13293,-122.69422,20140213,0.15,0.13,0.13,0.10,0.10,0.11,0.12,0.13,0.12,0.11,0.12,0.10,0.10,0.09,0.09,0.12,0.14,0.19,0.18,0.21,0.14,0.12,0.11,0.12
CO,100127,Surrey,BC,49.13293,-122.69422,20140214,0.11,0.10,-999,0.10,0.09,0.12,0.12,0.15,0.14,0.12,0.12,0.10,0.10,0.10,0.10,0.11,0.11,0.11,0.12,0.12,0.14,0.14,0.15,0.20
CO,100127,Surrey,BC,49.13293,-122.69422,20140215,0.17,0.13,0.13,0.12,0.11,0.12,0.13,0.15,0.15,0.14,0.15,0.16,0.15,0.15,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11
CO,100127,Surrey,BC,49.13293,-122.69422,20140216,0.11,0.10,0.09,0.10,0.10,0.10,0.09,0.11,0.12,0.12,0.12,0.14,0.14,0.14,0.13,0.12,0.11,0.10,0.10,0.12,0.12,0.13,0.13,0.12
CO,100127,Surrey,BC,49.13293,-122.69422,20140217,0.11,0.11,-999,0.13,0.11,0.12,0.12,0.14,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.11,0.11,0.14,0.16,0.11,0.11,0.13
CO,100127,Surrey,BC,49.13293,-122.69422,20140218,0.12,0.12,0.13,0.12,0.12,0.13,0.15,0.14,0.15,0.15,0.15,0.12,0.12,0.13,0.13,0.14,0.12,0.11,0.10,0.09,0.12,0.12,0.12,0.11
CO,100127,Surrey,BC,49.13293,-122.69422,20140219,0.11,0.11,0.11,0.12,0.12,0.16,0.32,0.24,0.17,0.12,0.13,0.13,0.11,0.11,0.10,0.11,0.13,0.15,0.14,0.11,0.13,0.11,0.11,0.11
CO,100127,Surrey,BC,49.13293,-122.69422,20140220,0.12,0.10,-999,0.11,0.13,0.12,0.13,0.14,0.12,0.12,0.13,0.12,0.10,0.10,0.10,0.11,0.14,0.14,0.12,0.11,0.11,0.10,0.10,0.10
CO,100127,Surrey,BC,49.13293,-122.69422,20140221,0.11,0.11,0.11,0.11,0.12,0.13,0.15,0.15,0.15,0.14,0.14,0.17,0.12,0.12,0.11,0.12,0.14,0.20,0.26,0.22,0.31,0.22,0.21,0.21
CO,100127,Surrey,BC,49.13293,-122.69422,20140222,0.21,0.18,0.16,0.16,0.15,0.16,0.16,0.17,0.16,0.16,0.16,0.17,0.17,0.18,0.18,0.18,0.19,0.18,0.16,0.15,0.14,0.14,0.14,0.14
CO,100127,Surrey,BC,49.13293,-122.69422,20140223,0.13,0.13,-999,0.12,0.10,0.10,0.11,0.10,0.13,0.14,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12
CO,100127,Surrey,BC,49.13293,-122.69422,20140224,0.11,0.11,0.11,0.11,0.12,0.13,0.14,0.14,0.13,0.12,0.12,0.12,0.13,0.14,0.15,0.14,0.15,0.14,0.13,0.13,0.15,0.16,0.19,0.20
CO,100127,Surrey,BC,49.13293,-122.69422,20140225,0.27,0.33,0.34,0.31,0.27,0.28,0.36,0.39,0.29,0.21,0.27,0.19,0.19,0.17,0.18,0.22,0.30,0.35,0.30,0.22,0.26,0.28,0.26,0.21
CO,100127,Surrey,BC,49.13293,-122.69422,20140226,0.17,0.17,-999,0.16,0.21,0.27,0.30,0.29,0.30,0.19,0.22,0.26,0.30,0.25,0.23,0.27,0.39,0.38,0.29,0.27,0.41,0.32,0.24,0.22
CO,100127,Surrey,BC,49.13293,-122.69422,20140227,0.29,0.45,0.40,0.36,0.34,0.38,0.47,0.41,0.24,0.23,0.19,0.16,0.16,0.14,0.16,0.19,0.22,0.28,0.22,0.22,0.27,0.20,0.17,0.15
CO,100127,Surrey,BC,49.13293,-122.69422,20140228,0.14,0.17,0.15,0.14,0.19,0.21,0.25,0.30,0.16,0.13,0.13,0.13,0.14,0.12,0.12,0.12,0.13,0.13,0.13,0.11,0.11,0.09,0.09,0.09
