Pollutant:, CO
Units:, ppm
Data is hour ending local standard time.
Note:,Zeros are valid. -999 denotes no data available.

Pollutant,NAPSID,City,P/T,Latitude,Longitude,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
CO,040302,Moncton,NB,46.101578,-64.789661,20151005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,040302,Moncton,NB,46.101578,-64.789661,20151006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,040302,Moncton,NB,46.101578,-64.789661,20151007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,040302,Moncton,NB,46.101578,-64.789661,20151008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,040302,Moncton,NB,46.101578,-64.789661,20151009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,040302,Moncton,NB,46.101578,-64.789661,20151010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,040302,Moncton,NB,46.101578,-64.789661,20151011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,040302,Moncton,NB,46.101578,-64.789661,20151012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,040302,Moncton,NB,46.101578,-64.789661,20151013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,040302,Moncton,NB,46.101578,-64.789661,20151014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,040302,Moncton,NB,46.101578,-64.789661,20151015,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,040302,Moncton,NB,46.101578,-64.789661,20151016,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,040302,Moncton,NB,46.101578,-64.789661,20151017,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,040302,Moncton,NB,46.101578,-64.789661,20151018,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,040302,Moncton,NB,46.101578,-64.789661,20151019,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,040302,Moncton,NB,46.101578,-64.789661,20151020,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,040302,Moncton,NB,46.101578,-64.789661,20151021,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,040302,Moncton,NB,46.101578,-64.789661,20151022,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,040302,Moncton,NB,46.101578,-64.789661,20151023,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,040302,Moncton,NB,46.101578,-64.789661,20151024,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.24,0.29,0.28,0.29,0.43
CO,040302,Moncton,NB,46.101578,-64.789661,20151025,0.38,0.33,0.33,0.24,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.16,0.16,0.16,0.16,0.17,0.16
CO,040302,Moncton,NB,46.101578,-64.789661,20151026,0.15,0.14,0.24,0.24,0.16,0.16,0.18,0.23,0.18,0.16,0.15,0.16,0.16,0.16,0.15,0.17,0.18,0.18,0.19,0.18,0.16,0.15,0.14,0.13
CO,040302,Moncton,NB,46.101578,-64.789661,20151027,0.15,0.25,0.24,0.23,0.23,0.24,0.26,0.31,0.27,0.24,0.23,0.21,0.21,0.21,0.20,0.21,0.21,0.22,0.25,0.32,0.31,0.25,0.23,0.25
CO,040302,Moncton,NB,46.101578,-64.789661,20151028,0.23,0.22,0.22,0.21,0.21,0.23,0.33,0.62,0.42,0.27,0.23,0.21,0.20,0.19,0.19,0.20,0.22,0.25,0.23,0.24,0.26,0.26,0.25,0.24
CO,040302,Moncton,NB,46.101578,-64.789661,20151029,0.23,0.22,0.20,0.19,0.23,0.23,0.24,0.24,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26
CO,040302,Moncton,NB,46.101578,-64.789661,20151030,0.25,0.25,0.25,0.25,0.24,0.24,0.25,0.26,0.25,0.25,0.25,0.25,0.24,0.23,0.23,0.25,0.23,0.23,0.23,0.23,0.22,0.22,0.21,0.21
CO,040302,Moncton,NB,46.101578,-64.789661,20151031,0.21,0.20,0.21,0.20,0.20,0.20,0.21,0.21,0.22,0.22,0.21,0.21,0.21,0.22,0.21,0.21,0.22,0.25,0.25,0.25,0.24,0.24,0.24,0.24
CO,040302,Moncton,NB,46.101578,-64.789661,20151101,0.25,0.25,0.27,0.28,0.17,0.13,0.12,0.14,0.17,0.22,0.31,0.15,0.10,0.10,0.11,0.11,0.10,0.09,0.10,0.10,0.14,0.14,0.12,0.11
CO,040302,Moncton,NB,46.101578,-64.789661,20151102,0.10,0.10,0.11,0.11,0.11,0.12,0.13,0.14,0.19,0.16,0.14,0.13,0.13,0.17,0.19,0.19,0.22,0.24,0.22,0.18,0.16,0.13,0.11,0.10
CO,040302,Moncton,NB,46.101578,-64.789661,20151103,0.10,0.10,0.11,0.10,0.09,0.10,0.11,0.14,0.16,0.20,0.14,0.12,0.14,0.16,0.13,0.11,0.11,0.15,0.15,0.20,0.30,0.29,0.24,0.14
CO,040302,Moncton,NB,46.101578,-64.789661,20151104,0.11,0.11,0.11,0.10,0.24,0.24,0.25,0.28,0.39,0.34,0.28,0.26,0.25,0.26,0.25,0.25,0.26,0.31,0.40,0.45,0.39,0.38,0.34,0.29
CO,040302,Moncton,NB,46.101578,-64.789661,20151105,0.33,0.37,0.30,0.26,0.25,0.24,0.25,0.28,0.39,0.41,0.35,0.33,0.31,0.28,0.28,0.28,0.30,0.32,0.31,0.29,0.28,0.27,0.27,0.25
CO,040302,Moncton,NB,46.101578,-64.789661,20151106,0.26,0.26,0.24,0.24,0.25,0.27,0.29,0.32,0.43,0.54,0.43,0.33,0.33,0.33,0.30,0.31,0.30,0.28,0.27,0.27,0.26,0.25,0.25,0.26
CO,040302,Moncton,NB,46.101578,-64.789661,20151107,0.26,0.26,0.26,0.26,0.22,0.21,0.20,0.20,0.20,0.20,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
CO,040302,Moncton,NB,46.101578,-64.789661,20151108,0.18,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.17,0.19,0.20,0.21,0.21,0.18
CO,040302,Moncton,NB,46.101578,-64.789661,20151109,0.17,0.16,0.16,0.16,0.16,0.17,0.18,0.18,0.19,0.18,0.17,0.16,0.16,0.17,0.17,-999,0.17,0.20,0.22,0.21,0.23,0.24,0.51,0.30
CO,040302,Moncton,NB,46.101578,-64.789661,20151110,0.17,0.17,0.17,0.17,0.07,0.07,0.09,0.12,0.13,0.09,0.09,0.08,0.08,0.09,0.08,0.12,0.14,0.23,0.38,0.22,0.20,0.31,0.33,0.21
CO,040302,Moncton,NB,46.101578,-64.789661,20151111,0.11,0.12,0.14,0.11,0.07,0.06,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.08,0.09,0.11,0.10,0.12,0.09,0.11,0.11
CO,040302,Moncton,NB,46.101578,-64.789661,20151112,0.11,0.10,0.10,0.12,0.10,0.12,0.21,0.25,0.33,0.36,0.17,0.08,0.08,0.07,0.07,0.09,0.18,0.14,0.14,0.12,0.13,0.13,0.09,0.06
CO,040302,Moncton,NB,46.101578,-64.789661,20151113,0.06,0.05,0.06,0.05,0.11,0.11,0.13,0.17,0.16,0.13,0.17,0.18,0.25,0.32,0.15,0.15,0.16,0.18,0.21,0.33,0.37,0.23,0.19,0.18
CO,040302,Moncton,NB,46.101578,-64.789661,20151114,0.17,0.17,0.17,0.17,0.18,0.18,0.16,0.17,0.17,0.18,0.17,0.16,0.15,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.12,0.12
CO,040302,Moncton,NB,46.101578,-64.789661,20151115,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.12,0.13,0.14,0.14,0.14,0.13,0.12,0.12,0.12
CO,040302,Moncton,NB,46.101578,-64.789661,20151116,0.11,0.11,0.16,0.11,0.01,0.02,0.02,0.04,0.10,0.06,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.05,0.03,0.03,0.03,0.02,0.01,0.02
CO,040302,Moncton,NB,46.101578,-64.789661,20151117,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.06,0.13,0.02,0.03,0.02,0.04,0.03,0.10,0.07,0.20,0.33,0.45,0.66,0.66,0.70,0.69,0.39
CO,040302,Moncton,NB,46.101578,-64.789661,20151118,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.09,0.09,0.05,0.06,0.06,0.05,0.04,0.04,0.07,0.12,0.08,0.08,0.09,0.18,0.14,0.21,0.12
CO,040302,Moncton,NB,46.101578,-64.789661,20151119,0.09,0.05,0.04,0.04,0.05,0.08,0.12,0.24,0.19,0.08,0.08,0.05,0.05,0.04,0.04,0.05,0.09,0.08,0.07,0.07,0.06,0.06,0.05,0.06
CO,040302,Moncton,NB,46.101578,-64.789661,20151120,0.06,0.05,0.04,0.04,0.04,0.04,0.05,0.13,0.09,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.08,0.06,0.06,0.06,0.07,0.06,0.06,0.06
CO,040302,Moncton,NB,46.101578,-64.789661,20151121,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.08,0.10,0.09,0.09,0.10,0.13,0.13,0.12,0.15,0.15,0.13,0.13,0.11,0.12,0.09,0.09,0.08
CO,040302,Moncton,NB,46.101578,-64.789661,20151122,0.09,0.08,0.10,0.08,0.02,0.02,0.02,0.02,0.03,0.04,0.04,0.05,0.06,0.05,0.04,0.06,0.06,0.15,0.20,0.22,0.19,0.14,0.11,0.07
CO,040302,Moncton,NB,46.101578,-64.789661,20151123,0.06,0.05,0.05,0.05,0.05,0.04,0.05,0.07,0.06,0.06,0.05,0.07,0.08,0.07,0.06,0.09,0.08,0.06,0.05,0.04,0.03,0.02,0.02,0.02
CO,040302,Moncton,NB,46.101578,-64.789661,20151124,0.02,0.02,0.01,0.01,0.00,0.00,0.01,0.03,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.04,0.04,0.04,0.04,0.04,0.02,0.02
CO,040302,Moncton,NB,46.101578,-64.789661,20151125,0.01,0.01,0.00,0.00,0.04,0.04,0.06,0.11,0.19,0.08,0.05,0.05,0.03,0.03,0.03,0.03,0.08,0.16,0.19,0.12,0.13,0.27,0.25,0.23
CO,040302,Moncton,NB,46.101578,-64.789661,20151126,0.12,0.15,0.22,0.17,0.18,0.17,0.20,0.39,0.59,0.42,0.17,0.04,0.04,0.04,0.04,0.05,0.07,0.05,0.05,0.05,0.05,0.05,0.05,0.05
CO,040302,Moncton,NB,46.101578,-64.789661,20151127,0.05,0.04,0.04,0.04,0.05,0.05,0.05,0.06,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08
CO,040302,Moncton,NB,46.101578,-64.789661,20151128,0.08,0.08,0.10,0.11,0.28,0.27,0.27,0.29,0.29,0.32,0.33,0.31,0.31,0.31,0.32,0.32,0.36,0.35,0.34,0.37,0.31,0.28,0.27,0.28
CO,040302,Moncton,NB,46.101578,-64.789661,20151129,0.27,0.29,0.27,0.28,0.26,0.25,0.25,0.25,0.27,0.26,0.26,0.26,0.27,0.29,0.27,0.30,0.28,0.29,0.27,0.24,0.24,0.24,0.24,0.24
CO,040302,Moncton,NB,46.101578,-64.789661,20151130,0.24,0.24,0.24,0.24,0.24,0.24,0.26,0.28,0.40,0.28,0.27,0.26,0.26,0.24,0.24,0.25,0.27,0.27,0.26,0.25,0.26,0.25,0.24,0.24
CO,040302,Moncton,NB,46.101578,-64.789661,20151201,0.24,0.24,0.23,0.23,0.12,0.12,0.14,0.19,0.25,0.14,0.14,0.13,0.11,0.10,0.11,0.12,0.14,0.18,0.22,0.19,0.22,0.17,0.25,0.22
CO,040302,Moncton,NB,46.101578,-64.789661,20151202,0.23,0.23,0.24,0.21,0.22,0.22,0.32,0.53,0.93,0.90,0.61,0.29,0.33,0.31,0.39,0.36,0.34,0.39,0.42,0.54,0.54,0.60,0.59,0.51
CO,040302,Moncton,NB,46.101578,-64.789661,20151203,0.33,0.17,0.14,0.15,0.18,0.19,0.17,0.21,0.23,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.19,0.16,0.14,0.14,0.13,0.13,0.13,0.12
CO,040302,Moncton,NB,46.101578,-64.789661,20151204,0.12,0.12,0.12,0.12,0.04,0.04,0.04,0.07,0.15,0.07,0.09,0.09,0.08,0.09,0.07,0.08,0.07,0.10,0.10,0.14,0.09,0.08,0.08,0.08
CO,040302,Moncton,NB,46.101578,-64.789661,20151205,0.09,0.07,0.06,0.07,0.08,0.06,0.08,0.10,0.12,0.13,0.14,0.15,0.13,0.11,0.12,0.10,0.15,0.12,0.12,0.12,0.10,0.13,0.13,0.12
CO,040302,Moncton,NB,46.101578,-64.789661,20151206,0.13,0.09,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.09,0.09,0.10,0.09,0.10,0.10,0.12,0.14,0.14,0.13,0.13,0.16,0.21,0.21
CO,040302,Moncton,NB,46.101578,-64.789661,20151207,0.27,0.19,0.10,0.10,0.05,0.06,0.08,0.12,0.16,0.09,0.06,0.05,0.09,0.07,0.21,0.07,0.11,0.13,0.19,0.16,0.12,0.11,0.06,0.05
CO,040302,Moncton,NB,46.101578,-64.789661,20151208,0.05,0.03,0.02,0.02,0.04,0.06,0.08,0.32,1.00,0.42,0.10,0.06,0.11,0.08,0.07,0.11,0.16,0.18,0.13,0.09,0.10,0.10,0.04,0.06
CO,040302,Moncton,NB,46.101578,-64.789661,20151209,0.04,0.02,0.02,0.02,0.03,0.02,0.04,0.10,0.16,0.11,0.10,0.10,0.11,0.12,0.07,0.17,0.16,0.23,0.23,0.18,0.25,0.22,0.33,0.21
CO,040302,Moncton,NB,46.101578,-64.789661,20151210,0.19,0.16,0.17,0.17,0.14,0.08,0.09,0.15,0.14,0.12,0.10,0.10,0.11,0.10,0.09,0.11,0.18,0.15,0.11,0.14,0.17,0.16,0.13,0.23
CO,040302,Moncton,NB,46.101578,-64.789661,20151211,0.27,0.17,0.18,0.29,0.24,0.18,0.11,0.22,0.25,0.17,0.21,0.16,0.22,0.15,0.25,0.27,0.27,0.28,0.23,0.32,0.51,0.53,0.59,0.62
CO,040302,Moncton,NB,46.101578,-64.789661,20151212,0.59,0.17,0.13,0.12,0.13,0.14,0.15,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.14,0.14,0.14,0.16,0.15,0.16,0.17,0.17,0.16,0.13
CO,040302,Moncton,NB,46.101578,-64.789661,20151213,0.13,0.13,0.12,0.13,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.10,0.10,0.09,0.09,0.10,0.09,0.12,0.10,0.13,0.10,0.08,0.11,0.08
CO,040302,Moncton,NB,46.101578,-64.789661,20151214,0.09,0.09,0.09,0.08,0.09,0.09,0.11,0.16,0.15,0.14,0.13,0.12,0.14,0.17,0.23,0.23,0.18,0.16,0.18,0.17,0.16,0.13,0.12,0.12
CO,040302,Moncton,NB,46.101578,-64.789661,20151215,0.10,0.09,0.08,0.09,0.08,0.08,0.08,0.10,0.10,0.09,0.09,0.09,0.08,0.09,0.10,0.10,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08
CO,040302,Moncton,NB,46.101578,-64.789661,20151216,0.08,0.08,0.08,0.08,0.26,0.27,0.29,0.31,0.39,0.30,0.31,0.31,0.31,0.30,0.29,0.32,0.36,0.34,0.35,0.32,0.29,0.29,0.35,0.32
CO,040302,Moncton,NB,46.101578,-64.789661,20151217,0.31,0.31,0.31,0.30,0.31,0.28,0.30,0.40,0.41,0.37,0.30,0.31,0.30,0.29,0.35,0.36,0.36,0.35,0.32,0.33,0.33,0.31,0.31,0.31
CO,040302,Moncton,NB,46.101578,-64.789661,20151218,0.32,0.29,0.29,0.28,0.30,0.53,0.40,0.41,0.48,0.47,0.44,0.45,0.47,0.39,0.38,0.37,0.38,0.43,0.38,0.36,0.37,0.37,0.42,0.38
CO,040302,Moncton,NB,46.101578,-64.789661,20151219,0.36,0.32,0.31,0.32,0.11,0.11,0.11,0.11,0.10,0.10,0.10,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.09,0.08,0.08,0.08,0.07,0.07
CO,040302,Moncton,NB,46.101578,-64.789661,20151220,0.07,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.11,0.10,0.10,0.10,0.09,0.09,0.09,0.08
CO,040302,Moncton,NB,46.101578,-64.789661,20151221,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.11,0.16,0.14,0.16,0.19,0.14,0.15,0.13,0.19,0.28,0.23,0.19,0.21,0.25,0.13,0.15,0.15
CO,040302,Moncton,NB,46.101578,-64.789661,20151222,0.11,0.09,0.08,0.08,0.29,0.29,0.33,0.35,0.38,0.39,0.34,0.36,0.36,0.36,0.38,0.36,0.38,0.34,0.33,0.32,0.30,0.31,0.30,0.29
CO,040302,Moncton,NB,46.101578,-64.789661,20151223,0.29,0.29,0.28,0.28,0.29,0.29,0.31,0.37,0.40,0.40,0.33,0.34,0.34,0.35,0.41,0.43,0.44,0.48,0.39,0.41,0.42,0.41,0.39,0.36
CO,040302,Moncton,NB,46.101578,-64.789661,20151224,0.34,0.33,0.32,0.32,0.33,0.32,0.32,0.34,0.36,0.37,0.39,0.38,0.37,0.36,0.34,0.37,0.39,0.46,0.52,0.37,0.33,0.35,0.35,0.35
CO,040302,Moncton,NB,46.101578,-64.789661,20151225,0.36,0.36,0.35,0.34,0.09,0.09,0.10,0.09,0.10,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.09,0.10,0.13,0.15,0.13,0.20,0.16,0.10
CO,040302,Moncton,NB,46.101578,-64.789661,20151226,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.11,0.10,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.11,0.11,0.12,0.14,0.12,0.12,0.12
CO,040302,Moncton,NB,46.101578,-64.789661,20151227,0.14,0.12,0.12,0.14,0.13,0.12,0.09,0.08,0.09,0.10,0.10,0.09,0.09,0.09,0.09,0.09,0.10,0.09,0.09,0.09,0.10,0.08,0.08,0.08
CO,040302,Moncton,NB,46.101578,-64.789661,20151228,0.08,0.07,0.07,0.06,0.03,0.03,0.03,0.03,0.03,0.04,0.05,0.06,0.07,0.07,0.06,0.07,0.07,0.09,0.09,0.09,0.10,0.11,0.11,0.11
CO,040302,Moncton,NB,46.101578,-64.789661,20151229,0.13,0.13,0.11,0.13,0.12,0.12,0.13,0.19,0.18,0.17,0.15,0.14,0.14,0.17,0.18,0.19,0.14,0.10,0.08,0.09,0.08,0.08,0.06,0.06
CO,040302,Moncton,NB,46.101578,-64.789661,20151230,0.06,0.05,0.04,0.04,0.05,0.06,0.07,0.11,0.30,0.17,0.16,0.23,0.12,0.11,0.08,0.13,0.11,0.06,0.10,0.10,0.08,0.07,0.09,0.09
CO,040302,Moncton,NB,46.101578,-64.789661,20151231,0.08,0.07,0.06,0.11,0.28,0.35,0.43,0.40,0.45,0.57,0.50,0.52,0.35,0.32,0.29,0.29,0.32,0.32,0.31,0.30,0.29,0.29,0.28,0.29
CO,050109,Montréal,QC,45.502679,-73.663875,20150101,-999,0.23,0.22,0.21,0.21,0.20,0.17,0.17,0.17,0.17,0.17,0.18,0.18,0.21,0.22,0.23,0.22,0.21,0.21,0.21,0.23,0.22,0.21,0.20
CO,050109,Montréal,QC,45.502679,-73.663875,20150102,0.20,0.20,0.19,0.17,0.17,0.17,0.15,0.17,0.17,0.17,0.16,0.18,0.19,0.19,0.21,0.21,0.22,0.23,0.28,0.23,0.26,0.34,0.30,0.28
CO,050109,Montréal,QC,45.502679,-73.663875,20150103,0.25,0.25,0.22,0.23,0.23,0.25,0.18,0.19,0.18,0.20,0.21,0.21,0.23,0.20,0.22,0.24,0.21,0.22,0.23,0.22,0.22,0.22,0.26,0.26
CO,050109,Montréal,QC,45.502679,-73.663875,20150104,0.25,0.22,0.22,0.21,0.22,0.22,0.21,0.22,0.22,0.25,0.27,0.31,0.34,0.33,0.36,0.42,0.50,0.55,0.28,0.29,0.26,0.22,0.22,0.21
CO,050109,Montréal,QC,45.502679,-73.663875,20150105,0.18,0.18,0.18,0.17,0.17,0.17,0.18,0.19,0.20,0.19,0.20,0.20,0.19,0.21,0.22,0.24,0.24,0.24,0.24,0.22,0.22,0.20,0.20,0.20
CO,050109,Montréal,QC,45.502679,-73.663875,20150106,0.18,0.17,0.20,0.19,0.21,0.35,0.45,0.63,0.69,0.54,0.50,0.37,0.34,0.33,0.33,0.34,0.41,0.58,0.38,0.26,0.24,0.24,0.27,0.26
CO,050109,Montréal,QC,45.502679,-73.663875,20150107,0.21,0.20,0.20,0.20,0.21,0.38,0.68,0.71,0.71,0.50,0.38,0.23,0.21,0.24,0.27,0.28,0.32,0.29,0.27,0.27,0.24,0.22,0.20,0.20
CO,050109,Montréal,QC,45.502679,-73.663875,20150108,0.18,0.17,0.17,0.18,0.19,0.28,0.37,0.35,0.30,0.29,0.26,0.32,0.37,0.38,0.35,0.35,0.43,0.49,0.39,0.34,0.30,0.26,0.24,0.22
CO,050109,Montréal,QC,45.502679,-73.663875,20150109,0.20,0.20,0.19,0.20,0.20,0.22,0.24,0.28,0.30,0.33,0.30,0.33,0.32,0.34,0.36,0.34,0.46,0.47,0.46,0.41,0.23,0.21,0.25,0.30
CO,050109,Montréal,QC,45.502679,-73.663875,20150110,0.26,0.26,0.24,0.22,0.18,0.17,0.21,0.23,0.27,0.24,0.24,0.25,0.28,0.31,0.30,0.34,0.39,0.46,0.27,0.25,0.24,0.24,0.26,0.26
CO,050109,Montréal,QC,45.502679,-73.663875,20150111,0.27,0.25,0.24,0.27,0.26,0.25,0.30,0.27,0.27,0.28,0.29,0.29,0.26,0.30,0.29,0.31,0.34,0.34,0.31,0.33,0.32,0.31,0.30,0.29
CO,050109,Montréal,QC,45.502679,-73.663875,20150112,0.24,0.24,0.24,0.24,0.25,0.30,0.45,0.49,0.45,0.43,0.47,0.53,0.54,0.44,0.46,0.47,0.46,0.45,0.36,0.26,0.23,0.23,0.22,0.22
CO,050109,Montréal,QC,45.502679,-73.663875,20150113,0.17,0.17,0.17,0.16,0.17,0.21,0.25,0.34,0.42,0.38,0.36,0.40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,050109,Montréal,QC,45.502679,-73.663875,20150114,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.73,0.91,1.04,1.28,1.21,1.28,0.89,0.69,0.65,0.91
CO,050109,Montréal,QC,45.502679,-73.663875,20150115,0.83,0.80,0.84,0.84,0.90,0.93,0.81,0.83,1.05,1.24,1.40,1.14,1.11,1.06,0.83,0.59,0.62,0.66,0.45,0.42,0.36,0.33,0.30,0.27
CO,050109,Montréal,QC,45.502679,-73.663875,20150116,0.24,0.23,0.24,0.22,0.23,0.27,0.30,0.30,0.27,0.25,0.24,0.24,0.25,0.23,0.26,0.26,0.26,0.29,0.31,0.26,0.23,0.24,0.24,0.24
CO,050109,Montréal,QC,45.502679,-73.663875,20150117,0.19,0.18,0.17,0.18,0.18,0.21,0.23,0.28,0.26,0.36,0.37,0.31,0.37,0.34,0.33,0.25,0.26,0.27,0.26,0.26,0.26,0.27,0.29,0.34
CO,050109,Montréal,QC,45.502679,-73.663875,20150118,0.39,0.47,0.46,0.48,0.29,0.27,0.25,0.25,0.25,0.25,0.26,0.26,0.28,0.31,0.35,0.34,0.38,0.64,0.56,0.50,0.51,0.49,0.59,0.61
CO,050109,Montréal,QC,45.502679,-73.663875,20150119,0.45,0.50,0.50,0.41,0.36,0.34,0.42,0.57,0.55,0.47,0.38,0.30,0.34,0.32,0.36,0.36,0.36,0.35,0.25,0.24,0.23,0.20,0.22,0.20
CO,050109,Montréal,QC,45.502679,-73.663875,20150120,0.18,0.17,0.17,0.17,0.18,0.20,0.25,0.33,0.32,0.27,0.26,0.26,0.26,0.29,0.31,0.31,0.36,0.41,0.35,0.26,0.28,0.28,0.35,0.42
CO,050109,Montréal,QC,45.502679,-73.663875,20150121,0.30,0.28,0.28,0.26,0.32,0.45,0.57,0.82,0.79,0.67,0.87,0.68,0.44,0.47,0.49,0.47,0.54,0.56,0.54,0.46,0.42,0.37,0.34,0.38
CO,050109,Montréal,QC,45.502679,-73.663875,20150122,0.54,0.42,0.39,0.36,0.36,0.43,0.46,0.83,0.77,0.55,0.56,0.58,0.57,0.66,0.58,0.53,0.60,0.71,0.74,0.59,0.45,0.49,0.42,0.44
CO,050109,Montréal,QC,45.502679,-73.663875,20150123,0.38,0.35,0.34,0.35,0.34,0.44,0.47,0.58,0.55,0.46,0.40,0.35,0.28,0.31,0.32,0.33,0.33,0.37,0.32,0.32,0.32,0.33,0.34,0.35
CO,050109,Montréal,QC,45.502679,-73.663875,20150124,0.32,0.26,0.26,0.26,0.27,0.29,0.26,0.32,0.32,0.32,0.32,0.35,0.37,0.36,0.39,0.44,0.45,0.46,0.34,0.31,0.28,0.28,0.30,0.31
CO,050109,Montréal,QC,45.502679,-73.663875,20150125,0.26,0.27,0.26,0.18,0.18,0.17,0.16,0.17,0.18,0.18,0.20,0.20,0.21,0.21,0.21,0.26,0.31,0.29,0.28,0.27,0.24,0.24,0.23,0.25
CO,050109,Montréal,QC,45.502679,-73.663875,20150126,0.23,0.23,0.25,0.25,0.25,0.34,0.40,0.53,0.48,0.27,0.23,0.23,0.23,0.22,0.23,0.23,0.29,0.34,0.30,0.24,0.33,0.34,0.25,0.25
