Pollutant:, CO
Units:, ppm
Data is hour ending local standard time.
Note:,Zeros are valid. -999 denotes no data available.

Pollutant,NAPSID,City,P/T,Latitude,Longitude,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
CO,010102,St Johns,NL,47.56038,-52.7115,20150111,0.14,0.14,0.13,0.14,0.13,0.14,0.14,0.15,0.19,0.18,0.16,0.16,0.15,0.15,0.15,0.16,0.18,0.18,0.26,0.21,0.21,0.19,0.19,0.20
CO,010102,St Johns,NL,47.56038,-52.7115,20150112,0.19,0.17,0.16,0.16,0.15,0.18,0.20,0.31,0.51,0.35,0.29,0.21,0.21,0.24,0.26,0.38,0.26,0.18,0.16,0.15,0.15,0.15,0.13,0.14
CO,010102,St Johns,NL,47.56038,-52.7115,20150113,0.14,0.14,0.22,0.16,0.12,0.13,0.12,0.14,0.18,0.16,0.16,0.46,0.18,0.18,0.19,0.26,0.30,0.23,0.38,0.19,0.18,0.19,0.18,0.22
CO,010102,St Johns,NL,47.56038,-52.7115,20150114,0.16,0.14,0.15,0.15,0.14,0.15,0.16,0.21,0.23,0.18,0.17,0.14,0.14,0.16,0.19,0.20,0.41,0.35,0.23,0.22,0.18,0.18,0.23,0.18
CO,010102,St Johns,NL,47.56038,-52.7115,20150115,0.15,0.15,0.13,0.14,0.11,0.13,0.13,0.27,0.39,0.23,0.16,0.21,0.20,0.22,0.25,-999,0.30,0.30,0.17,0.17,0.15,0.17,0.15,0.22
CO,010102,St Johns,NL,47.56038,-52.7115,20150116,0.18,0.15,0.16,0.23,0.11,0.12,0.13,0.17,0.17,0.25,0.30,0.18,0.20,0.20,0.21,0.18,0.25,0.20,0.14,0.16,0.15,0.14,0.16,0.15
CO,010102,St Johns,NL,47.56038,-52.7115,20150117,0.14,0.14,0.14,0.14,0.15,0.17,0.16,0.19,0.20,0.22,0.21,0.25,0.31,0.34,0.25,0.17,0.28,0.17,0.17,0.18,0.15,0.15,0.16,0.14
CO,010102,St Johns,NL,47.56038,-52.7115,20150118,0.16,0.14,0.14,0.17,0.16,0.15,0.15,0.17,0.18,0.17,0.17,0.15,0.18,0.18,0.18,0.15,0.17,0.22,0.22,0.24,0.21,0.24,0.20,0.21
CO,010102,St Johns,NL,47.56038,-52.7115,20150119,0.18,0.16,0.14,0.16,0.20,0.22,0.19,0.27,0.75,0.89,0.39,0.15,0.14,0.15,0.15,0.14,0.24,0.21,0.14,0.14,0.11,0.14,0.12,0.14
CO,010102,St Johns,NL,47.56038,-52.7115,20150120,0.09,0.10,0.11,0.07,0.07,0.07,0.07,0.09,0.09,0.13,0.10,0.20,0.20,0.20,0.23,0.22,0.22,0.21,0.19,0.19,0.18,0.18,0.17,0.17
CO,010102,St Johns,NL,47.56038,-52.7115,20150121,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.17,0.18,0.26,0.32,0.37,0.34,0.27,0.22,0.26,0.22,0.20,0.17,0.15,0.14,0.13,0.13,0.14
CO,010102,St Johns,NL,47.56038,-52.7115,20150122,0.14,0.14,0.15,0.15,0.14,0.15,0.20,0.28,0.54,0.24,0.22,0.24,0.28,0.19,0.21,0.22,0.30,0.27,0.25,0.16,0.15,0.16,0.16,0.16
CO,010102,St Johns,NL,47.56038,-52.7115,20150123,0.17,0.15,0.12,0.17,0.11,0.13,0.38,0.13,0.34,0.40,0.51,0.34,0.28,0.21,0.16,0.14,0.16,0.15,0.14,0.14,0.13,0.14,0.14,0.14
CO,010102,St Johns,NL,47.56038,-52.7115,20150124,0.14,0.13,0.14,0.14,0.13,0.13,0.14,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St Johns,NL,47.56038,-52.7115,20150125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St Johns,NL,47.56038,-52.7115,20150126,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.14,0.16,0.20,0.19,0.18,0.19,0.17,0.17,0.17,0.17,0.18,0.17
CO,010102,St Johns,NL,47.56038,-52.7115,20150127,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.20,0.28,0.25,0.21,0.17,0.19,0.16,0.16,0.20,0.21,0.19,0.18,0.14,0.17,0.18,0.17,0.62
CO,010102,St Johns,NL,47.56038,-52.7115,20150128,0.31,0.15,0.24,0.18,0.19,0.20,0.22,0.25,0.27,0.17,0.10,0.19,0.18,0.25,0.16,0.16,0.24,1.06,0.58,0.60,0.66,0.37,0.35,0.42
CO,010102,St Johns,NL,47.56038,-52.7115,20150129,0.55,0.27,0.20,0.19,0.15,0.15,0.16,0.19,0.24,0.17,0.16,0.21,0.23,0.30,0.19,0.21,0.21,0.31,0.22,0.26,0.21,0.21,0.21,0.38
CO,010102,St Johns,NL,47.56038,-52.7115,20150130,0.18,0.28,0.20,0.35,0.16,0.14,0.13,0.13,0.15,0.17,0.16,0.17,0.26,0.26,0.30,0.34,0.49,0.78,0.24,0.20,0.19,0.17,0.17,0.17
CO,010102,St Johns,NL,47.56038,-52.7115,20150131,0.17,0.16,0.16,0.16,0.16,0.17,0.17,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St Johns,NL,47.56038,-52.7115,20150201,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St Johns,NL,47.56038,-52.7115,20150202,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St Johns,NL,47.56038,-52.7115,20150203,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St Johns,NL,47.56038,-52.7115,20150204,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.14,0.17,0.19,0.18,0.18,0.19,0.21,0.30,0.23,0.24,0.26,0.26,0.30,0.30
CO,010102,St Johns,NL,47.56038,-52.7115,20150205,0.27,0.26,0.26,0.24,0.24,0.25,0.27,0.39,0.70,0.61,0.31,0.27,0.16,0.21,0.15,0.14,0.16,0.15,0.13,0.13,0.13,0.12,0.12,0.12
CO,010102,St Johns,NL,47.56038,-52.7115,20150206,0.12,0.11,0.11,0.11,0.11,0.10,0.09,0.08,0.10,0.10,0.08,0.13,0.14,0.14,0.13,0.14,0.15,0.16,0.18,0.17,0.18,0.19,0.19,0.18
CO,010102,St Johns,NL,47.56038,-52.7115,20150207,0.18,0.17,0.18,0.18,0.17,0.17,0.17,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St Johns,NL,47.56038,-52.7115,20150208,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St Johns,NL,47.56038,-52.7115,20150209,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.25,0.20,0.19,0.33,0.39,0.29,0.21,0.21,0.24,0.21,0.29,0.27
CO,010102,St Johns,NL,47.56038,-52.7115,20150210,0.18,0.28,0.25,0.16,0.16,0.16,0.16,0.21,0.30,0.25,0.26,0.30,0.32,0.23,0.24,0.18,0.40,0.64,0.19,0.18,0.17,0.21,0.32,0.19
CO,010102,St Johns,NL,47.56038,-52.7115,20150211,0.21,0.21,0.21,0.26,0.16,0.17,0.16,0.17,0.24,0.16,0.17,0.22,0.18,0.17,0.23,0.23,0.33,0.48,0.24,0.32,0.21,0.22,0.41,0.29
CO,010102,St Johns,NL,47.56038,-52.7115,20150212,0.22,0.25,0.20,0.21,0.16,0.16,0.14,0.14,0.28,0.15,0.29,0.17,0.27,0.15,0.17,0.18,0.25,0.26,0.17,0.20,0.23,0.18,0.23,0.16
CO,010102,St Johns,NL,47.56038,-52.7115,20150213,0.16,0.17,0.15,0.15,0.15,0.16,0.65,0.19,0.24,0.22,0.27,0.20,0.28,0.33,0.30,0.22,0.27,0.20,0.18,0.14,0.14,0.14,0.15,0.14
CO,010102,St Johns,NL,47.56038,-52.7115,20150214,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.17,0.17,0.17,0.19,0.17,0.17,0.19,0.18,0.19,0.19,0.19,0.19,0.24,0.29,0.27,0.28,0.28
CO,010102,St Johns,NL,47.56038,-52.7115,20150215,0.21,0.31,0.30,0.32,0.28,0.24,0.22,0.26,0.27,0.25,0.17,0.15,0.15,0.17,0.19,0.15,0.16,0.16,0.27,0.20,0.14,0.16,0.14,0.13
CO,010102,St Johns,NL,47.56038,-52.7115,20150216,0.13,0.13,0.12,0.11,0.11,0.10,0.08,0.11,0.16,0.11,0.09,0.13,0.14,0.15,0.16,0.16,0.17,0.18,0.17,0.16,0.16,0.16,0.16,0.17
CO,010102,St Johns,NL,47.56038,-52.7115,20150217,0.16,0.16,0.17,0.17,0.17,0.17,0.15,0.15,0.20,0.19,0.16,0.17,0.17,0.18,0.17,0.18,0.22,0.23,0.22,0.23,0.23,0.26,0.24,0.25
CO,010102,St Johns,NL,47.56038,-52.7115,20150218,0.23,0.20,0.20,0.21,0.20,0.20,0.19,0.32,0.29,0.24,0.28,0.22,0.28,0.19,0.25,0.22,0.32,0.39,0.18,0.21,0.21,0.18,0.25,0.43
CO,010102,St Johns,NL,47.56038,-52.7115,20150219,0.17,0.18,0.22,0.14,0.14,0.15,0.36,0.20,0.20,0.19,0.18,0.22,0.23,0.19,0.21,0.27,0.36,0.33,0.21,0.25,0.23,0.31,0.24,0.66
CO,010102,St Johns,NL,47.56038,-52.7115,20150220,0.46,0.25,0.25,0.35,0.19,0.18,0.13,0.18,0.26,0.20,0.15,0.18,0.17,0.18,0.19,0.24,0.25,0.27,0.26,0.22,0.21,0.21,0.21,0.20
CO,010102,St Johns,NL,47.56038,-52.7115,20150221,0.20,0.19,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.18,0.19,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17
CO,010102,St Johns,NL,47.56038,-52.7115,20150222,0.18,0.18,0.18,0.16,0.16,0.15,0.16,0.16,0.18,0.18,0.17,0.13,0.14,0.14,0.14,0.14,0.14,0.12,0.12,0.12,0.11,0.11,0.11,0.11
CO,010102,St Johns,NL,47.56038,-52.7115,20150223,0.10,0.10,0.10,0.10,0.11,0.10,0.10,0.19,0.43,0.26,0.24,0.29,0.27,0.30,0.37,0.38,0.26,0.27,0.22,0.18,0.17,0.18,0.19,0.19
CO,010102,St Johns,NL,47.56038,-52.7115,20150224,0.19,0.19,0.18,0.19,0.20,0.22,0.23,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.18,0.24,0.24,0.21,0.20,0.22,0.22,0.22,0.22
CO,010102,St Johns,NL,47.56038,-52.7115,20150225,0.21,0.21,0.20,0.20,0.22,0.22,0.22,0.37,0.45,0.45,0.38,0.33,0.17,0.30,0.15,0.16,0.17,0.19,0.14,0.13,0.12,0.12,0.11,0.13
CO,010102,St Johns,NL,47.56038,-52.7115,20150226,0.13,0.12,0.12,0.12,0.11,0.11,0.08,0.09,0.11,0.11,0.12,0.17,0.17,0.17,0.17,0.18,0.20,0.22,0.21,0.22,0.21,0.23,0.23,0.23
CO,010102,St Johns,NL,47.56038,-52.7115,20150227,0.23,0.26,0.24,0.25,0.21,0.22,0.21,0.25,0.31,0.23,0.21,0.19,0.20,0.26,0.21,0.19,0.19,0.22,0.19,0.20,0.20,0.20,0.19,0.19
CO,010102,St Johns,NL,47.56038,-52.7115,20150228,0.22,0.18,0.17,0.18,0.16,0.16,0.17,0.17,0.18,0.19,0.19,0.16,0.17,0.17,0.18,0.16,0.16,0.16,0.19,0.18,0.19,0.18,0.17,0.20
CO,010102,St Johns,NL,47.56038,-52.7115,20150301,0.17,0.16,0.16,0.14,0.14,0.14,0.15,0.18,0.20,0.16,0.16,0.10,0.10,0.09,0.10,0.10,0.10,0.10,0.09,0.13,0.17,0.21,0.17,0.16
CO,010102,St Johns,NL,47.56038,-52.7115,20150302,0.16,0.12,0.11,0.09,0.09,0.10,0.14,0.22,0.37,0.32,0.08,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11
CO,010102,St Johns,NL,47.56038,-52.7115,20150303,0.10,0.10,0.10,0.10,0.10,0.11,0.10,0.11,0.12,0.11,0.11,0.16,0.16,0.16,0.16,0.17,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.19
CO,010102,St Johns,NL,47.56038,-52.7115,20150304,0.18,0.18,0.18,0.18,0.18,0.20,0.21,-999,-999,-999,-999,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.13,0.11,0.10,0.11
CO,010102,St Johns,NL,47.56038,-52.7115,20150305,0.11,0.12,0.12,0.12,0.11,0.12,0.14,0.20,0.19,0.16,0.13,0.17,0.18,0.18,0.18,0.19,0.21,0.21,0.18,0.17,0.18,0.17,0.17,0.17
CO,010102,St Johns,NL,47.56038,-52.7115,20150306,0.16,0.17,0.17,0.18,0.17,0.17,0.16,0.18,0.19,0.18,0.17,0.15,0.21,0.16,0.15,0.15,0.17,0.18,0.18,0.19,0.17,0.23,0.19,0.17
CO,010102,St Johns,NL,47.56038,-52.7115,20150307,0.20,0.21,0.18,0.17,0.16,0.16,0.19,0.25,0.19,0.18,0.17,0.15,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.17,0.16,0.15,0.16,0.16
CO,010102,St Johns,NL,47.56038,-52.7115,20150308,0.15,0.16,0.18,0.17,0.16,0.14,0.15,0.19,0.15,0.14,0.14,0.16,0.16,0.16,0.17,0.17,0.16,0.16,0.19,0.26,0.25,0.21,0.20,0.22
CO,010102,St Johns,NL,47.56038,-52.7115,20150309,0.19,0.19,0.16,0.14,0.14,0.23,0.37,0.62,0.38,0.15,0.17,0.17,0.16,0.17,0.16,0.16,0.17,0.16,0.18,0.18,0.20,0.25,0.23,0.24
CO,010102,St Johns,NL,47.56038,-52.7115,20150310,0.23,0.23,0.22,0.21,0.21,0.26,0.43,0.84,0.61,0.22,0.17,0.23,0.15,0.15,0.19,0.18,0.16,0.19,0.25,0.24,0.25,0.24,0.24,0.23
CO,010102,St Johns,NL,47.56038,-52.7115,20150311,0.18,0.18,0.17,0.18,0.18,0.22,0.25,0.40,0.32,-999,0.15,0.17,0.18,0.17,0.15,0.16,0.17,0.17,0.17,0.16,0.16,0.17,0.15,0.17
CO,010102,St Johns,NL,47.56038,-52.7115,20150312,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.14,0.13,0.14,0.16,0.18,0.20,0.20,0.20,0.19,0.21,0.19,0.25,0.22,0.22,0.20,0.23,0.19
CO,010102,St Johns,NL,47.56038,-52.7115,20150313,0.22,0.22,0.19,0.18,0.18,0.19,0.18,0.22,0.17,0.18,0.15,0.17,0.17,0.21,0.17,0.19,0.22,0.17,0.18,0.18,0.19,0.21,0.19,0.18
CO,010102,St Johns,NL,47.56038,-52.7115,20150314,0.18,0.20,0.18,0.17,0.18,0.20,0.19,0.19,0.19,0.18,0.15,0.16,0.16,0.16,0.18,0.19,0.18,0.18,0.18,0.18,0.24,0.38,0.19,0.18
CO,010102,St Johns,NL,47.56038,-52.7115,20150315,0.16,0.17,0.24,0.17,0.16,0.19,0.25,0.28,0.21,0.19,0.20,0.17,0.16,0.17,0.18,0.20,0.16,0.16,0.15,0.15,0.13,0.14,0.15,0.13
CO,010102,St Johns,NL,47.56038,-52.7115,20150316,0.13,0.12,0.11,0.11,0.10,0.12,0.10,0.09,0.08,0.24,0.21,0.27,0.16,0.17,0.26,0.19,0.63,0.26,0.29,0.28,0.34,0.26,0.33,0.20
CO,010102,St Johns,NL,47.56038,-52.7115,20150317,0.19,0.23,0.22,1.20,0.22,0.19,0.19,0.19,0.17,0.17,0.20,0.21,0.20,0.20,0.19,0.18,0.19,0.19,0.19,0.19,0.18,0.19,0.19,0.19
CO,010102,St Johns,NL,47.56038,-52.7115,20150318,0.18,0.19,0.18,0.17,0.18,0.19,0.20,0.26,0.21,-999,0.20,0.56,0.65,0.19,0.22,0.37,0.30,0.19,0.20,0.24,0.18,0.17,0.16,0.16
CO,010102,St Johns,NL,47.56038,-52.7115,20150319,0.16,0.16,0.16,0.16,0.16,0.17,0.15,0.16,0.15,0.18,0.16,0.17,-999,0.16,0.17,0.18,0.18,0.17,0.19,0.19,0.19,0.18,0.21,0.18
CO,010102,St Johns,NL,47.56038,-52.7115,20150320,0.17,0.18,0.17,0.18,0.18,0.18,0.20,0.21,0.20,0.21,0.15,0.16,0.16,0.16,-999,-999,0.17,0.17,0.18,0.18,0.18,0.20,0.19,0.19
CO,010102,St Johns,NL,47.56038,-52.7115,20150321,0.20,0.19,0.20,0.20,0.17,0.19,0.21,0.22,0.21,0.20,0.18,0.20,0.16,0.18,0.28,0.19,0.18,0.18,0.17,0.21,0.20,0.17,0.20,0.18
CO,010102,St Johns,NL,47.56038,-52.7115,20150322,0.17,0.14,0.14,0.14,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.14,0.14,0.17,0.17,0.17,0.17,0.16,0.15,0.16,0.15,0.16
CO,010102,St Johns,NL,47.56038,-52.7115,20150323,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.11,0.11,0.09,0.09,0.09,0.14,0.15,-999,0.15,0.17,0.16,0.17,0.19,0.19,0.19,0.19,0.19
CO,010102,St Johns,NL,47.56038,-52.7115,20150324,0.19,0.20,0.19,0.19,0.19,0.19,0.20,0.23,0.25,0.20,0.20,0.15,0.17,0.17,0.18,0.21,0.19,0.19,0.20,0.21,0.24,0.24,0.24,0.19
CO,010102,St Johns,NL,47.56038,-52.7115,20150325,0.20,0.21,0.20,0.20,0.18,0.17,0.20,0.24,0.23,0.19,0.23,0.25,0.23,0.20,0.22,0.55,0.29,0.25,0.26,0.24,0.23,0.22,0.21,0.20
CO,010102,St Johns,NL,47.56038,-52.7115,20150326,0.19,0.18,0.17,0.17,0.17,0.22,0.27,0.35,0.25,0.20,0.18,0.15,0.17,0.17,0.16,0.16,0.16,0.16,0.17,0.18,0.16,0.15,0.16,0.14
CO,010102,St Johns,NL,47.56038,-52.7115,20150327,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.23,0.16,0.20,0.20,0.20,0.19,0.18,0.17,0.19,0.36,0.38,0.26,0.32,0.30,0.35,0.31,0.35
CO,010102,St Johns,NL,47.56038,-52.7115,20150328,0.34,0.40,0.27,0.17,0.15,0.18,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St Johns,NL,47.56038,-52.7115,20150329,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St Johns,NL,47.56038,-52.7115,20150330,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CO,010102,St Johns,NL,47.56038,-52.7115,20150331,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.02,0.21,0.26,0.22,0.21,0.34,0.26,0.18,0.21,0.18,0.14,0.14,0.13,0.13
CO,010102,St Johns,NL,47.56038,-52.7115,20150401,0.13,0.13,0.13,0.13,0.13,0.12,0.10,0.11,0.09,0.10,0.13,0.16,0.16,0.19,0.20,0.23,0.22,0.21,0.23,0.18,0.24,0.22,0.24,0.27
CO,010102,St Johns,NL,47.56038,-52.7115,20150402,0.21,0.18,0.15,0.15,0.15,0.14,0.12,0.14,0.14,0.12,0.11,0.15,0.15,0.16,0.15,0.16,0.16,0.17,0.19,0.20,0.19,0.21,0.22,0.19
CO,010102,St Johns,NL,47.56038,-52.7115,20150403,0.20,0.21,0.20,0.19,0.18,0.18,0.15,0.13,0.12,0.12,0.13,0.16,0.17,0.21,0.21,0.19,0.19,0.20,0.22,0.22,0.22,0.25,0.23,0.21
CO,010102,St Johns,NL,47.56038,-52.7115,20150404,0.25,0.30,0.32,0.34,0.20,0.19,0.20,0.20,0.22,0.25,0.26,0.19,0.16,0.22,0.16,0.17,0.16,0.18,0.15,0.14,0.15,0.19,0.14,0.14
CO,010102,St Johns,NL,47.56038,-52.7115,20150405,0.12,0.12,0.12,0.13,0.14,0.15,0.14,0.13,0.13,0.14,0.14,0.15,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.17,0.17,0.16
CO,010102,St Johns,NL,47.56038,-52.7115,20150406,0.17,0.16,0.16,0.16,0.15,0.14,0.11,0.10,0.13,0.13,0.13,0.14,0.15,0.15,0.15,0.17,0.16,0.17,0.18,0.17,0.17,0.18,0.18,0.17
CO,010102,St Johns,NL,47.56038,-52.7115,20150407,0.18,0.17,0.16,0.17,0.17,0.19,0.26,0.29,0.17,0.16,0.19,0.15,0.16,0.17,0.18,0.19,0.25,0.18,0.17,0.18,0.17,0.25,0.28,0.29
CO,010102,St Johns,NL,47.56038,-52.7115,20150408,0.30,0.28,0.26,0.23,0.21,0.26,0.34,0.36,0.17,0.13,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.15,0.17,0.20,0.20,0.28,0.22,0.18
CO,010102,St Johns,NL,47.56038,-52.7115,20150409,0.20,0.20,0.16,0.16,0.16,0.18,0.22,0.16,0.16,-999,0.05,0.20,0.19,0.18,0.18,0.17,0.26,0.19,0.21,0.24,0.23,0.24,0.23,0.20
CO,010102,St Johns,NL,47.56038,-52.7115,20150410,0.22,0.19,0.19,0.23,0.21,0.24,0.29,0.36,0.18,0.16,0.18,0.25,0.21,0.23,0.21,0.20,0.20,0.18,0.19,0.19,0.20,0.22,0.19,0.18
CO,010102,St Johns,NL,47.56038,-52.7115,20150411,0.17,0.17,0.17,0.16,0.15,0.15,0.16,0.15,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.16,0.16,0.17,0.16,0.15,0.17,0.18,0.16,0.16
CO,010102,St Johns,NL,47.56038,-52.7115,20150412,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.17,0.18,0.16,0.19,0.18,0.18,0.20,0.18,0.26,0.24,0.22,0.22,0.23,0.20,0.23,0.21
CO,010102,St Johns,NL,47.56038,-52.7115,20150413,0.19,0.18,0.19,0.16,0.17,0.17,0.15,0.12,0.11,0.12,0.17,0.16,0.17,0.17,0.17,0.20,0.18,0.19,0.22,0.22,0.20,0.18,0.18,0.18
CO,010102,St Johns,NL,47.56038,-52.7115,20150414,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.19,0.16,0.16,0.15,0.16,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15
CO,010102,St Johns,NL,47.56038,-52.7115,20150415,0.15,0.15,0.15,0.15,0.15,0.16,0.16,0.17,0.15,0.15,0.15,0.16,0.17,0.17,0.17,0.17,0.18,0.20,0.23,0.20,0.21,0.31,0.21,0.25
CO,010102,St Johns,NL,47.56038,-52.7115,20150416,0.21,0.25,0.16,0.15,0.16,0.16,0.17,0.22,0.19,0.20,0.23,0.17,0.20,0.21,0.19,0.21,0.20,0.20,0.19,0.21,0.18,0.19,0.19,0.17
CO,010102,St Johns,NL,47.56038,-52.7115,20150417,0.19,0.17,0.17,0.15,0.15,0.16,0.17,0.19,0.18,0.18,0.20,0.16,0.17,0.16,0.12,0.14,0.11,0.11,0.12,0.14,0.14,0.16,0.16,0.14
CO,010102,St Johns,NL,47.56038,-52.7115,20150418,0.14,0.17,0.19,0.14,0.13,0.13,0.13,0.12,0.10,0.09,0.11,0.15,0.16,0.22,0.20,0.22,0.28,0.21,0.19,0.21,0.19,0.28,0.28,0.33
CO,010102,St Johns,NL,47.56038,-52.7115,20150419,0.32,0.24,0.28,0.17,0.14,0.14,0.14,0.14,0.15,0.16,0.16,0.17,0.17,0.20,0.22,0.19,0.19,0.20,0.26,0.20,0.19,0.27,0.17,0.20
CO,010102,St Johns,NL,47.56038,-52.7115,20150420,0.17,0.16,0.21,0.14,0.16,0.15,0.16,0.22,0.20,0.17,0.20,0.19,0.18,0.18,0.25,0.24,0.22,0.17,0.19,0.19,0.16,0.17,0.17,0.16
CO,010102,St Johns,NL,47.56038,-52.7115,20150421,0.15,0.15,0.13,0.14,0.14,0.14,0.15,0.18,0.17,0.17,0.15,0.19,0.20,0.19,0.21,0.26,0.24,0.23,0.24,0.25,0.22,0.22,0.18,0.22
